EID,TYPECODE,DJDATE,IFHOME,PROJECT_CNT,PROJECT_INHOME_CNT,PROJECT_OUTHOME_CNT,PROJECT_INHOME_RATE,PROJECT_OUTHOME_RATE,PROJECT_TYPECODE_CNT,PROJECT_FIRST_TYPECODE,PROJECT_END_TYPECODE,PROJECT_FIRST_TIME,PROJECT_END_TIME
137395,[4875877],['2014-12'],[1],1,1,0,1.0,0.0,1,4875877,4875877,2014-12,2014-12
252085,"[3085816 3027323 3037105 3058531 3174449 3174555 3242558 3022913 3163017
 3085227 3185231 3136790 3074780 3068029 3201465 3203992 3186071 3104426
 3135460 5581078 4873510 4523084 4682059 4883374 5569350 4199346 4841811
 4732736 5676164 5651686 4776698 5685196 4558616 5135944 4331986 4381202
 3964974 5362328 5663732 4090741 4070575 4107240 4515038 4269878 4091953
 4014219 4553620 5295308 5289315 5702654 4554382 4191537 5279493 5224092
 4586743 4213151 4156862 4672317 4444047 4557806 5725614 5323684 4802562
 4301269 4646856 5434107 4130871 5592890 4803493 5561620 5438540 4621435
 5697329 4234296 4101186 5492855 4472164 4271751 3970228 4145492 4584090
 4106368 3099245 4322518 4822808 4773236]","['2013-10' '2013-09' '2013-10' '2013-10' '2013-12' '2013-12' '2013-12'
 '2013-09' '2013-11' '2013-10' '2013-12' '2013-11' '2013-10' '2013-10'
 '2013-12' '2013-12' '2013-12' '2013-11' '2013-11' '2015-07' '2014-12'
 '2014-09' '2014-10' '2014-12' '2015-07' '2014-05' '2014-12' '2014-11'
 '2015-08' '2015-08' '2014-11' '2015-08' '2014-09' '2015-03' '2014-07'
 '2014-07' '2014-01' '2015-06' '2015-08' '2014-04' '2014-03' '2014-04'
 '2014-09' '2014-06' '2014-04' '2014-02' '2014-09' '2015-05' '2015-05'
 '2015-08' '2014-09' '2014-05' '2015-05' '2015-04' '2014-09' '2014-05'
 '2014-05' '2014-10' '2014-08' '2014-09' '2015-08' '2015-05' '2014-12'
 '2014-07' '2014-10' '2015-06' '2014-04' '2015-07' '2014-12' '2015-07'
 '2015-06' '2014-10' '2015-08' '2014-06' '2014-04' '2015-07' '2014-08'
 '2014-06' '2014-01' '2014-05' '2014-09' '2014-04' '2013-11' '2014-07'
 '2014-12' '2014-11']","[0 1 0 0 0 0 0 1 0 0 1 1 0 1 1 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1
 1 1 1 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 0 1 0 1
 1 1 0 1 1 0 1 1 0 0 1 1]",86,42,44,0.4883720930232558,0.5116279069767442,86,3085816,4773236,2013-10,2014-11
293045,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
481463,[4962040],['2015-01'],[1],1,1,0,1.0,0.0,1,4962040,4962040,2015-01,2015-01
80053,[3193499 3203683 4277867],['2013-12' '2013-12' '2014-06'],[0 0 1],3,1,2,0.3333333333333333,0.6666666666666666,3,3193499,4277867,2013-12,2014-06
227510,[4531135 4670353 5692276 5430660],['2014-09' '2014-10' '2015-08' '2015-06'],[1 1 1 1],4,4,0,1.0,0.0,4,4531135,5430660,2014-09,2015-06
276671,"[3016682 3067007 3170592 4010199 3997201 5000195 5750674 4749995 4585944
 4150114 4128603]","['2013-09' '2013-10' '2013-12' '2014-02' '2014-01' '2015-02' '2015-08'
 '2014-11' '2014-09' '2014-05' '2014-04']",[1 1 1 1 1 1 1 1 1 1 1],11,11,0,1.0,0.0,11,3016682,4128603,2013-09,2014-04
55488,[3989421 4021838],['2014-01' '2014-02'],[1 1],2,2,0,1.0,0.0,2,3989421,4021838,2014-01,2014-02
22720,[4683742 4890016 4006451],['2014-10' '2014-12' '2014-01'],[0 0 0],3,0,3,0.0,1.0,3,4683742,4006451,2014-10,2014-01
366786,[5086863],['2015-03'],[0],1,0,1,0.0,1.0,1,5086863,5086863,2015-03,2015-03
186565,[3117189 4071279 5396015 4463606 4071284],['2013-11' '2014-03' '2015-06' '2014-08' '2014-03'],[1 1 1 1 1],5,5,0,1.0,0.0,5,3117189,4071284,2013-11,2014-03
432330,[5169401],['2015-04'],[1],1,1,0,1.0,0.0,1,5169401,5169401,2015-04,2015-04
334028,[4345232],['2014-07'],[1],1,1,0,1.0,0.0,1,4345232,4345232,2014-07,2014-07
268493,[3171502 4661467],['2013-11' '2014-10'],[1 1],2,2,0,1.0,0.0,2,3171502,4661467,2013-11,2014-10
424143,[4096321 5336547 5197980 5629433 4834040 4780188 4624720 4404088],"['2014-04' '2015-05' '2015-04' '2015-07' '2014-12' '2014-11' '2014-10'
 '2014-07']",[1 1 1 1 1 1 0 1],8,7,1,0.875,0.125,8,4096321,4404088,2014-04,2014-07
489684,"[3159453 3185795 3229086 4232047 4305632 4114003 4547962 4081791 4089141
 4153182]","['2013-11' '2013-12' '2013-12' '2014-06' '2014-06' '2014-04' '2014-09'
 '2014-04' '2014-04' '2014-05']",[0 0 0 0 0 0 0 0 0 0],10,0,10,0.0,1.0,10,3159453,4153182,2013-11,2014-05
301269,[4630652 4823900],['2014-10' '2014-12'],[1 1],2,2,0,1.0,0.0,2,4630652,4823900,2014-10,2014-12
6357,[5338509],['2015-05'],[1],1,1,0,1.0,0.0,1,5338509,5338509,2015-05,2015-05
317653,[5338608 5483391],['2015-05' '2015-06'],[1 1],2,2,0,1.0,0.0,2,5338608,5483391,2015-05,2015-06
399577,[4620083 4744517 5372319],['2014-10' '2014-11' '2015-06'],[1 1 1],3,3,0,1.0,0.0,3,4620083,5372319,2014-10,2015-06
317661,"[3172046 3209826 3041942 3200197 3040609 3005836 3118837 3193780 3117273
 3231558 3111526 3239839 3072446 3184262 3168465 3125898 3111562 3107923
 3072908 3171593 3005891 3122215 3040612 3087449 3243362 3038721 3238401
 3209538 3175527 2982609 3217597 3227828 3239921 3173739 3218478 4868591
 4676002 4805886 4199575 4197451 4239469 4867194 4826333 4351240 4886130
 4504915 5085020 4729867 4881139 4205565 4671834 4125987 4438181 4312271
 4825605 4869766 5364469 4800879 4924369 4327087 4107525 4126185 3971894
 5548665 4330391 5406922 4261387 4598109 5382829 4733785 3971272 4345292
 5523970 4832671 4815114 4613893 4748508 4669039 5571344 4866586 4462248
 4674396 4331405 4356305 4777820 5413112 5622708 4576076 4939307 4634323
 4241220 5418945 4571479 4777819 4509488 4814892 5428489 4261807 4348171
 4479654 4773096 4888366 5303695 5183990 4199734 4411650 4864053 4535938
 4330271 4106371 4987943 4777901 5330870 4601770 5235818 4657207 4005998
 5113627 5510895 4126084 5319570 5359616 4125833 4877760 4205465 4260759
 4330272 5362509 3121860 4679369 4729883 5440055 5604920 4893328]","['2013-11' '2013-12' '2013-10' '2013-12' '2013-10' '2013-09' '2013-11'
 '2013-12' '2013-11' '2013-12' '2013-11' '2013-12' '2013-10' '2013-12'
 '2013-11' '2013-11' '2013-11' '2013-11' '2013-10' '2013-11' '2013-09'
 '2013-11' '2013-10' '2013-10' '2013-12' '2013-10' '2013-12' '2013-12'
 '2013-12' '2013-09' '2013-12' '2013-12' '2013-12' '2013-12' '2013-12'
 '2014-12' '2014-10' '2014-12' '2014-05' '2014-05' '2014-06' '2014-12'
 '2014-12' '2014-07' '2014-12' '2014-09' '2015-03' '2014-11' '2014-12'
 '2014-04' '2014-10' '2014-04' '2014-08' '2014-07' '2014-12' '2014-12'
 '2015-06' '2014-12' '2015-01' '2014-07' '2014-04' '2014-04' '2014-01'
 '2015-07' '2014-07' '2015-06' '2014-06' '2014-09' '2015-06' '2014-11'
 '2014-01' '2014-07' '2015-07' '2014-12' '2014-12' '2014-10' '2014-11'
 '2014-10' '2015-07' '2014-12' '2014-08' '2014-10' '2014-07' '2014-07'
 '2014-11' '2015-06' '2015-07' '2014-09' '2015-01' '2014-10' '2014-06'
 '2015-06' '2014-09' '2014-11' '2014-09' '2014-12' '2015-06' '2014-06'
 '2014-07' '2014-08' '2014-11' '2014-12' '2015-05' '2015-04' '2014-05'
 '2014-08' '2014-12' '2014-09' '2014-07' '2014-04' '2015-02' '2014-11'
 '2015-05' '2014-09' '2015-04' '2014-10' '2014-01' '2015-03' '2015-07'
 '2014-04' '2015-05' '2015-06' '2014-04' '2014-12' '2014-04' '2014-06'
 '2014-07' '2015-06' '2013-11' '2014-10' '2014-11' '2015-06' '2015-07'
 '2014-12']","[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",134,130,4,0.9701492537313433,0.029850746268656716,134,3172046,4893328,2013-11,2014-12
522463,"[3197165 3067609 3147981 4691830 4365842 3992426 4652134 5499759 5712343
 4494295 5007403 4371496 4927431 5070364 5390854 4420680 4742684 4742687
 4290562]","['2013-12' '2013-10' '2013-11' '2014-11' '2014-07' '2014-01' '2014-10'
 '2015-07' '2015-08' '2014-08' '2015-02' '2014-07' '2015-01' '2015-03'
 '2015-06' '2014-08' '2014-11' '2014-11' '2014-06']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],19,19,0,1.0,0.0,19,3197165,4290562,2013-12,2014-06
235743,[5617139],['2015-07'],[1],1,1,0,1.0,0.0,1,5617139,5617139,2015-07,2015-07
489696,[4512893],['2014-09'],[0],1,0,1,0.0,1.0,1,4512893,4512893,2014-09,2014-09
465122,[4255058],['2014-06'],[1],1,1,0,1.0,0.0,1,4255058,4255058,2014-06,2014-06
71904,[5453457 5134165],['2015-06' '2015-03'],[0 0],2,0,2,0.0,1.0,2,5453457,5134165,2015-06,2015-03
514277,[4458078 5774022 4672429 5568913 5568846],['2014-08' '2015-08' '2014-10' '2015-07' '2015-07'],[1 0 1 0 0],5,2,3,0.4,0.6,5,4458078,5568846,2014-08,2015-07
252134,[3133134 4132582 4660389 4735306 4303428],['2013-11' '2014-04' '2014-10' '2014-11' '2014-07'],[1 1 1 1 1],5,5,0,1.0,0.0,5,3133134,4303428,2013-11,2014-07
522471,[5336967 5692268 5727448 5575590 5474829],['2015-05' '2015-08' '2015-08' '2015-07' '2015-06'],[1 1 1 1 1],5,5,0,1.0,0.0,5,5336967,5474829,2015-05,2015-06
30953,[5040704],['2015-03'],[1],1,1,0,1.0,0.0,1,5040704,5040704,2015-03,2015-03
80107,[3061243 4260626],['2013-10' '2014-06'],[1 1],2,2,0,1.0,0.0,2,3061243,4260626,2013-10,2014-06
178412,[3232015 4451534 4336249 4240906],['2013-12' '2014-08' '2014-07' '2014-06'],[1 1 1 1],4,4,0,1.0,0.0,4,3232015,4240906,2013-12,2014-06
30959,[4116273],['2014-04'],[1],1,1,0,1.0,0.0,1,4116273,4116273,2014-04,2014-04
497904,[5127504],['2015-03'],[1],1,1,0,1.0,0.0,1,5127504,5127504,2015-03,2015-03
456943,[4384011 4970207],['2014-07' '2015-01'],[1 1],2,2,0,1.0,0.0,2,4384011,4970207,2014-07,2015-01
219378,[3186151 4051390],['2013-12' '2014-03'],[1 1],2,2,0,1.0,0.0,2,3186151,4051390,2013-12,2014-03
219379,[4990978],['2015-02'],[0],1,0,1,0.0,1.0,1,4990978,4990978,2015-02,2015-02
399604,[3103580],['2013-11'],[0],1,0,1,0.0,1.0,1,3103580,3103580,2013-11,2013-11
80117,[5090612],['2015-03'],[1],1,1,0,1.0,0.0,1,5090612,5090612,2015-03,2015-03
456950,[5501311 5433921 5433919],['2015-07' '2015-06' '2015-06'],[0 1 1],3,2,1,0.6666666666666666,0.3333333333333333,3,5501311,5433919,2015-07,2015-06
145650,[4489797],['2014-08'],[1],1,1,0,1.0,0.0,1,4489797,4489797,2014-08,2014-08
71928,[3060244 4225552],['2013-10' '2014-06'],[0 0],2,0,2,0.0,1.0,2,3060244,4225552,2013-10,2014-06
456952,[4933080 5159757 4008586],['2015-01' '2015-04' '2014-01'],[1 1 1],3,3,0,1.0,0.0,3,4933080,4008586,2015-01,2014-01
375034,[4929398],['2015-01'],[1],1,1,0,1.0,0.0,1,4929398,4929398,2015-01,2015-01
506098,[5751744],['2015-08'],[0],1,0,1,0.0,1.0,1,5751744,5751744,2015-08,2015-08
366844,[3135898 5269354 4033489 5749596 4592542 4194403],['2013-11' '2015-05' '2014-02' '2015-08' '2014-09' '2014-05'],[1 1 1 1 1 1],6,6,0,1.0,0.0,6,3135898,4194403,2013-11,2014-05
6397,[3072283 4727740 4840001],['2013-10' '2014-11' '2014-12'],[0 0 0],3,0,3,0.0,1.0,3,3072283,4840001,2013-10,2014-12
268540,"[3140391 3154761 2972589 3194314 5463223 5497231 3205531 3203693 5450312
 5254475 4369669 4226028 4864836 4864837 5445263 4941432 5551508 4810081
 5337699 5745674 4479266 4951145 5039054 4257584]","['2013-11' '2013-11' '2013-09' '2013-12' '2015-06' '2015-07' '2013-12'
 '2013-12' '2015-06' '2015-05' '2014-07' '2014-06' '2014-12' '2014-12'
 '2015-06' '2015-01' '2015-07' '2014-12' '2015-05' '2015-08' '2014-08'
 '2015-01' '2015-03' '2014-06']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],24,0,24,0.0,1.0,24,3140391,4257584,2013-11,2014-06
260351,[4523669 4527031],['2014-09' '2014-09'],[1 0],2,1,1,0.5,0.5,2,4523669,4527031,2014-09,2014-09
522493,[4115590 4007219],['2014-04' '2014-01'],[0 0],2,0,2,0.0,1.0,2,4115590,4007219,2014-04,2014-01
55553,[4783275],['2014-11'],[1],1,1,0,1.0,0.0,1,4783275,4783275,2014-11,2014-11
211196,"[3215396 3076204 3211950 3023996 3160933 3113039 3228472 2995253 4680893
 4160717 4837516 4531843 4597616 4442162 4075759 4417919 4823922 4075757
 4089994 4304015 4837179 4833521 4663334 4145677 4217693 3975496 4758917
 4748947 4487203 4084339 4217656 4262517 4417608 4357061 3975443 4181905
 4608432 4790115 4022240 4790099 3986611 4649222 4113919 4640082 4270105
 4770918 4303228 4241668 4181567 4167399 4312244 4142264 3990455 4409536
 4707120]","['2013-12' '2013-10' '2013-12' '2013-09' '2013-11' '2013-11' '2013-12'
 '2013-09' '2014-10' '2014-05' '2014-12' '2014-09' '2014-09' '2014-08'
 '2014-03' '2014-08' '2014-12' '2014-03' '2014-04' '2014-07' '2014-12'
 '2014-12' '2014-10' '2014-05' '2014-06' '2014-01' '2014-11' '2014-11'
 '2014-08' '2014-04' '2014-06' '2014-06' '2014-08' '2014-07' '2014-01'
 '2014-05' '2014-10' '2014-12' '2014-02' '2014-12' '2014-01' '2014-10'
 '2014-04' '2014-10' '2014-06' '2014-11' '2014-07' '2014-06' '2014-05'
 '2014-05' '2014-07' '2014-05' '2014-01' '2014-07' '2014-11']","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",55,55,0,1.0,0.0,55,3215396,4707120,2013-12,2014-11
104701,"[3029494 3168239 5264409 5381304 4424937 4758416 4805415 4351206 4963475
 4494701 5534684 5285302]","['2013-09' '2013-11' '2015-05' '2015-06' '2014-08' '2014-11' '2014-12'
 '2014-07' '2015-01' '2014-08' '2015-07' '2015-05']",[0 0 0 0 0 0 0 0 0 0 0 0],12,0,12,0.0,1.0,12,3029494,5285302,2013-09,2015-05
399625,[4929398 5644658 5019449],['2015-01' '2015-07' '2015-02'],[1 1 1],3,3,0,1.0,0.0,3,4929398,5019449,2015-01,2015-02
375049,[5492855],['2015-07'],[1],1,1,0,1.0,0.0,1,5492855,5492855,2015-07,2015-07
366859,[3183930 3078985 3057264],['2013-12' '2013-10' '2013-10'],[1 1 1],3,3,0,1.0,0.0,3,3183930,3057264,2013-12,2013-10
383242,[4477217],['2014-08'],[1],1,1,0,1.0,0.0,1,4477217,4477217,2014-08,2014-08
121100,[4822958],['2014-12'],[0],1,0,1,0.0,1.0,1,4822958,4822958,2014-12,2014-12
227599,[5041469 5291165 4124782],['2015-03' '2015-05' '2014-04'],[0 0 0],3,0,3,0.0,1.0,3,5041469,4124782,2015-03,2014-04
481554,[3244298 3192093 4448074 4225914 4084339 4446926 5609750 5396651 5656685],"['2013-12' '2013-12' '2014-08' '2014-06' '2014-04' '2014-08' '2015-07'
 '2015-06' '2015-08']",[0 1 0 1 1 1 1 1 0],9,6,3,0.6666666666666666,0.3333333333333333,9,3244298,5656685,2013-12,2015-08
489746,[4936528],['2015-01'],[1],1,1,0,1.0,0.0,1,4936528,4936528,2015-01,2015-01
506133,[4844108],['2014-12'],[1],1,1,0,1.0,0.0,1,4844108,4844108,2014-12,2014-12
211223,[5468335 4648731],['2015-06' '2014-10'],[1 1],2,2,0,1.0,0.0,2,5468335,4648731,2015-06,2014-10
391450,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
129308,[4261066],['2014-06'],[1],1,1,0,1.0,0.0,1,4261066,4261066,2014-06,2014-06
203039,[4150680 3164598],['2014-05' '2013-11'],[0 0],2,0,2,0.0,1.0,2,4150680,3164598,2014-05,2013-11
129311,[5035263 5037969 3229842],['2015-03' '2015-03' '2013-12'],[0 0 1],3,1,2,0.3333333333333333,0.6666666666666666,3,5035263,3229842,2015-03,2013-12
243999,[5702555 4749368 4731610],['2015-08' '2014-11' '2014-11'],[1 1 1],3,3,0,1.0,0.0,3,5702555,4731610,2015-08,2014-11
481570,[3098992 4130320 4736592],['2013-11' '2014-04' '2014-11'],[0 0 0],3,0,3,0.0,1.0,3,3098992,4736592,2013-11,2014-11
227620,[4756013],['2014-11'],[0],1,0,1,0.0,1.0,1,4756013,4756013,2014-11,2014-11
309548,[5246031 4635527],['2015-04' '2014-10'],[1 1],2,2,0,1.0,0.0,2,5246031,4635527,2015-04,2014-10
407853,[4486254],['2014-08'],[0],1,0,1,0.0,1.0,1,4486254,4486254,2014-08,2014-08
276786,[3229842 3020816 4895002 4396649 5454402],['2013-12' '2013-09' '2014-12' '2014-07' '2015-06'],[1 1 1 1 1],5,5,0,1.0,0.0,5,3229842,5454402,2013-12,2015-06
22835,[4006173 4822744],['2014-01' '2014-12'],[0 1],2,1,1,0.5,0.5,2,4006173,4822744,2014-01,2014-12
350516,[4707297],['2014-11'],[1],1,1,0,1.0,0.0,1,4707297,4707297,2014-11,2014-11
112948,[3229842 4869903 4895002],['2013-12' '2014-12' '2014-12'],[1 1 1],3,3,0,1.0,0.0,3,3229842,4895002,2013-12,2014-12
375094,[4805866 4814882 4205547],['2014-12' '2014-12' '2014-04'],[1 1 0],3,2,1,0.6666666666666666,0.3333333333333333,3,4805866,4205547,2014-12,2014-04
325941,"[3165492 3103704 3219889 3146024 4870807 3236467 3147069 3226159 2980151
 3247180 4986419 5759240 3119214 3039480 3139700 4838143 5198236 3004546
 3085675 4652712 4321402 4070214 4483887 4753258 4170836 4822400 3973552
 5369960 5243386 4006639 4579553 5700327 4971464 4559108 4920818 5159790
 5553996 4217461 4786648 5294509 4230701 5118751 5624454 4951332 4105667
 5150395 4214703 5772995 4130997 4236556 4993298 4447166 5372898 4309836
 5768610 5020595 4027223 4700736 4746478 4945101 5322357 3976435 4888133
 4001378 5321895 4869815 4591417 4700158 4154287 4118221 4388934 4700122
 5626436 5556914 4088992 4027222 5696397 4796901 4227569 4651969 4758268
 5767665 4882494 5767584 4277881 4838620 4485583 5684627 4999844 4596215
 4045953 5729320 4630779 4434008 5616598 4491822 4360503 4115229 5639604]","['2013-11' '2013-11' '2013-12' '2013-11' '2014-12' '2013-12' '2013-11'
 '2013-12' '2013-09' '2013-12' '2015-02' '2015-08' '2013-11' '2013-10'
 '2013-11' '2014-12' '2015-04' '2013-09' '2013-10' '2014-10' '2014-07'
 '2014-03' '2014-08' '2014-11' '2014-05' '2014-12' '2014-01' '2015-06'
 '2015-04' '2014-01' '2014-09' '2015-08' '2015-01' '2014-09' '2015-01'
 '2015-04' '2015-07' '2014-06' '2014-11' '2015-05' '2014-06' '2015-03'
 '2015-07' '2015-01' '2014-04' '2015-04' '2014-05' '2015-08' '2014-04'
 '2014-06' '2015-02' '2014-08' '2015-06' '2014-07' '2015-08' '2015-02'
 '2014-02' '2014-11' '2014-11' '2015-01' '2015-05' '2014-01' '2014-12'
 '2014-01' '2015-05' '2014-12' '2014-09' '2014-11' '2014-04' '2014-04'
 '2014-07' '2014-11' '2015-07' '2015-07' '2014-04' '2014-02' '2015-08'
 '2014-12' '2014-06' '2014-10' '2014-11' '2015-08' '2014-12' '2015-08'
 '2014-06' '2014-12' '2014-08' '2015-08' '2015-02' '2014-09' '2014-03'
 '2015-08' '2014-10' '2014-08' '2015-07' '2014-08' '2014-07' '2014-04'
 '2015-07']","[0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 0 1 0 0 0 1 1 0 0 1 1 1 0
 0 1 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0]",99,33,66,0.3333333333333333,0.6666666666666666,99,3165492,5639604,2013-11,2015-07
457016,[3237288 4103843 4486739 4174160],['2013-12' '2014-04' '2014-08' '2014-05'],[1 1 1 0],4,3,1,0.75,0.25,4,3237288,4174160,2013-12,2014-05
211257,[4139807],['2014-05'],[1],1,1,0,1.0,0.0,1,4139807,4139807,2014-05,2014-05
514358,[4936528],['2015-01'],[1],1,1,0,1.0,0.0,1,4936528,4936528,2015-01,2015-01
497970,[3186078 4944623 4295225],['2013-12' '2015-01' '2014-06'],[1 1 1],3,3,0,1.0,0.0,3,3186078,4295225,2013-12,2014-06
39228,"[4284783 3032398 4549103 3078630 4549041 5499803 5456310 4833703 5269354
 4326691 4148238 5393108 4495151 5248643 4315029 4021571 5433034 4336777
 4273944 4429194 4549115 3078630 3032398 4284783 4326691 5433034 4429194
 4336777 5269354 4833703 5499803 5393108 4495151 4148238 5248643 4021571
 4315029 4273944 5456310]","['2014-06' '2013-09' '2014-09' '2013-10' '2014-09' '2015-07' '2015-06'
 '2014-12' '2015-05' '2014-07' '2014-05' '2015-06' '2014-08' '2015-04'
 '2014-07' '2014-02' '2015-06' '2014-07' '2014-06' '2014-08' '2014-09'
 '2013-10' '2013-09' '2014-06' '2014-07' '2015-06' '2014-08' '2014-07'
 '2015-05' '2014-12' '2015-07' '2015-06' '2014-08' '2014-05' '2015-04'
 '2014-02' '2014-07' '2014-06' '2015-06']","[1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 0 0 1 0 1 1 0 0 1 1 0 1 1 1 1 1 0 1 1 0 0 0
 0 0]",39,21,18,0.5384615384615384,0.46153846153846156,21,4284783,5456310,2014-06,2015-06
219444,[4456025 4227912],['2014-08' '2014-06'],[1 0],2,1,1,0.5,0.5,2,4456025,4227912,2014-08,2014-06
244030,[3964974],['2014-01'],[1],1,1,0,1.0,0.0,1,3964974,3964974,2014-01,2014-01
162111,[3222408 4038681],['2013-12' '2014-03'],[1 1],2,2,0,1.0,0.0,2,3222408,4038681,2013-12,2014-03
31040,[3184515 3071453 4553937],['2013-12' '2013-10' '2014-09'],[0 1 0],3,1,2,0.3333333333333333,0.6666666666666666,3,3184515,4553937,2013-12,2014-09
227649,[5225101 4509027],['2015-04' '2014-09'],[1 1],2,2,0,1.0,0.0,2,5225101,4509027,2015-04,2014-09
219458,[4122674],['2014-04'],[1],1,1,0,1.0,0.0,1,4122674,4122674,2014-04,2014-04
194882,[3194128 5011837 5569861 4548545 5635861 3977164 4456563 4448764],"['2013-12' '2015-02' '2015-07' '2014-09' '2015-07' '2014-01' '2014-08'
 '2014-08']",[1 1 1 1 1 1 1 1],8,8,0,1.0,0.0,8,3194128,4448764,2013-12,2014-08
506182,[5113285 5344291],['2015-03' '2015-05'],[0 0],2,0,2,0.0,1.0,2,5113285,5344291,2015-03,2015-05
317767,[3222408 5762734],['2013-12' '2015-08'],[1 1],2,2,0,1.0,0.0,2,3222408,5762734,2013-12,2015-08
39238,[4696829],['2014-11'],[0],1,0,1,0.0,1.0,1,4696829,4696829,2014-11,2014-11
424263,[4705164],['2014-11'],[1],1,1,0,1.0,0.0,1,4705164,4705164,2014-11,2014-11
194890,[4150721 5279876],['2014-05' '2015-05'],[1 1],2,2,0,1.0,0.0,2,4150721,5279876,2014-05,2015-05
137546,[3239152 5672156 5672163],['2013-12' '2015-08' '2015-08'],[1 1 1],3,3,0,1.0,0.0,3,3239152,5672163,2013-12,2015-08
145738,[2982254],['2013-09'],[1],1,1,0,1.0,0.0,1,2982254,2982254,2013-09,2013-09
