EID,TYPECODE,LAWDATE,LAWAMOUNT,LAWSUIT_CNT,LAWSUIT_LAWAMOUNT_MEAN,LAWSUIT_LAWAMOUNT_SUM,LAWSUIT_FIRST_TIME,LAWSUIT_END_TIME
31078.0,[75060945 80078339 91685939 97790821 91896298 96510770],"['2014-02-01' '2014-02-01' '2014-02-01' '2014-09-01' '2014-09-01'
 '2014-12-01']",[120400 120400 120400  14000  14000  14900],6,67350.0,404100,2014-02,2014-12
358764.0,[109065869 101818360],['2015-05-01' '2015-05-01'],[223800 223800],2,223800.0,447600,2015-05,2015-05
96621.0,[112378850],['2015-01-01'],[144800],1,144800.0,144800,2015-01,2015-01
522607.0,"[ 44449778  65514109  61978993  73344229  80060453  75015012  80059798
 103064882  99636148]","['2012-12-01' '2012-12-01' '2013-05-01' '2013-11-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2015-04-01' '2015-04-01']",[20200  8800 65100  7000  7000 19100 19100 39000 39000],9,24922.222222222223,224300,2012-12,2015-04
457077.0,[44136618],['2012-11-01'],[2302100],1,2302100.0,2302100,2012-11,2012-11
260470.0,[61078864 97939383],['2013-03-01' '2014-07-01'],[501300  35000],2,268150.0,536300,2013-03,2014-07
194950.0,[113581999],['2013-03-01'],[0],1,0.0,0,2013-03,2013-03
326024.0,[101485235],['2015-05-01'],[150000],1,150000.0,150000,2015-05,2015-05
391564.0,[76435275 79627678],['2014-03-01' '2014-03-01'],[10000 10000],2,10000.0,20000,2014-03,2014-03
96658.0,[62384046],['2013-05-01'],[0],1,0.0,0,2013-05,2013-05
129447.0,[87813628 92715367],['2014-09-01' '2014-09-01'],[1815000 1815000],2,1815000.0,3630000,2014-09,2014-09
195016.0,[100386165 101736641],['2015-04-01' '2015-04-01'],[227300 227300],2,227300.0,454600,2015-04,2015-04
358861.0,"[ 61885483  76427812  80076628  80079432  76427951  79636709  76432475
  76450646  80129684  91711752  87368958  87369013  87369023  91711427
  91711756  86796775  97790247  93761028  97791660  97791644  97791864
 103005711]","['2013-05-01' '2014-02-01' '2014-02-01' '2014-02-01' '2014-02-01'
 '2014-03-01' '2014-03-01' '2014-03-01' '2014-04-01' '2014-07-01'
 '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01'
 '2014-09-01' '2014-09-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2015-06-01']","[162100  17700  17700   3200   3200   5600   5600   2100  30000  31100
   7800  31100  15300   7800  15300  27500  27500   1100  56500  57400
  33500 181400]",22,33659.09090909091,740500,2013-05,2015-06
391634.0,[73391830 91807279],['2013-09-01' '2013-09-01'],[64800 64800],2,64800.0,129600,2013-09,2013-09
260578.0,[60452528],['2013-01-01'],[8200],1,8200.0,8200,2013-01,2013-01
260584.0,[41933564],['2012-09-01'],[0],1,0.0,0,2012-09,2012-09
195059.0,"[ 62258834  75019012  80291290  87361551  89582412  92782085  83486227
  91784668  91757042  91675955  96503537  96522516 100112132 104637249
 112179428 105604837 112179758]","['2013-06-01' '2013-08-01' '2013-08-01' '2014-05-01' '2014-05-01'
 '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01' '2014-09-01'
 '2015-01-01' '2015-01-01' '2015-04-01' '2015-07-01' '2015-07-01'
 '2015-08-01' '2015-08-01']","[  32500  172300  172300  678000  678000 1667200 1667200   48500  109800
 7730400   40000 2905600    9000  238400   20000    1600    1600]",17,951317.6470588235,16172400,2013-06,2015-08
195061.0,[81386013 98521835],['2014-05-01' '2015-03-01'],[ 8500 66500],2,37500.0,75000,2014-05,2015-03
326145.0,[73349604],['2013-07-01'],[9100],1,9100.0,9100,2013-07,2013-07
457232.0,[123430809 104614798],['2015-02-01' '2015-07-01'],[43564500 70314800],2,56939650.0,113879300,2015-02,2015-07
522775.0,[ 61103232  96490577  96519517  96490583  96490571 105454737 101091015],"['2013-03-01' '2015-01-01' '2015-01-01' '2015-01-01' '2015-01-01'
 '2015-05-01' '2015-05-01']",[      0       0 8030000       0       0       0       0],7,1147142.857142857,8030000,2013-03,2015-05
31275.0,"[ 61120884  61364966  61819052  85049293  85049295  85049305  85049299
  67930709  85049301  68724768  68724771  67930894  67930711  67926748
  67676024  85049485  85049483  85049481  85049524 110603399 102071117]","['2013-03-01' '2013-04-01' '2013-05-01' '2013-06-01' '2013-06-01'
 '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01'
 '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01' '2013-08-01'
 '2014-03-01' '2014-03-01' '2014-03-01' '2014-04-01' '2015-05-01'
 '2015-05-01']","[ 22900  25300   5400   3100   3300  40200  35300   5300  62700  35300
  62700  19900   5300   5500   5500  42000  19900  90000 124400  70800
  70800]",21,35980.95238095238,755600,2013-03,2015-05
64055.0,[91915973],['2014-11-01'],[251900],1,251900.0,251900,2014-11,2014-11
64065.0,[106654736],['2015-07-01'],[2006400],1,2006400.0,2006400,2015-07,2015-07
227907.0,[85062233 85062235 97816561],['2014-08-01' '2014-08-01' '2014-08-01'],[29500 11800 29500],3,23600.0,70800,2014-08,2014-08
391767.0,[105738708 112179786 112179788 105738696 105738702],['2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01'],[ 6500 15900  6500 15900 53000],5,19560.0,97800,2015-08,2015-08
359013.0,[62087001 65534529],['2013-04-01' '2013-05-01'],[ 7700 23400],2,15550.0,31100,2013-04,2013-05
522854.0,[72990577 85051046],['2013-12-01' '2014-06-01'],[0 0],2,0.0,0,2013-12,2014-06
129641.0,[85274424 91665029 91665036 85274420],['2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01'],[ 918500 1577500  918500 1577500],4,1248000.0,4992000,2014-08,2014-08
293491.0,[73357236],['2013-07-01'],[80000],1,80000.0,80000,2013-07,2013-07
260723.0,[91681724 86297284],['2014-06-01' '2014-06-01'],[600 600],2,600.0,1200,2014-06,2014-06
490105.0,[ 60141252  61458604  91786633  85073190 104064600],['2013-01-01' '2013-04-01' '2014-08-01' '2014-08-01' '2015-07-01'],[210000000  33390600   3118800   3118800   3118800],5,50549400.0,252747000,2013-01,2015-07
64127.0,[75026028],['2013-12-01'],[967500],1,967500.0,967500,2013-12,2013-12
129666.0,"[ 97814996  91709779  97814994  91709632  87435687  87435654  87435653
  91709637 102352231 105724569 112380589 102352229 112380608 104981365]","['2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01'
 '2014-06-01' '2014-06-01' '2014-06-01' '2015-06-01' '2015-06-01'
 '2015-06-01' '2015-06-01' '2015-06-01' '2015-07-01']","[15900 22700 18000 18000 22700 18000 15900 15900 20000 19800 19800 19800
 20000 48100]",14,21042.85714285714,294600,2014-06,2015-07
129668.0,[61144027],['2013-02-01'],[0],1,0.0,0,2013-02,2013-02
490117.0,[73332363],['2013-09-01'],[55700],1,55700.0,55700,2013-09,2013-09
64132.0,[97932219],['2014-10-01'],[42400],1,42400.0,42400,2014-10,2014-10
326279.0,[108750454 106297772 109144021 106297783],['2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01'],[25800 41600 41600 25800],4,33700.0,134800,2015-08,2015-08
129674.0,[91759243],['2014-10-01'],[4278600],1,4278600.0,4278600,2014-10,2014-10
326284.0,[105608339 110863561],['2015-08-01' '2015-08-01'],[4369500 4369500],2,4369500.0,8739000,2015-08,2015-08
490131.0,"[ 41918897  43972900  43461158  43461196  61150251  61165043  61126385
  61145191  62164483  61940651  67683490  93760442  80085824  75069866
  97770666  97770700  75069804  79624014  80072105  76448151  75069869
  80085822  80141689  85048058  80113225  91753262  80123133  79324499
  91721397  79310407  91807699  80123216  97775197  97775216  91789053
  87438531  80156837  89712092  91807718  91807731  81337131  81337440
  91807767  87375055  91726833  81337136  83519341  91920669  91807929
  91807977  87375189  83484312  83487558  92714997  91726982  91801003
  83484183  91800977  97817109  85068742  91911815  91801362  97805697
  91801415  85274932  85068656  87813666  87814548  91743385  92715382
  91875894  92715240  92416508  93814190  93813939 101686876  97121649
  99069730 105320446]","['2012-09-01' '2012-11-01' '2012-11-01' '2012-11-01' '2013-01-01'
 '2013-01-01' '2013-02-01' '2013-03-01' '2013-04-01' '2013-05-01'
 '2013-08-01' '2014-02-01' '2014-02-01' '2014-02-01' '2014-02-01'
 '2014-02-01' '2014-02-01' '2014-02-01' '2014-02-01' '2014-02-01'
 '2014-02-01' '2014-02-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-04-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-07-01'
 '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01'
 '2014-07-01' '2014-07-01' '2014-07-01' '2014-08-01' '2014-08-01'
 '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-08-01' '2014-09-01' '2014-09-01' '2014-09-01' '2014-09-01'
 '2014-10-01' '2014-10-01' '2014-11-01' '2014-12-01' '2014-12-01'
 '2015-01-01' '2015-02-01' '2015-03-01' '2015-07-01']","[ 4300  9300  7500  6800  6400  4900  3300  6800  5300  5100  1000  5800
  5800  4500  4500  4500 13200  4500 13200  4500  5800  4500  9000  4200
  6500  7900  8500  7900  1500  1400  8500 11200 11200  9000  6500  1500
   100   100 13900 13800 13900  4800  4800  9000  9000 13800 10200 10700
  4200  9900  5400 16100  9900 21300  5400 16100 10600 10600  4200  9800
  7100  4200  7100  9800  7100  4200 17500  2100  2100 17500  4500 34100
 17000 23400  2800 37000  2300  9000 12300]",79,8544.303797468354,675000,2012-09,2015-07
522904.0,[61274409],['2013-04-01'],[30000],1,30000.0,30000,2013-04,2013-04
227994.0,[61126369],['2013-02-01'],[12300],1,12300.0,12300,2013-02,2013-02
359067.0,[102425092],['2015-06-01'],[502900],1,502900.0,502900,2015-06,2015-06
31401.0,[67911215],['2013-07-01'],[536500],1,536500.0,536500,2013-07,2013-07
195245.0,[81458794 97787198 81458798 92400792 97787237 81459385],"['2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01'
 '2014-06-01']",[48000 48000 47800 47800 47800 47800],6,47866.666666666664,287200,2014-06,2014-06
457399.0,[67781491 80322301 75066877 91796605],['2013-09-01' '2014-01-01' '2014-01-01' '2014-01-01'],[    0 99200 99200 99200],4,74400.0,297600,2013-09,2014-01
195256.0,[98908418],['2015-03-01'],[3635600],1,3635600.0,3635600,2015-03,2015-03
228025.0,[ 42979152  62136285  67911096  93702676 107675024  99093448],"['2012-10-01' '2013-05-01' '2013-07-01' '2014-12-01' '2015-03-01'
 '2015-03-01']",[ 7700  9800 18400  8500 29400 29400],6,17200.0,103200,2012-10,2015-03
424637.0,[108987369 106431219],['2015-08-01' '2015-08-01'],[1186000 1186000],2,1186000.0,2372000,2015-08,2015-08
96960.0,[60467625],['2013-02-01'],[800],1,800.0,800,2013-02,2013-02
31427.0,[81332681 91750241 87812964 91763760],['2014-05-01' '2014-09-01' '2014-09-01' '2014-10-01'],[801400      0      0 296700],4,274525.0,1098100,2014-05,2014-10
162502.0,[106925442 106925436 106925448 106925428 106925433 106925439],"['2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01'
 '2015-08-01']",[ 8500 17200 17200 19100 17200  5500],6,14116.666666666666,84700,2015-08,2015-08
228042.0,"[ 67690645  85057272  75075940 104638229 104638224 104914941 104638231
 106229515 108956415]","['2013-08-01' '2014-02-01' '2014-02-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-08-01' '2015-08-01']",[  19500  149200  149200 1407900 2469300 2469300 2519200   19200   19200],9,1024666.6666666666,9222000,2013-08,2015-08
490186.0,[103881361 103881359],['2015-07-01' '2015-07-01'],[0 0],2,0.0,0,2015-07,2015-07
293582.0,[76460140 76460134],['2014-03-01' '2014-03-01'],[26000 62700],2,44350.0,88700,2014-03,2014-03
96975.0,[91698803 86943198],['2014-08-01' '2014-08-01'],[16100 16100],2,16100.0,32200,2014-08,2014-08
228048.0,[ 91897783 100644272],['2014-11-01' '2015-04-01'],[ 380000 2794800],2,1587400.0,3174800,2014-11,2015-04
424657.0,[75000989],['2014-01-01'],[10000],1,10000.0,10000,2014-01,2014-01
228056.0,[85044896 85044894],['2014-05-01' '2014-05-01'],[33100 72000],2,52550.0,105100,2014-05,2014-05
260840.0,[ 92559813 100468670 108899656 106431227 108765750],['2014-10-01' '2015-04-01' '2015-04-01' '2015-08-01' '2015-08-01'],[38020400 67681700 67681700 38020400 38020400],5,49884920.0,249424600,2014-10,2015-08
97006.0,[109015674],['2015-01-01'],[10200],1,10200.0,10200,2015-01,2015-01
129778.0,[106711469 108839645],['2015-08-01' '2015-08-01'],[217900 217900],2,217900.0,435800,2015-08,2015-08
391926.0,[99093650],['2015-03-01'],[17800],1,17800.0,17800,2015-03,2015-03
523009.0,[77882463 78886776],['2014-02-01' '2014-02-01'],[131500 131500],2,131500.0,263000,2014-02,2014-02
359170.0,[44375171],['2012-10-01'],[10000],1,10000.0,10000,2012-10,2012-10
424708.0,[108902907 105732059],['2015-08-01' '2015-08-01'],[156500 156500],2,156500.0,313000,2015-08,2015-08
97032.0,[67915597 81382474],['2013-07-01' '2014-05-01'],[280000 230000],2,255000.0,510000,2013-07,2014-05
64265.0,"[60039817 61433821 61604624 67903571 80347368 97939128 75071564 83569518
 79310768]","['2012-12-01' '2013-04-01' '2013-05-01' '2013-06-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-04-01' '2014-04-01']",[ 2400  4700  1800  5600 18500 18500 18500  1800 30100],9,11322.222222222223,101900,2012-12,2014-04
195338.0,[110617128 101489110],['2015-05-01' '2015-05-01'],[5190900 5190900],2,5190900.0,10381800,2015-05,2015-05
457488.0,[77916351 87350645],['2014-01-01' '2014-01-01'],[191800 191800],2,191800.0,383600,2014-01,2014-01
326420.0,[61055054 61055327 61055319 67912786 67669509 83502889 75022259],"['2012-12-01' '2013-02-01' '2013-02-01' '2013-07-01' '2013-08-01'
 '2013-12-01' '2013-12-01']",[ 2400 30000 30000  3500  4100  6400  6400],7,11828.57142857143,82800,2012-12,2013-12
129812.0,[101230691  98077680],['2015-02-01' '2015-02-01'],[69500 69500],2,69500.0,139000,2015-02,2015-02
31513.0,[67915523],['2013-06-01'],[7318400],1,7318400.0,7318400,2013-06,2013-06
260905.0,[65607496 73323925],['2013-07-01' '2013-09-01'],[284000 284000],2,284000.0,568000,2013-07,2013-09
228144.0,[ 75024286  92537055 109236563  99028342],['2013-08-01' '2014-10-01' '2014-10-01' '2015-01-01'],[  6500   3200   4000 139800],4,38375.0,153500,2013-08,2015-01
228162.0,[42222326],['2012-09-01'],[73000],1,73000.0,73000,2012-09,2012-09
228163.0,[85058411],['2014-07-01'],[59000],1,59000.0,59000,2014-07,2014-07
326476.0,[85271698 91893759],['2014-08-01' '2014-08-01'],[12000 12000],2,12000.0,24000,2014-08,2014-08
64336.0,[108864909 102527438],['2015-06-01' '2015-06-01'],[655400  62800],2,359100.0,718200,2015-06,2015-06
260961.0,[67901770 91743507],['2013-07-01' '2014-09-01'],[93500     0],2,46750.0,93500,2013-07,2014-09
195427.0,"[ 60820577  61757837  69352113  61215427  62162713  69531503  78597585
  84943482  92412626  88738167  98863023  96396560  96515449  98529906
 101732627  99635343]","['2013-01-01' '2013-01-01' '2013-03-01' '2013-04-01' '2013-06-01'
 '2013-11-01' '2014-05-01' '2014-08-01' '2014-10-01' '2014-11-01'
 '2015-01-01' '2015-01-01' '2015-01-01' '2015-03-01' '2015-04-01'
 '2015-04-01']","[ 345600  796300  490700  734500 3122500  210000  530900   80000 1299900
   80000 1431900 1427500  206500   91000 1427500 1427500]",16,856393.75,13702300,2013-01,2015-04
392038.0,[ 61865964  85051051 112406540 112406551 105314568 104924865 104924863],"['2013-05-01' '2014-06-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01']",[ 385900   26500 1489300 2551100 1489300 2551100 1489300],7,1426071.4285714286,9982500,2013-05,2015-07
424812.0,[105252177 108834341],['2015-08-01' '2015-08-01'],[1700 1700],2,1700.0,3400,2015-08,2015-08
457585.0,[76448629],['2013-09-01'],[40900],1,40900.0,40900,2013-09,2013-09
359282.0,[ 97785086  81385427  97785701  85271605  97924361 103023675 100498943],"['2014-05-01' '2014-05-01' '2014-08-01' '2014-08-01' '2015-03-01'
 '2015-03-01' '2015-04-01']",[  24000   24000  115500  115500 1642100 1642100 4019400],7,1083228.5714285714,7582600,2014-05,2015-04
129908.0,[62171443 97782729 97782735 97782740 97782726 97782716],"['2013-06-01' '2014-09-01' '2014-09-01' '2014-09-01' '2014-09-01'
 '2014-09-01']",[20700 40000 40000 40000 40000 40000],6,36783.333333333336,220700,2013-06,2014-09
326516.0,[76433901 80325356 75000065 99974268],['2013-12-01' '2014-01-01' '2014-01-01' '2015-04-01'],[ 7000 14900 14900 15000],4,12950.0,51800,2013-12,2015-04
64375.0,"[ 76438734  85273837  91664469 104468799  99075594 110584291 101654964
 108985230 101654961 109167900 111417651 109167954 102527520 109167984]","['2014-03-01' '2014-03-01' '2014-03-01' '2015-03-01' '2015-03-01'
 '2015-03-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-06-01' '2015-06-01' '2015-06-01' '2015-06-01']","[   800    800    800 361700 361700 361700 278800 278800 252000 252000
  15200  62200  62200 957800]",14,231892.85714285713,3246500,2014-03,2015-06
359292.0,[100470079 101736820 108912677],['2015-04-01' '2015-04-01' '2015-04-01'],[110300 110300 110300],3,110300.0,330900,2015-04,2015-04
31614.0,[104195868 108754218],['2015-07-01' '2015-07-01'],[1014400 1014400],2,1014400.0,2028800,2015-07,2015-07
260993.0,[87442339 91731505],['2014-08-01' '2014-08-01'],[47500 47500],2,47500.0,95000,2014-08,2014-08
523137.0,[106298150 108951431],['2015-08-01' '2015-08-01'],[25600 25600],2,25600.0,51200,2015-08,2015-08
490373.0,[61762258 75012736 85058172],['2013-05-01' '2014-01-01' '2014-05-01'],[77500   100 23000],3,33533.333333333336,100600,2013-05,2014-05
162693.0,"[ 75000417  99096646  99096658  99096706  99096631  98909629  99096676
  99096662  99096652  98909639  98909636  99096637  98909634  98909627
 101487803 102423896]","['2014-01-01' '2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01'
 '2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01'
 '2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01' '2015-05-01'
 '2015-06-01']","[234900  32000  53200  24500  88400   4000   7800   9800  34700  34000
   7500  41800 241200 108600  26000  18600]",16,60437.5,967000,2014-01,2015-06
195463.0,[60636138 60913834],['2013-02-01' '2013-03-01'],[186900 186900],2,186900.0,373800,2013-02,2013-03
392071.0,[76428818 76434786 79618179],['2014-02-01' '2014-02-01' '2014-02-01'],[537400 133100 537400],3,402633.3333333333,1207900,2014-02,2014-02
228239.0,[76448607 76448615 76448619 76448609],['2013-09-01' '2013-09-01' '2013-09-01' '2013-09-01'],[25900 12500 12900 12200],4,15875.0,63500,2013-09,2013-09
64419.0,[44449654],['2012-10-01'],[0],1,0.0,0,2012-10,2012-10
195501.0,[111864847 111546431],['2015-01-01' '2015-01-01'],[45200 45200],2,45200.0,90400,2015-01,2015-01
293807.0,[67765657],['2013-08-01'],[1826800],1,1826800.0,1826800,2013-08,2013-08
129976.0,[ 42759112  60690938  61141048  85059571 102300244 107371589],"['2012-10-01' '2013-01-01' '2013-03-01' '2014-07-01' '2015-01-01'
 '2015-06-01']",[ 670000   16400  582500  108000 4000000  300000],6,946150.0,5676900,2012-10,2015-06
424897.0,[106297802],['2015-08-01'],[300],1,300.0,300,2015-08,2015-08
293830.0,[43229768],['2012-10-01'],[83300],1,83300.0,83300,2012-10,2012-10
293831.0,[97004358],['2015-02-01'],[18400],1,18400.0,18400,2015-02,2015-02
97233.0,[79430901],['2014-05-01'],[76700],1,76700.0,76700,2014-05,2014-05
195540.0,[106072769],['2015-08-01'],[85000],1,85000.0,85000,2015-08,2015-08
457688.0,[62163471],['2013-04-01'],[22700],1,22700.0,22700,2013-04,2013-04
31721.0,[106132511 113556224],['2015-05-01' '2015-06-01'],[38100 40700],2,39400.0,78800,2015-05,2015-06
97267.0,[61909453],['2013-05-01'],[755400],1,755400.0,755400,2013-05,2013-05
261111.0,[76774356],['2013-06-01'],[78000],1,78000.0,78000,2013-06,2013-06
326650.0,"[ 60535476  62115835  73349619  73350459 113161784  73350760 113161826
  79616727  93757306  76443148  76443146  79616729  93757298 106889853
 106889781 100523201 100523193 108839207 108839245 100523100 108839239
 103705687]","['2013-01-01' '2013-05-01' '2013-07-01' '2013-08-01' '2013-08-01'
 '2013-08-01' '2013-08-01' '2014-02-01' '2014-02-01' '2014-02-01'
 '2014-02-01' '2014-02-01' '2014-02-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-06-01']","[137100 237200 127600 215500 215500 107600 215500 243500 237200 237200
 243500 237200 243500 202800 268900 202800 102100 268900 202800 268900
 102100 134200]",22,202345.45454545456,4451600,2013-01,2015-06
195581.0,[60543899 61021542],['2013-01-01' '2013-03-01'],[ 8000 11300],2,9650.0,19300,2013-01,2013-03
261119.0,[99272431],['2015-03-01'],[11500],1,11500.0,11500,2015-03,2015-03
97281.0,[61121248 68736961 91745963 88347686 97769780],['2013-03-01' '2013-08-01' '2013-08-01' '2013-08-01' '2014-12-01'],[ 15500 620000 620000 620000 620000],5,499100.0,2495500,2013-03,2014-12
490497.0,[99080814],['2015-03-01'],[800],1,800.0,800,2015-03,2015-03
326658.0,[103928903],['2015-07-01'],[238200],1,238200.0,238200,2015-07,2015-07
293901.0,"[ 99057994  97189147 108911484  97188866  99057969  97189151  97189143
  99057988  99057965  97189139  97189019 101089361 107675149 101089341
 101089353 101089357 101089349 101089064 101089345]","['2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01']","[ 116200  559500  116200   60600   60600  116200   60600  116200  116200
   60600  144100  443800  443800 1092100  163000 1082100  113200  108000
 1465000]",19,338842.1052631579,6438000,2015-02,2015-05
97296.0,[ 98526196 108675338],['2015-03-01' '2015-03-01'],[21900 21900],2,21900.0,43800,2015-03,2015-03
228372.0,[67673779],['2013-08-01'],[945500],1,945500.0,945500,2013-08,2013-08
97304.0,[100333949],['2015-03-01'],[2956800],1,2956800.0,2956800,2015-03,2015-03
424985.0,[96438912],['2015-01-01'],[82527200],1,82527200.0,82527200,2015-01,2015-01
130091.0,[100384854 108979662 103031563 102352135],['2015-04-01' '2015-04-01' '2015-06-01' '2015-06-01'],[19800 19800  2800  2800],4,11300.0,45200,2015-04,2015-06
31797.0,[10323533],['2012-10-01'],[12000],1,12000.0,12000,2012-10,2012-10
162886.0,[ 67782521  67782423 105606500 108767199],['2013-09-01' '2013-09-01' '2015-08-01' '2015-08-01'],[  3400   8200 139000 139000],4,72400.0,289600,2013-09,2015-08
130123.0,[97934020],['2014-12-01'],[25900],1,25900.0,25900,2014-12,2014-12
195664.0,[108906297],['2015-06-01'],[0],1,0.0,0,2015-06,2015-06
64594.0,[60421777 61811966 67909132 67668093],['2013-01-01' '2013-05-01' '2013-07-01' '2013-08-01'],[2500000 1000000 1524300 2940900],4,1991300.0,7965200,2013-01,2013-08
359511.0,[61043359 61044411 61044040],['2013-01-01' '2013-01-01' '2013-01-01'],[6000 6000 6000],3,6000.0,18000,2013-01,2013-01
195675.0,[85273390 97933022],['2014-08-01' '2014-08-01'],[5200 5200],2,5200.0,10400,2014-08,2014-08
359516.0,[100869161],['2015-05-01'],[20100],1,20100.0,20100,2015-05,2015-05
162908.0,[66086911],['2013-06-01'],[2900],1,2900.0,2900,2013-06,2013-06
425052.0,"[104468912 109176225 105267877 105268082 104469060 109176387 106519433
 107677454]","['2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-08-01' '2015-08-01']",[11500 11500 11500 20400 20400 20400 14800 14800],8,15662.5,125300,2015-07,2015-08
326755.0,[ 60964427  91810214 105317357 104868381],['2013-03-01' '2014-10-01' '2015-07-01' '2015-07-01'],[35000 50000 70000 70000],4,56250.0,225000,2013-03,2015-07
457827.0,[73369475],['2013-09-01'],[11500],1,11500.0,11500,2013-09,2013-09
130148.0,[73325726],['2013-09-01'],[144600],1,144600.0,144600,2013-09,2013-09
326763.0,[97939865],['2014-12-01'],[2800],1,2800.0,2800,2014-12,2014-12
228493.0,[67687455 86297921 91682891],['2013-07-01' '2014-08-01' '2014-08-01'],[ 10600 113400 113400],3,79133.33333333333,237400,2013-07,2014-08
228494.0,[75009823],['2014-01-01'],[7000],1,7000.0,7000,2014-01,2014-01
31888.0,[76444401 76444396],['2014-03-01' '2014-03-01'],[17800 19900],2,18850.0,37700,2014-03,2014-03
228496.0,[ 93699584 109046979 109047265],['2014-12-01' '2014-12-01' '2015-01-01'],[  3400   3400 202000],3,69600.0,208800,2014-12,2015-01
359575.0,[80324058],['2013-06-01'],[266600],1,266600.0,266600,2013-06,2013-06
162968.0,[101656127 104924727 105313913 104248429],['2015-05-01' '2015-07-01' '2015-07-01' '2015-07-01'],[56200  8500  8500  8500],4,20425.0,81700,2015-05,2015-07
31905.0,[108812943  97924705 107503345  97924702],['2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01'],[22590900 25980300 25980300 22590900],4,24285600.0,97142400,2015-03,2015-03
162979.0,[ 85064163 108772111],['2014-07-01' '2015-07-01'],[1534900   60000],2,797450.0,1594900,2014-07,2015-07
130213.0,[62015444 76438131],['2013-06-01' '2014-01-01'],[0 0],2,0.0,0,2013-06,2014-01
457902.0,[44499756],['2012-10-01'],[2200],1,2200.0,2200,2012-10,2012-10
195758.0,[62096409],['2013-05-01'],[34000],1,34000.0,34000,2013-05,2013-05
162990.0,[75066224],['2014-01-01'],[5500],1,5500.0,5500,2014-01,2014-01
326831.0,[83515453],['2014-06-01'],[3041500],1,3041500.0,3041500,2014-06,2014-06
261302.0,[106056800 110866150 108901124],['2015-08-01' '2015-08-01' '2015-08-01'],[50000 50000 50000],3,50000.0,150000,2015-08,2015-08
294077.0,[73353071],['2013-10-01'],[100],1,100.0,100,2013-10,2013-10
195778.0,[103893008],['2015-06-01'],[6039000],1,6039000.0,6039000,2015-06,2015-06
457923.0,[61912499],['2013-05-01'],[500],1,500.0,500,2013-05,2013-05
97478.0,[99047550],['2015-01-01'],[88300],1,88300.0,88300,2015-01,2015-01
130255.0,[ 44078925  94979670  99635331 101355960 102688848 102688851 101355966],"['2012-11-01' '2015-01-01' '2015-04-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01']",[10443700  1871200  1871200  2550300  2550300  5239900  5239900],7,4252357.142857143,29766500,2012-11,2015-05
64719.0,[ 98626675 104018109],['2015-03-01' '2015-07-01'],[15900 53400],2,34650.0,69300,2015-03,2015-07
294097.0,[76430370 79620033 92400331],['2014-02-01' '2014-02-01' '2014-02-01'],[116600 116600 116600],3,116600.0,349800,2014-02,2014-02
195795.0,[79553698 91762980],['2014-01-01' '2014-01-01'],[196300 196300],2,196300.0,392600,2014-01,2014-01
