EID,TYPECODE,FBDATE,SXENDDATE
456371,85053507,2015/1/1,
459769,220410,2014/7/1,
459769,73331972,2014/7/1,
474179,928469,2014/12/1,
474179,36567859,2014/12/1,
484573,210828,2014/7/1,
484573,79630073,2014/7/1,
515974,538228,2014/9/1,
525849,1130284,2015/1/1,
525849,92400371,2015/1/1,
4164,1092018,2015/1/1,
4164,95153443,2015/1/1,
49675,19651,2013/10/1,
49675,60357475,2013/10/1,
49675,700661466,2013/10/1,
62678,1534327,2015/5/1,
62678,96495029,2015/5/1,
78604,12187,2013/10/1,
78604,62099715,2013/10/1,
87086,1184206,2015/2/1,
87086,91746892,2015/2/1,
95668,132574,2014/4/1,
95668,72849547,2014/4/1,
97758,930357,2014/12/1,
119860,1734465,2015/6/1,
119860,91747406,2015/6/1,
135747,745878,2014/11/1,
135747,2206454,2015/8/1,
135747,89126781,2014/11/1,
135747,102353403,2015/8/1,
156884,2232122,2015/8/1,
156884,97766918,2015/8/1,
163770,1267648,2015/3/1,
163770,66067750,2015/3/1,
168440,650566,2014/11/1,
168440,1446219,2015/4/1,
168440,88351717,2014/11/1,
168440,61499629,2015/4/1,
237464,1512027,2015/4/1,
237464,96571513,2015/4/1,
241886,1036097,2015/1/1,
241886,66069745,2015/1/1,
245143,59663,2014/1/1,
245143,62185301,2014/1/1,
255086,61898,2014/1/1,
255086,61771,2014/1/1,
255086,61774,2014/1/1,
255086,61767,2014/1/1,
255086,62643,2014/1/1,
255086,62519,2014/1/1,
255086,62441,2014/1/1,
255086,62513,2014/1/1,
255086,62448,2014/1/1,
255086,62507,2014/1/1,
255086,62532,2014/1/1,
255086,62480,2014/1/1,
255086,62454,2014/1/1,
255086,62444,2014/1/1,
255086,62450,2014/1/1,
255086,61768,2014/1/1,
255086,61686,2014/1/1,
255086,61789,2014/1/1,
255086,61808,2014/1/1,
255086,61899,2014/1/1,
255086,61886,2014/1/1,
255086,61624,2014/1/1,
255086,61765,2014/1/1,
255086,61733,2014/1/1,
255086,61715,2014/1/1,
255086,61701,2014/1/1,
255086,61723,2014/1/1,
255086,61684,2014/1/1,
255086,61793,2014/1/1,
255086,61806,2014/1/1,
255086,61627,2014/1/1,
255086,61758,2014/1/1,
255086,61639,2014/1/1,
255086,61647,2014/1/1,
255086,61630,2014/1/1,
255086,61621,2014/1/1,
255086,61635,2014/1/1,
255086,61645,2014/1/1,
255086,61629,2014/1/1,
255086,61717,2014/1/1,
255086,61623,2014/1/1,
255086,62510,2014/1/1,
255086,62486,2014/1/1,
255086,62505,2014/1/1,
255086,62439,2014/1/1,
255086,62437,2014/1/1,
255086,62435,2014/1/1,
255086,62642,2014/1/1,
255086,62637,2014/1/1,
255086,62506,2014/1/1,
255086,62512,2014/1/1,
255086,62466,2014/1/1,
255086,62465,2014/1/1,
255086,61670,2014/1/1,
255086,62471,2014/1/1,
255086,61699,2014/1/1,
255086,61704,2014/1/1,
255086,61667,2014/1/1,
255086,61689,2014/1/1,
255086,61675,2014/1/1,
255086,61812,2014/1/1,
255086,61894,2014/1/1,
255086,61695,2014/1/1,
255086,61685,2014/1/1,
255086,61690,2014/1/1,
255086,61761,2014/1/1,
255086,61799,2014/1/1,
255086,61810,2014/1/1,
255086,61727,2014/1/1,
255086,61730,2014/1/1,
255086,61737,2014/1/1,
255086,61776,2014/1/1,
255086,61673,2014/1/1,
255086,61678,2014/1/1,
255086,61680,2014/1/1,
255086,61671,2014/1/1,
255086,61688,2014/1/1,
255086,61809,2014/1/1,
255086,61692,2014/1/1,
255086,61707,2014/1/1,
255086,61890,2014/1/1,
255086,61712,2014/1/1,
255086,61720,2014/1/1,
255086,59018,2014/1/1,
255086,59042,2014/1/1,
255086,59271,2014/1/1,
255086,59326,2014/1/1,
255086,59320,2014/1/1,
255086,59124,2014/1/1,
255086,59020,2014/1/1,
255086,59168,2014/1/1,
255086,59158,2014/1/1,
255086,59127,2014/1/1,
255086,59047,2014/1/1,
255086,59149,2014/1/1,
255086,59024,2014/1/1,
255086,59014,2014/1/1,
255086,59036,2014/1/1,
255086,59051,2014/1/1,
255086,59354,2014/1/1,
255086,59337,2014/1/1,
255086,59344,2014/1/1,
255086,59096,2014/1/1,
255086,59342,2014/1/1,
255086,59103,2014/1/1,
255086,59189,2014/1/1,
255086,59248,2014/1/1,
255086,59359,2014/1/1,
255086,59227,2014/1/1,
255086,59377,2014/1/1,
255086,59374,2014/1/1,
255086,59366,2014/1/1,
255086,59253,2014/1/1,
255086,59233,2014/1/1,
255086,59398,2014/1/1,
255086,59386,2014/1/1,
255086,59329,2014/1/1,
255086,59091,2014/1/1,
255086,59066,2014/1/1,
255086,59106,2014/1/1,
255086,59206,2014/1/1,
255086,59284,2014/1/1,
255086,59334,2014/1/1,
255086,59080,2014/1/1,
255086,59259,2014/1/1,
255086,59278,2014/1/1,
255086,59301,2014/1/1,
255086,59033,2014/1/1,
255086,59134,2014/1/1,
255086,59114,2014/1/1,
255086,59137,2014/1/1,
255086,59118,2014/1/1,
255086,59110,2014/1/1,
255086,59221,2014/1/1,
255086,59199,2014/1/1,
255086,59266,2014/1/1,
255086,59130,2014/1/1,
255086,59087,2014/1/1,
255086,59062,2014/1/1,
255086,59143,2014/1/1,
255086,59073,2014/1/1,
255086,59241,2014/1/1,
255086,59216,2014/1/1,
255086,59313,2014/1/1,
255086,56119,2014/1/1,
255086,56142,2014/1/1,
255086,56147,2014/1/1,
255086,56123,2014/1/1,
255086,56139,2014/1/1,
255086,56238,2014/1/1,
255086,56154,2014/1/1,
255086,56136,2014/1/1,
255086,59057,2014/1/1,
255086,199751,2014/7/1,
255086,54955,2014/1/1,
255086,54959,2014/1/1,
255086,54925,2014/1/1,
255086,54921,2014/1/1,
255086,54957,2014/1/1,
255086,54942,2014/1/1,
255086,54980,2014/1/1,
255086,54939,2014/1/1,
255086,54950,2014/1/1,
255086,54947,2014/1/1,
255086,54962,2014/1/1,
255086,54974,2014/1/1,
255086,54936,2014/1/1,
255086,54945,2014/1/1,
255086,54966,2014/1/1,
255086,54970,2014/1/1,
255086,62468,2014/1/1,
255086,1941828,2015/7/1,
255086,44073666,2014/7/1,
255086,39584831,2014/1/1,
255086,98907929,2015/7/1,
255086,60625658,2014/1/1,
255086,60615762,2014/1/1,
255086,37553151,2014/1/1,
255086,37551167,2014/1/1,
255086,37532033,2014/1/1,
269490,328415,2014/8/1,
269490,60811633,2014/8/1,
276647,220298,2014/8/1,
276647,30516880,2014/8/1,
283447,174297,2014/6/1,
283447,67558250,2014/6/1,
296917,217511,2014/8/1,
296917,217516,2014/8/1,
296917,217519,2014/8/1,
296917,217517,2014/8/1,
296917,217585,2014/8/1,
331977,210819,2014/7/1,
331977,79629918,2014/7/1,
342578,172854,2014/6/1,
342578,18390353,2014/6/1,
377799,194927,2014/7/1,
377799,38100634,2014/7/1,
381069,866764,2014/12/1,
385889,162412,2014/6/1,
391634,210753,2014/7/1,
391634,73391830,2014/7/1,
393927,1390901,2015/4/1,
401922,911577,2014/12/1,
401922,66017152,2014/12/1,
411771,1164139,2015/1/1,
411771,96004603,2015/1/1,
412650,3969,2013/10/1,
412650,44294771,2013/10/1,
421084,1544528,2015/5/1,
435007,740435,2014/11/1,
435007,909418,2014/12/1,
435007,259801,2014/9/1,
435007,155597,2014/6/1,
435007,18371,2013/10/1,
435007,87441894,2014/11/1,
435007,66084289,2014/9/1,
435007,66080998,2014/12/1,
435007,66034964,2013/10/1,
435007,79291868,2014/6/1,
447278,12677,2013/10/1,
447278,66084512,2013/10/1,
463179,215863,2014/8/1,2015/7/1
463179,207428,2014/8/1,2015/7/1
468333,1118233,2015/3/1,
468333,66066519,2015/3/1,
473462,1357320,2015/3/1,
496593,217845,2014/7/1,
496593,80331180,2014/7/1,
503838,1118229,2015/3/1,2015/7/1
523132,199731,2014/8/1,
523132,199728,2014/8/1,
523132,199727,2014/8/1,
523132,9602630,2014/8/1,
523132,9601766,2014/8/1,
523132,9601372,2014/8/1,
3615,2152272,2015/8/1,
6103,1140051,2015/1/1,
6103,39525799,2015/1/1,
12489,218729,2014/7/1,
12489,73331103,2014/7/1,
22008,1386980,2015/4/1,
35863,230535,2014/7/1,
35863,230536,2014/7/1,
54693,2247747,2015/8/1,
54693,96485998,2015/8/1,
82759,222673,2014/7/1,
82759,218667,2014/8/1,
82759,218883,2014/8/1,
82759,217203,2015/8/1,
82759,9276260,2014/7/1,
82759,79279759,2015/8/1,
82759,14168229,2014/8/1,
82759,10904045,2014/8/1,
91522,825327,2014/12/1,
91522,484594,2014/9/1,
91522,988459,2015/1/1,
91522,1254056,2015/3/1,
91522,1254048,2015/3/1,
91522,72806532,2015/1/1,
91522,80073972,2015/3/1,
91522,91746413,2014/12/1,
91522,85062317,2014/9/1,
100884,1006975,2015/1/1,
100884,91742761,2015/1/1,
115213,1190864,2015/2/1,
115213,2083237,2015/7/1,
115213,96512535,2015/7/1,
115213,96512533,2015/2/1,
135209,1765800,2015/6/1,
136146,570438,2014/9/1,
136146,79556353,2014/9/1,
138409,183649,2014/6/1,
138409,1097525,2015/1/1,
138409,1098213,2015/1/1,
138409,1099592,2015/1/1,
138409,1099166,2015/1/1,
138409,1095041,2015/1/1,
138409,1099416,2015/1/1,
138409,1099143,2015/1/1,
138409,1094873,2015/1/1,
138409,1094647,2015/1/1,
138409,60088534,2015/1/1,
138409,30888365,2015/1/1,
138409,33660443,2015/1/1,
138409,30946186,2014/6/1,
138409,19411242,2015/1/1,
138409,60953457,2015/1/1,
138409,60287144,2015/1/1,
138409,60497588,2015/1/1,
138409,61484219,2015/1/1,
138409,21191264,2015/1/1,
144321,10207,2013/10/1,2015/7/1
144321,2070038,2015/7/1,
154574,786634,2014/12/1,
154574,699892,2014/11/1,
154574,162561,2014/6/1,
154574,170870,2014/9/1,
154574,1127730,2015/1/1,
154574,1908169,2015/7/1,
154574,2305812,2015/8/1,
154574,91894404,2015/1/1,
154574,96486631,2015/7/1,
154574,61430866,2014/11/1,
154574,62078048,2014/12/1,
161705,218909,2014/8/1,
161705,192311,2014/8/1,
161705,192369,2014/8/1,
161705,205934,2014/8/1,
161705,23333606,2014/8/1,
173367,1178677,2015/2/1,
180965,1249735,2015/5/1,
180965,66083165,2015/5/1,
186212,228261,2014/7/1,
186212,61126330,2014/7/1,
204564,217505,2014/8/1,
204564,217496,2014/8/1,
204564,217490,2014/8/1,
204564,217493,2014/8/1,
204564,206416,2014/8/1,
204564,217987,2014/8/1,
204564,217499,2014/8/1,
204564,72827173,2014/8/1,
228835,173718,2014/6/1,
228835,1491313,2015/4/1,
228835,1497160,2015/4/1,
228835,33924358,2015/4/1,
228835,32463325,2015/4/1,
228835,30843816,2014/6/1,
250753,1675242,2015/5/1,
250753,60055094,2015/5/1,
257376,520062,2014/9/1,
257376,85274149,2014/9/1,
271198,1183847,2015/2/1,
271198,81327684,2015/2/1,
278041,167944,2014/6/1,
278041,33118900,2014/6/1,
283119,844464,2014/12/1,
283119,2203270,2015/8/1,
283119,96995100,2015/8/1,
283119,91741839,2014/12/1,
291771,2187581,2015/8/1,
296262,166448,2014/6/1,
296262,61091373,2014/6/1,
299270,162305,2014/6/1,
299270,80408389,2014/6/1,
305828,622587,2014/10/1,
305828,42183167,2014/10/1,
315038,188872,2014/6/1,
318390,779070,2014/12/1,
318390,76576838,2014/12/1,
320659,1054574,2015/3/1,
320659,66014600,2015/3/1,
326650,139854,2014/5/1,
326650,17062,2013/10/1,
326650,1623631,2015/5/1,
326650,2051792,2015/7/1,
326650,100523100,2015/5/1,
326650,73349619,2014/5/1,
326650,60535476,2013/10/1,
326650,103705687,2015/7/1,
367527,239615,2014/8/1,
367527,68732394,2014/8/1,
372836,929324,2014/12/1,
372836,66068146,2014/12/1,
386504,503915,2014/9/1,
386504,503906,2014/9/1,
402485,936972,2014/12/1,
402485,13926009,2014/12/1,
434196,218777,2014/7/1,
434196,73332656,2014/7/1,
447197,1094821,2015/3/1,
447197,1633628,2015/5/1,
447197,66056932,2015/3/1,
447197,99971921,2015/5/1,
452797,2131058,2015/8/1,
453996,1251812,2015/3/1,
453996,79631773,2015/3/1,
495897,745374,2014/11/1,2015/7/1
495897,1059349,2015/1/1,
495897,1615787,2015/5/1,
495897,96501552,2015/5/1,
495897,91746942,2015/1/1,
497900,1054417,2015/3/1,
497900,66010069,2015/3/1,
515433,2120276,2015/7/1,
515433,104248636,2015/7/1,
13487,911854,2014/12/1,
13487,65999017,2014/12/1,
27029,1136470,2015/1/1,
27029,40880839,2015/1/1,
49426,1241990,2015/3/1,
49426,96995052,2015/3/1,
82125,993459,2015/1/1,
82125,39424626,2015/1/1,
91356,139692,2014/5/1,
91356,76430071,2014/5/1,
127808,99862,2014/12/1,
127808,1243687,2015/3/1,
127808,1457328,2015/4/1,
127808,2099925,2015/7/1,
127808,68745301,2015/7/1,
127808,81333289,2015/3/1,
127808,96511939,2015/4/1,
141467,911677,2014/12/1,
146916,1269370,2015/3/1,
146916,66076164,2015/3/1,
212638,203106,2014/7/1,
212638,80056775,2014/7/1,
214586,1275605,2015/3/1,
214586,66032664,2015/3/1,
221964,1621949,2015/5/1,
221964,93818257,2015/5/1,
224726,959050,2015/1/1,2015/7/1
239704,1003121,2015/1/1,
239704,34305967,2015/1/1,
242603,1868213,2015/6/1,
242603,103030967,2015/6/1,
257579,9069,2013/10/1,
257579,66171177,2013/10/1,
259242,188880,2014/6/1,
259242,72838255,2014/6/1,
261856,766775,2014/11/1,
261856,895950,2014/12/1,
261856,330011,2014/8/1,
261856,83572652,2014/11/1,
261856,83519318,2014/12/1,
261856,79307722,2014/8/1,
271867,778047,2014/12/1,
271867,910353,2015/3/1,
271867,66081238,2015/3/1,
273729,1513084,2015/4/1,
273729,96503372,2015/4/1,
274142,705298,2014/11/1,
274142,705299,2014/11/1,
274142,1773902,2015/6/1,
286278,1636186,2015/5/1,
286278,91707079,2015/5/1,
288599,652860,2014/11/1,
299449,201691,2014/11/1,
333237,1248135,2015/3/1,
333237,1246414,2015/3/1,
333237,66086641,2015/3/1,
333237,66086669,2015/3/1,
338651,1270611,2015/3/1,
338651,1084261,2015/1/1,
338651,1270061,2015/3/1,
338651,1249372,2015/3/1,
340291,1275487,2015/3/1,
340291,66029499,2015/3/1,
341477,1251860,2015/3/1,2015/7/1
352124,5874,2013/10/1,
352124,60754948,2013/10/1,
358539,2341496,2015/8/1,
358539,104247863,2015/8/1,
375142,1343140,2015/3/1,2015/7/1
375142,1668403,2015/5/1,
397026,210407,2014/7/1,
427228,2161143,2015/8/1,
427228,100871063,2015/8/1,
429700,195221,2014/6/1,
429700,79322341,2014/6/1,
449468,708979,2014/11/1,2015/7/1
465051,816849,2014/12/1,
465051,198615,2014/6/1,
465051,2302533,2015/8/1,
465051,2302536,2015/8/1,
479352,1581064,2015/5/1,
479352,27891121,2015/5/1,
497615,822908,2014/12/1,
497615,1026019,2015/1/1,
500794,1457419,2015/4/1,
513217,2084387,2015/7/1,
19744,198519,2014/6/1,
19744,120221,2014/4/1,
19744,66071858,2014/4/1,
19744,79323194,2014/6/1,
19890,499179,2014/9/1,
19890,323283,2014/8/1,
19890,1561424,2015/5/1,
19890,84416903,2014/9/1,
19890,64906526,2014/8/1,
24132,335743,2014/9/1,
24132,229800,2014/8/1,
24132,80317601,2014/8/1,
24132,85050378,2014/9/1,
26743,1407775,2015/4/1,
26743,91709496,2015/4/1,
34059,181932,2014/6/1,
34059,68741150,2014/6/1,
51030,2148424,2015/8/1,
51030,44055010,2015/8/1,
67697,1123996,2015/1/1,
67697,32658105,2015/1/1,
68006,338105,2014/8/1,
68006,80131551,2014/8/1,
77722,217261,2014/8/1,
78595,2103680,2015/7/1,
78595,96485769,2015/7/1,
93417,170146,2014/6/1,
93417,181544,2014/6/1,
93417,170665,2014/6/1,
93417,18995874,2014/6/1,
95095,1251318,2015/3/1,
95095,85076645,2015/3/1,
102700,1593985,2015/5/1,
102700,1594008,2015/5/1,
102700,1594030,2015/5/1,
102700,96512145,2015/5/1,
102700,96512129,2015/5/1,
102700,96512413,2015/5/1,
136020,205084,2014/7/1,
151440,3766,2013/10/1,
151440,2210993,2015/8/1,
151440,99078779,2015/8/1,
151440,60533962,2013/10/1,
169590,930255,2014/12/1,
170481,184209,2014/6/1,
170481,38057190,2014/6/1,
186946,1037152,2015/1/1,
186946,66015208,2015/1/1,
200280,1984060,2015/7/1,
200280,99418710,2015/7/1,
209126,18110,2013/10/1,
209126,66054395,2013/10/1,
227034,1274488,2015/3/1,
227034,2206688,2015/8/1,
227034,2206485,2015/8/1,
227034,97121620,2015/3/1,
243549,1728181,2015/6/1,
243549,73349299,2015/6/1,
244846,612220,2014/10/1,
244846,81303261,2014/10/1,
247562,1175493,2015/3/1,
247562,1968797,2015/7/1,
247562,100467539,2015/7/1,
247562,60659695,2015/3/1,
258561,151504,2014/5/1,
258561,75067331,2014/5/1,
263499,177125,2014/7/1,
263499,164867,2014/6/1,
263499,80408542,2014/7/1,
263499,79516497,2014/6/1,
273874,1094777,2015/1/1,
273874,19370161,2015/1/1,
285826,1243798,2015/3/1,2015/7/1
285826,1473246,2015/4/1,
285826,91782669,2015/4/1,
312081,1202505,2015/2/1,
312081,96484679,2015/2/1,
320666,2088342,2015/7/1,
320666,104414395,2015/7/1,
323988,172692,2014/6/1,
328381,333576,2014/11/1,
328381,79570169,2014/11/1,
329535,747968,2014/12/1,
329535,83508820,2014/12/1,
332082,226435,2014/8/1,
332082,2231694,2015/8/1,
332082,104196377,2015/8/1,
335159,1233967,2015/3/1,
336615,608156,2014/10/1,2015/7/1
348813,10093,2013/10/1,
348813,60718739,2013/10/1,
356824,2304924,2015/8/1,
356824,93535354,2015/8/1,
367070,1583688,2015/5/1,
367070,98100754,2015/5/1,
368792,1218701,2015/2/1,
368792,96514567,2015/2/1,
401078,1053108,2015/3/1,
401482,2153462,2015/8/1,
401482,96499835,2015/8/1,
405460,1768474,2015/6/1,
414283,1448158,2015/4/1,
414283,1778641,2015/6/1,
414283,97109701,2015/4/1,
414283,61037801,2015/6/1,
426955,1657039,2015/5/1,
426955,93700539,2015/5/1,
441417,1768828,2015/6/1,
441417,1768808,2015/6/1,
441417,1804207,2015/6/1,
441417,1804253,2015/6/1,
441417,42960243,2015/6/1,
441417,42960134,2015/6/1,
441417,43270651,2015/6/1,
441417,43270861,2015/6/1,
464287,990974,2015/1/1,2015/7/1
464287,1173894,2015/2/1,2015/7/1
464287,1432111,2015/4/1,
464287,1652125,2015/5/1,
464287,1712099,2015/6/1,
464287,1695569,2015/5/1,
464287,1695944,2015/5/1,
464287,1683081,2015/5/1,
464287,1879109,2015/7/1,
464287,2298641,2015/8/1,
464287,106260203,2015/8/1,
482009,900319,2014/12/1,
496873,1274602,2015/3/1,
499635,1247799,2015/3/1,
501089,1533096,2015/5/1,
501089,98909466,2015/5/1,
508114,906837,2014/12/1,2015/7/1
1152,2122405,2015/7/1,
1445,2029235,2015/7/1,
16523,895958,2014/12/1,
16523,83486736,2014/12/1,
17131,1521736,2015/4/1,
17131,97791567,2015/4/1,
27864,991793,2015/1/1,
27864,91668480,2015/1/1,
41865,651617,2014/11/1,
41865,88400979,2014/11/1,
56355,161814,2014/6/1,
58140,246043,2014/8/1,
58140,1387923,2015/4/1,
58140,99084407,2015/4/1,
58140,23881489,2014/8/1,
68591,218611,2014/8/1,
74982,203273,2014/7/1,
82240,56177,2014/2/1,
82240,218089,2014/7/1,
82240,70657797,2014/2/1,
82240,79286627,2014/7/1,
84942,1096630,2015/1/1,
84942,163552,2014/6/1,
84942,33516362,2014/6/1,
84942,39700452,2015/1/1,
90909,1878069,2015/7/1,
90909,97883836,2015/7/1,
91810,1597561,2015/5/1,
91810,96972279,2015/5/1,
96503,200638,2014/7/1,
96503,81341470,2014/7/1,
99004,194763,2014/6/1,
99004,44112529,2014/6/1,
128128,1099964,2015/1/1,
128128,23857347,2015/1/1,
153074,1172259,2015/2/1,
160961,251408,2014/8/1,2015/7/1
164533,529435,2014/9/1,
165079,182851,2014/6/1,
165079,134585,2014/5/1,
165079,1136938,2015/1/1,
165079,1294074,2015/5/1,
165079,75076441,2014/5/1,
165079,98100968,2015/5/1,
165079,80322335,2014/6/1,
165079,22564926,2015/1/1,
191620,929009,2014/12/1,
191620,40821993,2014/12/1,
194955,218180,2014/8/1,
194955,206545,2014/8/1,
194955,30115355,2014/8/1,
204923,233302,2014/8/1,
204923,186962,2014/6/1,
204923,199287,2014/7/1,
204923,80299156,2014/6/1,
205081,178700,2014/6/1,
205081,178699,2014/6/1,
205081,13200,2013/10/1,
205081,17520533,2014/6/1,
226688,1246762,2015/3/1,
226688,67910626,2015/3/1,
231844,182599,2014/6/1,
258599,61709,2014/1/1,
258599,27797332,2014/1/1,
269838,686365,2014/11/1,
269838,61373867,2014/11/1,
341470,911585,2014/12/1,
341470,1731586,2015/6/1,
341470,66017138,2014/12/1,
341470,40538298,2015/6/1,
362646,203058,2014/7/1,
399157,1408679,2015/4/1,
399157,80303497,2015/4/1,
404320,182622,2014/6/1,
404320,61610083,2014/6/1,
407475,186093,2014/7/1,
407475,73358593,2014/7/1,
441216,2094147,2015/7/1,
441216,97824758,2015/7/1,
493952,1208571,2015/2/1,
493952,96520446,2015/2/1,
494324,2236360,2015/8/1,
506955,1008286,2015/1/1,
518487,1363224,2015/3/1,2015/7/1
6525,1270646,2015/3/1,
6525,66070646,2015/3/1,
11705,1308788,2015/3/1,
11705,13794587,2015/3/1,
23768,541263,2014/10/1,
23768,73391841,2014/10/1,
29604,562454,2014/9/1,
29604,1921940,2015/6/1,
29604,80154382,2014/9/1,
29604,99915497,2015/6/1,
32789,1050698,2015/3/1,
32789,65979281,2015/3/1,
77921,903646,2014/12/1,
77921,66054970,2014/12/1,
81653,1186171,2015/2/1,
81653,1251844,2015/3/1,
81653,91673801,2015/2/1,
81653,85076674,2015/3/1,
99785,1167085,2015/2/1,2015/7/1
115351,1657270,2015/5/1,
116003,983585,2015/1/1,
127476,185102,2014/6/1,
127476,1751930,2015/6/1,
127476,88405147,2015/6/1,
127476,61125889,2014/6/1,
132697,2029223,2015/7/1,
132697,103893459,2015/7/1,
147482,1136988,2015/1/1,2015/7/1
161976,2179819,2015/8/1,
164796,1497060,2015/4/1,
164796,33808754,2015/4/1,
202934,203951,2014/7/1,
202934,185447,2014/6/1,
202934,163302,2014/6/1,
202934,171266,2014/6/1,
202934,1099264,2015/1/1,
202934,1096566,2015/1/1,
202934,1096061,2015/1/1,
202934,1446142,2015/4/1,
202934,1497178,2015/4/1,
202934,19622735,2014/6/1,
202934,35983278,2015/1/1,
202934,33214745,2014/6/1,
202934,33922897,2015/4/1,
202934,73356715,2015/4/1,
202934,22668560,2015/1/1,
202934,36282728,2014/7/1,
202934,60033418,2014/6/1,
202934,29050593,2015/1/1,
207760,251210,2014/8/1,
207760,80108996,2014/8/1,
209704,914184,2014/12/1,
209704,1112598,2015/1/1,
209704,1250736,2015/3/1,
209704,1278621,2015/3/1,
209704,1446898,2015/4/1,
209704,1464417,2015/4/1,
209704,1464339,2015/4/1,
209704,1624858,2015/5/1,
209704,1930495,2015/7/1,
209704,2083619,2015/7/1,
209704,97994855,2015/3/1,
209704,91872841,2015/1/1,
209704,91646003,2014/12/1,
209704,93818741,2015/3/1,
209704,93537840,2015/5/1,
209704,99047839,2015/4/1,
209704,96515944,2015/4/1,
209704,96509188,2015/4/1,
209704,96499499,2015/7/1,
209704,97966121,2015/7/1,
242731,2335003,2015/8/1,
242731,105604989,2015/8/1,
244743,180783,2014/6/1,
244743,30785463,2014/6/1,
246451,740446,2014/11/1,
246451,87442111,2014/11/1,
267755,1622508,2015/5/1,
267755,97939719,2015/5/1,
292480,1098459,2015/1/1,
292480,61473800,2015/1/1,
297586,492610,2014/9/1,
297586,83521547,2014/9/1,
315636,1544603,2015/5/1,
315636,91745553,2015/5/1,
340629,1254502,2015/3/1,
340629,66051254,2015/3/1,
353779,215399,2014/8/1,
353779,206618,2014/8/1,
355051,2144333,2015/7/1,
355051,103423790,2015/7/1,
360476,2299353,2015/8/1,
376460,1099667,2015/1/1,
376460,41032652,2015/1/1,
395468,607794,2014/10/1,
395468,79310276,2014/10/1,
397402,1678556,2015/5/1,
397402,80147922,2015/5/1,
408938,1587266,2015/5/1,
421329,1568376,2015/5/1,
421329,96485957,2015/5/1,
424319,921889,2014/12/1,
446138,891423,2014/12/1,
446138,92564132,2014/12/1,
460609,651551,2014/11/1,2015/7/1
465431,1084841,2015/1/1,
465431,66054513,2015/1/1,
466007,1254431,2015/3/1,
466007,20087,2013/10/1,
466007,38065041,2015/3/1,
466007,23735958,2013/10/1,
505302,187004,2014/6/1,2015/7/1
