"EID","WZCODE","RECRNUM","RECDATE"
"195045","ZP03","","2014-09"
"516859","ZP02","","2014-12"
"239518","ZP02","","2014-11"
"54562","ZP03","","2014-09"
"496027","ZP01","","2014-09"
"126063","ZP01","","2014-12"
"365303","ZP02","","2014-10"
"132492","ZP01","","2014-10"
"482204","ZP03","","2014-11"
"273712","ZP01","","2014-11"
"392368","ZP02","","2014-10"
"75259","ZP01","","2014-10"
"150552","ZP03","","2014-12"
"366897","ZP01","","2014-12"
"455719","ZP02","","2014-12"
"449789","ZP03","","2014-12"
"208166","ZP02","","2014-12"
"354182","ZP02","","2014-11"
"10595","ZP01","","2014-10"
"421967","ZP03","","2014-10"
"454061","ZP02","","2014-12"
"196176","ZP03","","2014-12"
"336932","ZP01","","2014-12"
"349935","ZP02","","2014-10"
"283165","ZP01","","2014-10"
"455927","ZP03","","2014-09"
"189845","ZP02","","2014-10"
"157411","ZP03","","2014-11"
"120765","ZP01","","2014-11"
"46709","ZP02","","2014-09"
"485257","ZP02","","2014-09"
"65093","ZP03","","2014-12"
"269039","ZP02","","2014-11"
"84702","ZP02","","2014-09"
"362571","ZP03","","2014-09"
"247044","ZP03","","2014-10"
"350659","ZP02","","2014-09"
"413170","ZP01","","2014-10"
"452474","ZP03","","2014-09"
"331529","ZP03","","2014-09"
"391696","ZP01","","2014-11"
"11575","ZP03","","2014-10"
"496516","ZP01","","2014-10"
"9559","ZP03","","2014-09"
"394129","ZP03","","2014-12"
"62321","ZP01","","2014-11"
"29051","ZP02","","2014-11"
"398200","ZP03","","2014-11"
"426342","ZP02","","2014-12"
"477206","ZP03","","2014-12"
"518226","ZP01","","2014-12"
"410313","ZP01","","2014-12"
"346278","ZP01","","2014-09"
"495978","ZP03","","2014-11"
"243727","ZP02","","2014-10"
"305813","ZP03","","2014-11"
"99961","ZP02","","2014-12"
"110736","ZP01","","2014-10"
"209331","ZP01","","2014-11"
"39482","ZP02","","2014-09"
"309021","ZP03","","2014-12"
"176438","ZP03","","2014-12"
"166546","ZP02","","2014-12"
"287346","ZP01","","2014-10"
"435244","ZP02","","2014-10"
"339703","ZP02","","2014-09"
"371254","ZP02","","2014-09"
"226865","ZP01","","2014-11"
"64464","ZP01","","2014-10"
"59718","ZP01","","2014-10"
"519501","ZP02","","2014-12"
"34732","ZP01","","2014-12"
"512235","ZP02","","2014-09"
"456829","ZP02","","2014-09"
"115314","ZP02","","2014-11"
"154353","ZP01","","2014-11"
"11796","ZP02","","2014-09"
"54074","ZP03","","2014-10"
"56355","ZP02","","2014-11"
"153520","ZP01","","2014-11"
"526090","ZP03","","2014-12"
"218023","ZP03","","2014-09"
"78809","ZP03","","2014-09"
"487204","ZP02","","2014-10"
"344008","ZP02","","2014-12"
"64419","ZP03","","2014-09"
"322630","ZP02","","2014-09"
"27436","ZP03","","2014-12"
"259653","ZP01","","2014-09"
"418198","ZP03","","2014-12"
"315218","ZP01","","2014-11"
"271467","ZP02","","2014-10"
"241014","ZP03","","2014-12"
"338917","ZP01","","2014-10"
"350094","ZP01","","2014-11"
"158382","ZP01","","2014-10"
"274771","ZP01","","2014-10"
"458880","ZP03","","2014-10"
"41134","ZP02","","2014-11"
"474003","ZP03","","2014-11"
"495918","ZP02","","2014-10"
"477672","ZP01","","2014-10"
"214893","ZP01","","2014-09"
"467683","ZP02","","2014-09"
"53524","ZP03","","2014-12"
"79489","ZP01","","2014-11"
"410931","ZP01","","2014-10"
"435940","ZP03","","2014-12"
"133693","ZP01","","2014-10"
"246102","ZP02","","2014-12"
"34309","ZP03","","2014-09"
"105957","ZP01","","2014-12"
"294689","ZP03","","2014-10"
"169476","ZP02","","2014-11"
"214766","ZP02","","2014-09"
"238116","ZP01","","2014-11"
"346536","ZP02","","2014-09"
"276280","ZP01","","2014-11"
"109504","ZP03","","2014-11"
"163650","ZP02","","2014-09"
"509426","ZP01","","2014-10"
"265449","ZP02","","2014-09"
"322836","ZP02","","2014-11"
"86710","ZP02","","2014-10"
"378122","ZP03","","2014-12"
"405755","ZP01","","2014-11"
"248697","ZP02","","2014-10"
"200209","ZP01","","2014-11"
"418974","ZP02","","2014-11"
"96620","ZP01","","2014-11"
"239731","ZP02","","2014-12"
"109350","ZP02","","2014-12"
"344480","ZP03","","2014-10"
"119115","ZP03","","2014-11"
"446067","ZP01","","2014-10"
"43633","ZP01","","2014-11"
"164098","ZP01","","2014-10"
"110261","ZP02","","2014-11"
"52936","ZP03","","2014-09"
"382945","ZP01","","2014-12"
"164899","ZP01","","2014-12"
"516163","ZP03","","2014-12"
"88621","ZP02","","2014-09"
"421747","ZP02","","2014-09"
"257495","ZP01","","2014-12"
"273213","ZP03","","2014-10"
"452249","ZP03","","2014-09"
"170083","ZP01","","2014-10"
"24809","ZP03","","2014-11"
"294741","ZP02","","2014-11"
"185346","ZP02","","2014-09"
"73916","ZP01","","2014-10"
"413960","ZP02","","2014-10"
"331107","ZP01","","2014-12"
"213125","ZP01","","2014-12"
"3702","ZP02","","2014-11"
"35167","ZP03","","2014-10"
"499196","ZP01","","2014-11"
"371564","ZP03","","2014-11"
"367939","ZP02","","2014-12"
"61083","ZP03","","2014-12"
"425298","ZP01","","2014-11"
"11760","ZP03","","2014-12"
"362614","ZP01","","2014-11"
"197500","ZP01","","2014-10"
"15389","ZP03","","2014-12"
"149031","ZP01","","2014-10"
"426252","ZP02","","2014-11"
"47471","ZP01","","2014-09"
"211740","ZP03","","2014-11"
"52231","ZP01","","2014-09"
"184960","ZP01","","2014-12"
"346162","ZP03","","2014-12"
"416190","ZP02","","2014-12"
"525197","ZP01","","2014-09"
"349364","ZP02","","2014-10"
"25515","ZP02","","2014-10"
"197180","ZP03","","2014-10"
"222955","ZP02","","2014-12"
"497542","ZP03","","2014-12"
"218027","ZP01","","2014-12"
"219599","ZP02","","2014-12"
"114675","ZP02","","2014-09"
"278171","ZP01","","2014-12"
"7939","ZP02","","2014-12"
"444563","ZP01","","2014-11"
"290416","ZP01","","2014-11"
"278092","ZP02","","2014-11"
"156573","ZP03","","2014-11"
"376368","ZP01","","2014-11"
"27756","ZP03","","2014-10"
"491695","ZP01","","2014-11"
"247106","ZP01","","2014-10"
"43936","ZP02","","2014-09"
"283239","ZP03","","2014-10"
"16714","ZP02","","2014-11"
"106251","ZP01","","2014-12"
"459940","ZP02","","2014-12"
"12223","ZP02","","2014-11"
"459959","ZP01","","2014-11"
"441348","ZP03","","2014-11"
"3028","ZP02","","2014-12"
"353230","ZP02","","2014-10"
"494403","ZP01","","2014-10"
"203761","ZP02","","2014-11"
"250846","ZP01","","2014-12"
"4583","ZP01","","2014-10"
"98490","ZP02","","2014-11"
"307727","ZP02","","2014-11"
"475650","ZP03","","2014-09"
"248957","ZP02","","2014-11"
"120513","ZP01","","2014-11"
"183289","ZP01","","2014-10"
"278216","ZP01","","2014-11"
"180280","ZP02","","2014-10"
"280650","ZP02","","2014-09"
"199125","ZP03","","2014-12"
"180102","ZP02","","2014-12"
"248080","ZP02","","2014-12"
"178449","ZP03","","2014-10"
"373839","ZP02","","2014-12"
"122266","ZP03","","2014-09"
"282438","ZP03","","2014-09"
"416412","ZP02","","2014-09"
"326192","ZP03","","2014-09"
"64170","ZP01","","2014-11"
"523707","ZP01","","2014-11"
"390106","ZP03","","2014-11"
"365542","ZP02","","2014-11"
"14062","ZP03","","2014-09"
"95540","ZP03","","2014-09"
"336848","ZP01","","2014-10"
"409571","ZP03","","2014-10"
"475823","ZP01","","2014-09"
"294082","ZP03","","2014-11"
"33382","ZP03","","2014-12"
"521405","ZP01","","2014-11"
"431056","ZP02","","2014-11"
"324270","ZP03","","2014-11"
"40528","ZP01","","2014-11"
"413771","ZP01","","2014-09"
"417820","ZP02","","2014-11"
"48618","ZP02","","2014-12"
"277813","ZP01","","2014-10"
"353370","ZP02","","2014-09"
"337511","ZP02","","2014-12"
"61487","ZP02","","2014-10"
"52374","ZP01","","2014-10"
"401135","ZP02","","2014-10"
"372377","ZP01","","2014-12"
"163958","ZP01","","2014-11"
"471555","ZP03","","2014-11"
"214279","ZP03","","2014-12"
"378803","ZP01","","2014-10"
"87341","ZP03","","2014-09"
"205166","ZP01","","2014-11"
"247333","ZP02","","2014-09"
"374773","ZP01","","2014-10"
"252684","ZP03","","2014-12"
"75723","ZP01","","2014-10"
"261766","ZP01","","2014-10"
"37490","ZP01","","2014-12"
"76333","ZP01","","2014-09"
"400852","ZP02","","2014-12"
"60772","ZP01","","2014-10"
"162710","ZP03","","2014-09"
"511645","ZP01","","2014-11"
"193094","ZP02","","2014-11"
"259656","ZP01","","2014-10"
"39658","ZP03","","2014-11"
"365466","ZP03","","2014-12"
"239473","ZP02","","2014-10"
"289742","ZP01","","2014-10"
"302683","ZP01","","2014-09"
"371588","ZP03","","2014-12"
"428109","ZP02","","2014-12"
"491470","ZP03","","2014-10"
"27206","ZP03","","2014-12"
"7601","ZP03","","2014-12"
"406937","ZP01","","2014-10"
"168297","ZP02","","2014-12"
"162664","ZP02","","2014-10"
"104660","ZP02","","2014-09"
"189895","ZP01","","2014-11"
"182312","ZP02","","2014-10"
"522463","ZP03","","2014-12"
"486517","ZP01","","2014-09"
"413401","ZP03","","2014-10"
"287920","ZP03","","2014-12"
"277237","ZP03","","2014-09"
"395158","ZP02","","2014-09"
"402982","ZP03","","2014-10"
"186246","ZP02","","2014-12"
"422794","ZP02","","2014-12"
"494943","ZP01","","2014-09"
"216886","ZP02","","2014-10"
"63240","ZP02","","2014-10"
"457068","ZP02","","2014-10"
"126614","ZP02","","2014-11"
"29799","ZP02","","2014-11"
"117380","ZP02","","2014-12"
"118262","ZP02","","2014-09"
"51261","ZP02","","2014-12"
"475717","ZP02","","2014-09"
"298970","ZP01","","2014-10"
"228105","ZP01","","2014-10"
"351618","ZP01","","2014-11"
"420257","ZP03","","2014-11"
"205147","ZP02","","2014-12"
"97229","ZP01","","2014-09"
"186529","ZP03","","2014-11"
"385109","ZP01","","2014-11"
"337788","ZP01","","2014-10"
"318188","ZP02","","2014-12"
"241012","ZP02","","2014-09"
"54369","ZP01","","2014-09"
"327451","ZP03","","2014-09"
"341775","ZP01","","2014-12"
"3524","ZP02","","2014-09"
"446524","ZP02","","2014-12"
"89757","ZP02","","2014-11"
"299136","ZP01","","2014-11"
"62551","ZP01","","2014-10"
"202281","ZP01","","2014-11"
"511737","ZP01","","2014-10"
"25573","ZP03","","2014-12"
"222321","ZP03","","2014-11"
"146206","ZP02","","2014-12"
"19723","ZP01","","2014-10"
"379280","ZP02","","2014-12"
"110576","ZP01","","2014-09"
"149221","ZP01","","2014-10"
"375330","ZP02","","2014-12"
"245116","ZP01","","2014-12"
"292624","ZP02","","2014-12"
"332379","ZP01","","2014-11"
"202897","ZP03","","2014-11"
"289583","ZP01","","2014-10"
"205629","ZP03","","2014-12"
"186720","ZP02","","2014-12"
"821","ZP02","","2014-12"
"65032","ZP03","","2014-09"
"382400","ZP02","","2014-09"
"159807","ZP03","","2014-09"
"54056","ZP03","","2014-12"
"382838","ZP01","","2014-11"
"144003","ZP03","","2014-12"
"163172","ZP03","","2014-11"
"255430","ZP01","","2014-12"
"496490","ZP02","","2014-09"
"30007","ZP03","","2014-12"
"280899","ZP02","","2014-09"
"12735","ZP01","","2014-12"
"170858","ZP01","","2014-10"
"478629","ZP01","","2014-10"
"349427","ZP02","","2014-10"
"3876","ZP01","","2014-12"
"390695","ZP02","","2014-12"
"299149","ZP02","","2014-11"
"20","ZP01","","2014-10"
"113324","ZP02","","2014-09"
"454087","ZP01","","2014-11"
"477849","ZP03","","2014-09"
"243061","ZP02","","2014-11"
"488508","ZP01","","2014-10"
"349467","ZP01","","2014-12"
"32230","ZP02","","2014-11"
"133547","ZP03","","2014-12"
"426789","ZP01","","2014-10"
"525648","ZP03","","2014-09"
"269784","ZP02","","2014-09"
"356166","ZP02","","2014-11"
"419350","ZP02","","2014-11"
"421407","ZP01","","2014-11"
"168704","ZP03","","2014-10"
"298753","ZP03","","2014-10"
"66742","ZP02","","2014-12"
"250226","ZP03","","2014-10"
"347876","ZP03","","2014-09"
"486273","ZP02","","2014-11"
"491647","ZP01","","2014-12"
"364485","ZP02","","2014-09"
"461755","ZP02","","2014-12"
"386044","ZP03","","2014-11"
"265751","ZP02","","2014-12"
"3274","ZP01","","2014-09"
"392606","ZP03","","2014-10"
"520362","ZP01","","2014-10"
"311976","ZP02","","2014-10"
"91348","ZP03","","2014-12"
"293331","ZP03","","2014-09"
"362893","ZP02","","2014-12"
"170336","ZP03","","2014-10"
"344519","ZP03","","2014-11"
"148829","ZP03","","2014-09"
"456365","ZP03","","2014-09"
"335065","ZP03","","2014-09"
"49695","ZP03","","2014-11"
"435657","ZP01","","2014-09"
"351184","ZP02","","2014-11"
"138572","ZP01","","2014-10"
"6184","ZP02","","2014-12"
"335574","ZP01","","2014-09"
"46500","ZP02","","2014-09"
"487115","ZP01","","2014-10"
"90341","ZP02","","2014-12"
"153503","ZP02","","2014-09"
"124130","ZP03","","2014-10"
"281012","ZP02","","2014-12"
"115224","ZP01","","2014-11"
"501994","ZP01","","2014-12"
"18282","ZP02","","2014-09"
"512302","ZP02","","2014-11"
"451167","ZP02","","2014-09"
"18599","ZP03","","2014-10"
"479366","ZP03","","2014-12"
"117369","ZP01","","2014-12"
"179988","ZP02","","2014-11"
"166239","ZP02","","2014-10"
"84000","ZP01","","2014-10"
"301719","ZP02","","2014-09"
"150880","ZP03","","2014-09"
"11151","ZP02","","2014-09"
"462193","ZP01","","2014-12"
"421468","ZP03","","2014-12"
"49407","ZP03","","2014-12"
"195427","ZP01","","2014-10"
"463825","ZP01","","2014-12"
"480631","ZP02","","2014-10"
"337402","ZP03","","2014-12"
"323362","ZP03","","2014-09"
"341734","ZP01","","2014-10"
"204380","ZP01","","2014-09"
"418688","ZP03","","2014-09"
"134115","ZP03","","2014-10"
"447795","ZP01","","2014-11"
"482110","ZP02","","2014-11"
"3495","ZP03","","2014-10"
"62523","ZP01","","2014-11"
"357879","ZP01","","2014-10"
"244588","ZP03","","2014-12"
"344328","ZP02","","2014-12"
"47450","ZP01","","2014-11"
"44843","ZP03","","2014-12"
"30642","ZP01","","2014-11"
"48782","ZP02","","2014-12"
"159327","ZP01","","2014-10"
"444904","ZP01","","2014-12"
"419366","ZP02","","2014-10"
"441348","ZP01","","2014-12"
"95479","ZP01","","2014-09"
"225186","ZP01","","2014-12"
"349123","ZP01","","2014-11"
"20067","ZP03","","2014-09"
"9464","ZP01","","2014-11"
"279187","ZP01","","2014-10"
"416387","ZP01","","2014-11"
"172917","ZP02","","2014-09"
"5631","ZP02","","2014-12"
"260070","ZP01","","2014-11"
"157886","ZP02","","2014-12"
"138438","ZP01","","2014-11"
"154860","ZP03","","2014-11"
"452474","ZP01","","2014-12"
"78395","ZP01","","2014-09"
"392240","ZP02","","2014-09"
"489864","ZP03","","2014-09"
"147103","ZP03","","2014-12"
"467812","ZP01","","2014-11"
"11693","ZP03","","2014-12"
"387841","ZP03","","2014-12"
"140327","ZP02","","2014-10"
"33235","ZP01","","2014-11"
"91732","ZP01","","2014-10"
"399472","ZP03","","2014-09"
"338434","ZP02","","2014-12"
"248283","ZP02","","2014-09"
"149186","ZP03","","2014-09"
"358142","ZP03","","2014-09"
"401621","ZP01","","2014-12"
"25557","ZP03","","2014-12"
"98403","ZP02","","2014-10"
"106440","ZP01","","2014-11"
"303721","ZP01","","2014-11"
"187630","ZP03","","2014-09"
"293973","ZP01","","2014-10"
"447858","ZP01","","2014-10"
"139831","ZP02","","2014-12"
"357970","ZP03","","2014-10"
"369947","ZP01","","2014-09"
"14231","ZP02","","2014-09"
"177249","ZP02","","2014-11"
"56473","ZP01","","2014-11"
"496175","ZP03","","2014-10"
"46674","ZP01","","2014-12"
"246481","ZP02","","2014-10"
"441992","ZP01","","2014-12"
"156159","ZP02","","2014-11"
"465690","ZP01","","2014-10"
"525087","ZP01","","2014-10"
"212355","ZP03","","2014-09"
"235447","ZP01","","2014-11"
"234094","ZP01","","2014-10"
"298497","ZP01","","2014-09"
"344632","ZP02","","2014-12"
"23135","ZP03","","2014-09"
"503775","ZP01","","2014-12"
"438131","ZP02","","2014-09"
"113887","ZP02","","2014-11"
"355522","ZP03","","2014-09"
"522016","ZP03","","2014-09"
"299920","ZP03","","2014-11"
"24826","ZP02","","2014-09"
"92350","ZP02","","2014-09"
"469758","ZP01","","2014-10"
"245634","ZP01","","2014-10"
"243890","ZP02","","2014-09"
"153421","ZP02","","2014-10"
"231235","ZP03","","2014-11"
"353691","ZP03","","2014-10"
"103221","ZP03","","2014-12"
"201759","ZP03","","2014-09"
"481534","ZP01","","2014-09"
"193920","ZP03","","2014-09"
"303853","ZP03","","2014-12"
"452653","ZP03","","2014-09"
"324524","ZP02","","2014-09"
"263137","ZP02","","2014-09"
"462892","ZP02","","2014-10"
"489816","ZP01","","2014-12"
"518596","ZP01","","2014-09"
"82067","ZP01","","2014-11"
"200845","ZP01","","2014-10"
"53917","ZP01","","2014-11"
"7020","ZP02","","2014-10"
"469229","ZP02","","2014-11"
"228315","ZP02","","2014-11"
"364912","ZP03","","2014-09"
"114675","ZP01","","2014-11"
"445343","ZP02","","2014-10"
"387229","ZP03","","2014-09"
"266389","ZP02","","2014-10"
"375772","ZP02","","2014-09"
"505472","ZP01","","2014-10"
"243454","ZP02","","2014-09"
"292860","ZP02","","2014-09"
"64528","ZP02","","2014-10"
"452508","ZP02","","2014-12"
"248070","ZP02","","2014-12"
"301064","ZP03","","2014-12"
"419714","ZP03","","2014-10"
"417390","ZP03","","2014-11"
"522994","ZP03","","2014-10"
"497966","ZP03","","2014-09"
"209086","ZP02","","2014-10"
"63899","ZP03","","2014-12"
"198815","ZP03","","2014-09"
"32966","ZP03","","2014-12"
"61139","ZP03","","2014-12"
"494960","ZP02","","2014-09"
"307011","ZP02","","2014-09"
"307920","ZP03","","2014-12"
"366862","ZP02","","2014-12"
"421993","ZP02","","2014-09"
"462434","ZP01","","2014-10"
"207584","ZP01","","2014-10"
"441017","ZP01","","2014-09"
"410047","ZP01","","2014-12"
"18250","ZP01","","2014-12"
"518512","ZP02","","2014-12"
"395082","ZP01","","2014-09"
"103598","ZP03","","2014-10"
"329741","ZP02","","2014-11"
"282983","ZP03","","2014-09"
"285470","ZP02","","2014-10"
"106149","ZP01","","2014-09"
"431902","ZP02","","2014-09"
"159457","ZP02","","2014-11"
"65482","ZP01","","2014-11"
"339284","ZP03","","2014-09"
"495350","ZP01","","2014-12"
"116254","ZP02","","2014-09"
"64594","ZP03","","2014-12"
"290679","ZP02","","2014-11"
"375305","ZP03","","2014-09"
"205511","ZP02","","2014-09"
"12864","ZP01","","2014-12"
"100122","ZP01","","2014-11"
"260645","ZP03","","2014-12"
"64869","ZP01","","2014-12"
"20","ZP02","","2014-12"
"178975","ZP02","","2014-09"
"200643","ZP03","","2014-09"
"121145","ZP02","","2014-09"
"478157","ZP01","","2014-10"
"519003","ZP01","","2014-10"
"353188","ZP03","","2014-10"
"492679","ZP02","","2014-10"
"95722","ZP03","","2014-12"
"224375","ZP03","","2014-09"
"482452","ZP03","","2014-11"
"163640","ZP01","","2014-11"
"205497","ZP03","","2014-10"
"219836","ZP02","","2014-12"
"372214","ZP02","","2014-09"
"217536","ZP01","","2014-12"
"3588","ZP03","","2014-11"
"175586","ZP01","","2014-10"
"464081","ZP03","","2014-12"
"46801","ZP02","","2014-09"
"504457","ZP01","","2014-10"
"370669","ZP02","","2014-09"
"240946","ZP01","","2014-09"
"357571","ZP02","","2014-11"
"514620","ZP01","","2014-12"
"280350","ZP03","","2014-10"
"411120","ZP03","","2014-12"
"65386","ZP01","","2014-12"
"518442","ZP01","","2014-10"
"170500","ZP01","","2014-10"
"431028","ZP03","","2014-11"
"48793","ZP03","","2014-12"
"7216","ZP02","","2014-09"
"184256","ZP03","","2014-12"
"84183","ZP02","","2014-10"
"267663","ZP02","","2014-12"
"366286","ZP03","","2014-10"
"409816","ZP01","","2014-10"
"84703","ZP02","","2014-11"
"124895","ZP01","","2014-12"
"279058","ZP02","","2014-12"
"49687","ZP03","","2014-12"
"443577","ZP02","","2014-12"
"181515","ZP03","","2014-09"
"413002","ZP01","","2014-09"
"322106","ZP03","","2014-10"
"387549","ZP01","","2014-10"
"365435","ZP03","","2014-09"
"205155","ZP01","","2014-10"
"348258","ZP02","","2014-09"
"507410","ZP01","","2014-12"
"211097","ZP01","","2014-12"
"461592","ZP03","","2014-09"
"243489","ZP01","","2014-11"
"87480","ZP01","","2014-11"
"213227","ZP01","","2014-09"
"418175","ZP01","","2014-11"
"193115","ZP02","","2014-12"
"41808","ZP02","","2014-12"
"98604","ZP01","","2014-10"
"29796","ZP01","","2014-12"
"4939","ZP03","","2014-09"
"142979","ZP02","","2014-11"
"514379","ZP02","","2014-12"
"237931","ZP02","","2014-10"
"40086","ZP03","","2014-10"
"11693","ZP01","","2014-11"
"294788","ZP01","","2014-10"
"253878","ZP03","","2014-10"
"293322","ZP01","","2014-12"
"315985","ZP03","","2014-09"
"27009","ZP03","","2014-09"
"522878","ZP03","","2014-12"
"489637","ZP01","","2014-09"
"1693","ZP03","","2014-10"
"136945","ZP01","","2014-09"
"339911","ZP01","","2014-10"
"277640","ZP03","","2014-11"
"192304","ZP02","","2014-12"
"37448","ZP03","","2014-12"
"96278","ZP01","","2014-10"
"514404","ZP02","","2014-12"
"224401","ZP02","","2014-12"
"1489","ZP03","","2014-12"
"149563","ZP02","","2014-12"
"519237","ZP02","","2014-09"
"200650","ZP02","","2014-12"
"513084","ZP03","","2014-09"
"11838","ZP02","","2014-11"
"55283","ZP01","","2014-09"
"500443","ZP02","","2014-11"
"358803","ZP03","","2014-11"
"97963","ZP01","","2014-12"
"201080","ZP01","","2014-10"
"25063","ZP03","","2014-11"
"270894","ZP03","","2014-09"
"413235","ZP01","","2014-12"
"407316","ZP02","","2014-10"
"125463","ZP02","","2014-12"
"413960","ZP01","","2014-09"
"338605","ZP02","","2014-09"
"64222","ZP03","","2014-10"
"480434","ZP03","","2014-12"
"153000","ZP01","","2014-09"
"335697","ZP02","","2014-11"
"226104","ZP02","","2014-11"
"63382","ZP02","","2014-10"
"216002","ZP01","","2014-12"
"11482","ZP01","","2014-11"
"486712","ZP03","","2014-11"
"319875","ZP01","","2014-09"
"237562","ZP01","","2014-09"
"144765","ZP02","","2014-10"
"104864","ZP03","","2014-12"
"419714","ZP02","","2014-09"
"82836","ZP03","","2014-09"
"267914","ZP02","","2014-10"
"34270","ZP01","","2014-11"
"129214","ZP02","","2014-11"
"195604","ZP01","","2014-11"
"233327","ZP02","","2014-10"
"518847","ZP03","","2014-11"
"514459","ZP03","","2014-12"
"43128","ZP02","","2014-11"
"472461","ZP01","","2014-12"
"455481","ZP03","","2014-12"
"397834","ZP02","","2014-11"
"70688","ZP01","","2014-11"
"465692","ZP01","","2014-09"
"388335","ZP02","","2014-11"
"521859","ZP01","","2014-11"
"61779","ZP02","","2014-11"
"405406","ZP02","","2014-09"
"270203","ZP01","","2014-09"
"523043","ZP01","","2014-10"
"509527","ZP01","","2014-10"
"459940","ZP01","","2014-12"
"239597","ZP02","","2014-11"
"368592","ZP03","","2014-09"
"330515","ZP03","","2014-12"
"471327","ZP01","","2014-11"
"267551","ZP01","","2014-10"
"101848","ZP01","","2014-10"
"95784","ZP02","","2014-10"
"156124","ZP01","","2014-12"
"519501","ZP01","","2014-12"
"174418","ZP01","","2014-11"
"149466","ZP03","","2014-10"
"34175","ZP02","","2014-12"
"179190","ZP02","","2014-12"
"12891","ZP02","","2014-10"
"109096","ZP02","","2014-09"
"311363","ZP03","","2014-11"
"463338","ZP01","","2014-10"
"96985","ZP01","","2014-12"
"509331","ZP02","","2014-10"
"235551","ZP03","","2014-10"
"30117","ZP03","","2014-10"
"402608","ZP02","","2014-09"
"8042","ZP03","","2014-09"
"325302","ZP01","","2014-10"
"216873","ZP02","","2014-10"
"489538","ZP02","","2014-12"
"204672","ZP01","","2014-10"
"440807","ZP03","","2014-11"
"149958","ZP01","","2014-09"
"518005","ZP01","","2014-10"
"391866","ZP02","","2014-12"
"150039","ZP01","","2014-10"
"103119","ZP01","","2014-12"
"459860","ZP02","","2014-11"
"222423","ZP02","","2014-12"
"421690","ZP02","","2014-10"
"347731","ZP01","","2014-10"
"40954","ZP01","","2014-11"
"111986","ZP02","","2014-12"
"7769","ZP03","","2014-12"
"473858","ZP01","","2014-10"
"281199","ZP01","","2014-10"
"159107","ZP01","","2014-09"
"217488","ZP03","","2014-10"
"493253","ZP01","","2014-11"
"509438","ZP02","","2014-11"
"23427","ZP01","","2014-12"
"261715","ZP02","","2014-11"
"306334","ZP03","","2014-12"
"222103","ZP02","","2014-10"
"463428","ZP01","","2014-12"
"439311","ZP03","","2014-11"
"441522","ZP01","","2014-10"
"481167","ZP03","","2014-09"
"270816","ZP02","","2014-09"
"125503","ZP02","","2014-09"
"236886","ZP03","","2014-12"
"286591","ZP03","","2014-12"
"106951","ZP01","","2014-09"
"413266","ZP01","","2014-11"
"59298","ZP01","","2014-12"
"157861","ZP03","","2014-09"
"113301","ZP03","","2014-10"
"23884","ZP02","","2014-10"
"501090","ZP01","","2014-10"
"167206","ZP03","","2014-11"
"177347","ZP02","","2014-09"
"77175","ZP02","","2014-12"
"262204","ZP02","","2014-12"
"82596","ZP02","","2014-11"
"279605","ZP01","","2014-11"
"98649","ZP01","","2014-09"
"223702","ZP02","","2014-12"
"388843","ZP03","","2014-12"
"48449","ZP03","","2014-12"
"341070","ZP01","","2014-12"
"254089","ZP01","","2014-09"
"213982","ZP02","","2014-12"
"184670","ZP01","","2014-11"
"335889","ZP02","","2014-10"
"347231","ZP02","","2014-10"
"167582","ZP01","","2014-10"
"36138","ZP02","","2014-09"
"205511","ZP01","","2014-12"
"45560","ZP01","","2014-10"
"173655","ZP01","","2014-12"
"280796","ZP02","","2014-09"
"504174","ZP03","","2014-11"
"397033","ZP01","","2014-11"
"442265","ZP01","","2014-10"
"404089","ZP01","","2014-11"
"175378","ZP03","","2014-12"
"61090","ZP01","","2014-09"
"374348","ZP03","","2014-11"
"475070","ZP03","","2014-12"
"92670","ZP01","","2014-11"
"20959","ZP01","","2014-10"
"67876","ZP01","","2014-12"
"70752","ZP03","","2014-12"
"321131","ZP02","","2014-12"
"470499","ZP03","","2014-09"
"230920","ZP03","","2014-10"
"393464","ZP03","","2014-10"
"385113","ZP01","","2014-10"
"122617","ZP02","","2014-12"
"496517","ZP02","","2014-09"
"330295","ZP01","","2014-12"
"28833","ZP03","","2014-09"
"317302","ZP03","","2014-09"
"34388","ZP03","","2014-12"
"286653","ZP02","","2014-11"
"6165","ZP01","","2014-10"
"268966","ZP01","","2014-09"
"346904","ZP03","","2014-12"
"397889","ZP01","","2014-11"
"35698","ZP03","","2014-10"
"370081","ZP01","","2014-10"
"246599","ZP01","","2014-12"
"341361","ZP02","","2014-10"
"254089","ZP03","","2014-09"
"501081","ZP02","","2014-12"
"281338","ZP03","","2014-11"
"111413","ZP01","","2014-11"
"148810","ZP02","","2014-09"
"456068","ZP02","","2014-11"
"484706","ZP03","","2014-09"
"380895","ZP03","","2014-10"
"74686","ZP01","","2014-09"
"504447","ZP02","","2014-10"
"160369","ZP03","","2014-12"
"368024","ZP02","","2014-09"
"475391","ZP01","","2014-11"
"86482","ZP02","","2014-12"
"505015","ZP02","","2014-09"
"202654","ZP03","","2014-11"
"358593","ZP01","","2014-10"
"43393","ZP02","","2014-11"
"170987","ZP02","","2014-10"
"128786","ZP02","","2014-11"
"114696","ZP01","","2014-11"
"386463","ZP03","","2014-10"
"139579","ZP01","","2014-09"
"272531","ZP01","","2014-09"
"288197","ZP01","","2014-10"
"430449","ZP03","","2014-12"
"447351","ZP02","","2014-12"
