EID,WZCODE,RECRNUM,RECDATE,RECRUIT_CNT,RECRUIT_WZCODE_CNT,RECRUIT_RECRNUM_AVG,RECRUIT_RECRNUM_SUM,RECRUIT_RECRNUM_MAX,RECRUIT_RECRNUM_MIN,RECRUIT_FIRST_TIME,RECRUIT_END_TIME
484200.0,['ZP01' 'ZP02'],[ 2.  4.],['2015-01' '2015-06'],2,2,3.0,6.0,4.0,2.0,2015-01,2015-06
320361.0,['ZP02'],[ 14.],['2015-08'],1,1,14.0,14.0,14.0,14.0,2015-08,2015-08
254825.0,['ZP03' 'ZP02' 'ZP01'],[  6.  37.   5.],['2015-08' '2015-08' '2015-08'],3,3,16.0,48.0,37.0,5.0,2015-08,2015-08
189291.0,['ZP02' 'ZP03'],[ 25.65832396  20.        ],['2014-10' '2015-08'],2,2,22.82916197975253,45.65832395950506,25.65832395950506,20.0,2014-10,2015-08
189292.0,['ZP03'],[ 2.],['2015-01'],1,1,2.0,2.0,2.0,2.0,2015-01,2015-01
385901.0,['ZP02' 'ZP03'],[ 1.  2.],['2015-01' '2015-07'],2,2,1.5,3.0,2.0,1.0,2015-01,2015-07
418668.0,['ZP03' 'ZP02'],[ 3.  2.],['2015-05' '2015-08'],2,2,2.5,5.0,3.0,2.0,2015-05,2015-08
287597.0,['ZP03' 'ZP02'],[  1.  25.],['2015-07' '2015-07'],2,2,13.0,26.0,25.0,1.0,2015-07,2015-07
287600.0,['ZP02' 'ZP01'],[ 25.65832396  25.65832396],['2014-10' '2014-11'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-10,2014-11
385899.0,['ZP03' 'ZP02'],[ 22.  20.],['2015-07' '2015-08'],2,2,21.0,42.0,22.0,20.0,2015-07,2015-08
222066.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
484203.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
320372.0,['ZP03'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
254837.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
222069.0,['ZP02' 'ZP03'],[ 9.  9.],['2015-07' '2015-08'],2,2,9.0,18.0,9.0,9.0,2015-07,2015-08
25463.0,['ZP02' 'ZP03'],[  3.  12.],['2015-01' '2015-03'],2,2,7.5,15.0,12.0,3.0,2015-01,2015-03
25461.0,['ZP02'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
123768.0,['ZP02'],[ 26.],['2015-08'],1,1,26.0,26.0,26.0,26.0,2015-08,2015-08
123762.0,['ZP03' 'ZP02'],[ 31.  41.],['2015-08' '2015-08'],2,2,36.0,72.0,41.0,31.0,2015-08,2015-08
123771.0,['ZP02' 'ZP03'],[  1.  20.],['2015-05' '2015-07'],2,2,10.5,21.0,20.0,1.0,2015-05,2015-07
516988.0,['ZP02' 'ZP01'],[ 115.   23.],['2015-08' '2015-08'],2,2,69.0,138.0,115.0,23.0,2015-08,2015-08
353151.0,['ZP02'],[ 7.],['2015-08'],1,1,7.0,7.0,7.0,7.0,2015-08,2015-08
418688.0,['ZP03' 'ZP02'],[ 25.65832396   3.        ],['2014-09' '2015-03'],2,2,14.32916197975253,28.65832395950506,25.65832395950506,3.0,2014-09,2015-03
156544.0,['ZP02'],[ 1.],['2015-08'],1,1,1.0,1.0,1.0,1.0,2015-08,2015-08
287619.0,['ZP03' 'ZP02'],[ 2.  8.],['2015-03' '2015-07'],2,2,5.0,10.0,8.0,2.0,2015-03,2015-07
353156.0,['ZP01' 'ZP03' 'ZP02'],[ 25.65832396   4.          15.        ],['2014-12' '2015-06' '2015-08'],3,3,14.886107986501687,44.65832395950506,25.65832395950506,4.0,2014-12,2015-08
123781.0,['ZP03' 'ZP02'],[ 20.  32.],['2015-08' '2015-08'],2,2,26.0,52.0,32.0,20.0,2015-08,2015-08
156550.0,['ZP01' 'ZP03'],[  6.  12.],['2015-04' '2015-08'],2,2,9.0,18.0,12.0,6.0,2015-04,2015-08
123786.0,['ZP03' 'ZP02'],[ 60.  65.],['2015-08' '2015-08'],2,2,62.5,125.0,65.0,60.0,2015-08,2015-08
123788.0,['ZP01' 'ZP03' 'ZP02'],[   1.   63.  105.],['2015-01' '2015-08' '2015-08'],3,3,56.333333333333336,169.0,105.0,1.0,2015-01,2015-08
320396.0,['ZP01' 'ZP02'],[ 11.  52.],['2015-04' '2015-08'],2,2,31.5,63.0,52.0,11.0,2015-04,2015-08
123794.0,['ZP03'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
385940.0,['ZP02' 'ZP01'],[ 1.  2.],['2015-03' '2015-08'],2,2,1.5,3.0,2.0,1.0,2015-03,2015-08
123796.0,['ZP02'],[ 4.],['2015-05'],1,1,4.0,4.0,4.0,4.0,2015-05,2015-05
222103.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
353175.0,['ZP03' 'ZP02'],[ 3.  4.],['2015-05' '2015-07'],2,2,3.5,7.0,4.0,3.0,2015-05,2015-07
517019.0,['ZP03'],[ 2.],['2015-05'],1,1,2.0,2.0,2.0,2.0,2015-05,2015-05
320412.0,['ZP01' 'ZP02'],[ 25.65832396   2.        ],['2014-12' '2015-08'],2,2,13.82916197975253,27.65832395950506,25.65832395950506,2.0,2014-12,2015-08
123805.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
156573.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
320413.0,['ZP03'],[ 2.],['2015-03'],1,1,2.0,2.0,2.0,2.0,2015-03,2015-03
451486.0,['ZP01'],[ 1.],['2015-04'],1,1,1.0,1.0,1.0,1.0,2015-04,2015-04
320417.0,['ZP01' 'ZP03'],[ 25.65832396  39.        ],['2014-10' '2015-08'],2,2,32.32916197975253,64.65832395950505,39.0,25.65832395950506,2014-10,2015-08
156578.0,['ZP01' 'ZP03'],[ 25.65832396  16.        ],['2014-10' '2015-06'],2,2,20.82916197975253,41.65832395950506,25.65832395950506,16.0,2014-10,2015-06
156579.0,['ZP02'],[ 6.],['2015-05'],1,1,6.0,6.0,6.0,6.0,2015-05,2015-05
353188.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
254883.0,['ZP02'],[ 12.],['2015-08'],1,1,12.0,12.0,12.0,12.0,2015-08,2015-08
91039.0,['ZP02'],[ 12.],['2015-08'],1,1,12.0,12.0,12.0,12.0,2015-08,2015-08
123811.0,['ZP02'],[ 27.],['2015-08'],1,1,27.0,27.0,27.0,27.0,2015-08,2015-08
353192.0,['ZP01'],[ 2.],['2015-01'],1,1,2.0,2.0,2.0,2.0,2015-01,2015-01
287657.0,['ZP02'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
222122.0,['ZP03'],[ 4.],['2015-04'],1,1,4.0,4.0,4.0,4.0,2015-04,2015-04
25515.0,['ZP02' 'ZP03'],[ 25.65832396  25.65832396],['2014-10' '2014-12'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-10,2014-12
91048.0,['ZP02' 'ZP01'],[ 2.  2.],['2015-06' '2015-07'],2,2,2.0,4.0,2.0,2.0,2015-06,2015-07
91046.0,['ZP03'],[ 24.],['2015-08'],1,1,24.0,24.0,24.0,24.0,2015-08,2015-08
451501.0,['ZP03' 'ZP02'],[  6.  17.],['2015-08' '2015-08'],2,2,11.5,23.0,17.0,6.0,2015-08,2015-08
222127.0,['ZP03' 'ZP02'],[ 25.65832396  14.        ],['2014-12' '2015-08'],2,2,19.82916197975253,39.65832395950506,25.65832395950506,14.0,2014-12,2015-08
189361.0,['ZP03'],[ 19.],['2015-08'],1,1,19.0,19.0,19.0,19.0,2015-08,2015-08
156595.0,['ZP03' 'ZP02'],[ 14.  20.],['2015-08' '2015-08'],2,2,17.0,34.0,20.0,14.0,2015-08,2015-08
91060.0,['ZP03'],[ 3.],['2015-06'],1,1,3.0,3.0,3.0,3.0,2015-06,2015-06
58292.0,['ZP03'],[ 8.],['2015-08'],1,1,8.0,8.0,8.0,8.0,2015-08,2015-08
353207.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
25527.0,['ZP03'],[ 8.],['2015-01'],1,1,8.0,8.0,8.0,8.0,2015-01,2015-01
91065.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
91064.0,['ZP03' 'ZP02'],[  6.  37.],['2015-07' '2015-08'],2,2,21.5,43.0,37.0,6.0,2015-07,2015-08
189368.0,['ZP01'],[ 5.],['2015-08'],1,1,5.0,5.0,5.0,5.0,2015-08,2015-08
517052.0,['ZP03' 'ZP02'],[   2.  113.],['2015-08' '2015-08'],2,2,57.5,115.0,113.0,2.0,2015-08,2015-08
189375.0,['ZP01' 'ZP02'],[  1.  34.],['2015-04' '2015-08'],2,2,17.5,35.0,34.0,1.0,2015-04,2015-08
156609.0,['ZP02' 'ZP01'],[ 25.65832396  25.65832396],['2014-09' '2014-11'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-09,2014-11
222145.0,['ZP03'],[ 4.],['2015-03'],1,1,4.0,4.0,4.0,4.0,2015-03,2015-03
123843.0,['ZP03'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
123848.0,['ZP01' 'ZP03' 'ZP02'],[  3.  10.  22.],['2015-06' '2015-08' '2015-08'],3,3,11.666666666666666,35.0,22.0,3.0,2015-06,2015-08
418762.0,['ZP02'],[ 23.],['2015-07'],1,1,23.0,23.0,23.0,23.0,2015-07,2015-07
222156.0,['ZP02' 'ZP03'],[ 16.  21.],['2015-06' '2015-08'],2,2,18.5,37.0,21.0,16.0,2015-06,2015-08
353228.0,['ZP03'],[ 8.],['2015-07'],1,1,8.0,8.0,8.0,8.0,2015-07,2015-07
353230.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
451533.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
320467.0,['ZP02'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
484308.0,['ZP03' 'ZP02'],[ 3.  9.],['2015-01' '2015-06'],2,2,6.0,12.0,9.0,3.0,2015-01,2015-06
25557.0,['ZP03'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
418774.0,['ZP03' 'ZP02'],[  4.  14.],['2015-01' '2015-08'],2,2,9.0,18.0,14.0,4.0,2015-01,2015-08
320474.0,['ZP02'],[ 13.],['2015-08'],1,1,13.0,13.0,13.0,13.0,2015-08,2015-08
287707.0,['ZP03'],[ 3.],['2015-04'],1,1,3.0,3.0,3.0,3.0,2015-04,2015-04
156639.0,['ZP03'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
189408.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
287713.0,['ZP03' 'ZP02' 'ZP01'],[ 163.  514.  104.],['2015-08' '2015-08' '2015-08'],3,3,260.3333333333333,781.0,514.0,104.0,2015-08,2015-08
58338.0,['ZP02'],[ 22.],['2015-07'],1,1,22.0,22.0,22.0,22.0,2015-07,2015-07
484322.0,['ZP03'],[ 16.],['2015-08'],1,1,16.0,16.0,16.0,16.0,2015-08,2015-08
25571.0,['ZP02'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
25573.0,['ZP03' 'ZP02' 'ZP01'],[ 25.65832396  25.65832396   5.        ],['2014-12' '2014-12' '2015-06'],3,3,18.772215973003373,56.31664791901012,25.65832395950506,5.0,2014-12,2015-06
353253.0,['ZP02' 'ZP03'],[ 1.  8.],['2015-01' '2015-08'],2,2,4.5,9.0,8.0,1.0,2015-01,2015-08
189416.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
320489.0,['ZP02'],[ 1.],['2015-02'],1,1,1.0,1.0,1.0,1.0,2015-02,2015-02
418793.0,['ZP03'],[ 12.],['2015-05'],1,1,12.0,12.0,12.0,12.0,2015-05,2015-05
353259.0,['ZP01'],[ 11.],['2015-07'],1,1,11.0,11.0,11.0,11.0,2015-07,2015-07
517097.0,['ZP03'],[ 1.],['2015-08'],1,1,1.0,1.0,1.0,1.0,2015-08,2015-08
517101.0,['ZP01' 'ZP03'],[ 1.  3.],['2015-05' '2015-06'],2,2,2.0,4.0,3.0,1.0,2015-05,2015-06
91118.0,['ZP03'],[ 2.],['2015-06'],1,1,2.0,2.0,2.0,2.0,2015-06,2015-06
222190.0,['ZP03'],[ 13.],['2015-08'],1,1,13.0,13.0,13.0,13.0,2015-08,2015-08
517103.0,['ZP02'],[ 26.],['2015-08'],1,1,26.0,26.0,26.0,26.0,2015-08,2015-08
254961.0,['ZP03'],[ 2.],['2015-04'],1,1,2.0,2.0,2.0,2.0,2015-04,2015-04
418801.0,['ZP02'],[ 9.],['2015-08'],1,1,9.0,9.0,9.0,9.0,2015-08,2015-08
58356.0,['ZP01'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
254967.0,['ZP02'],[ 5.],['2015-06'],1,1,5.0,5.0,5.0,5.0,2015-06,2015-06
222200.0,['ZP02'],[ 55.],['2015-08'],1,1,55.0,55.0,55.0,55.0,2015-08,2015-08
386044.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
25597.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
320508.0,['ZP01' 'ZP03' 'ZP02'],[  1.   1.  12.],['2015-01' '2015-08' '2015-08'],3,3,4.666666666666667,14.0,12.0,1.0,2015-01,2015-08
353278.0,['ZP02' 'ZP03'],[ 4.  2.],['2015-04' '2015-06'],2,2,3.0,6.0,4.0,2.0,2015-04,2015-06
123903.0,['ZP02'],[ 3.],['2015-05'],1,1,3.0,3.0,3.0,3.0,2015-05,2015-05
320513.0,['ZP01' 'ZP03'],[ 25.65832396   8.        ],['2014-10' '2015-08'],2,2,16.82916197975253,33.65832395950506,25.65832395950506,8.0,2014-10,2015-08
58370.0,['ZP03'],[ 2.],['2015-03'],1,1,2.0,2.0,2.0,2.0,2015-03,2015-03
25603.0,['ZP02'],[ 29.],['2015-01'],1,1,29.0,29.0,29.0,29.0,2015-01,2015-01
58367.0,['ZP01' 'ZP03' 'ZP02'],[  7.  12.  89.],['2015-05' '2015-08' '2015-08'],3,3,36.0,108.0,89.0,7.0,2015-05,2015-08
484352.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
123912.0,['ZP03'],[ 22.],['2015-08'],1,1,22.0,22.0,22.0,22.0,2015-08,2015-08
222219.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
91147.0,['ZP03' 'ZP02'],[ 11.  25.],['2015-06' '2015-08'],2,2,18.0,36.0,25.0,11.0,2015-06,2015-08
58382.0,['ZP03'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
222222.0,['ZP02'],[ 66.],['2015-03'],1,1,66.0,66.0,66.0,66.0,2015-03,2015-03
320528.0,['ZP03' 'ZP01' 'ZP02'],[ 25.65832396  25.65832396  75.        ],['2014-10' '2014-11' '2015-08'],3,3,42.105549306336705,126.31664791901012,75.0,25.65832395950506,2014-10,2015-08
91151.0,['ZP03' 'ZP02'],[  1.  12.],['2015-05' '2015-08'],2,2,6.5,13.0,12.0,1.0,2015-05,2015-08
222228.0,['ZP03' 'ZP02'],[  84.  112.],['2015-08' '2015-08'],2,2,98.0,196.0,112.0,84.0,2015-08,2015-08
386070.0,['ZP01' 'ZP03'],[ 25.65832396  13.        ],['2014-12' '2015-08'],2,2,19.32916197975253,38.65832395950506,25.65832395950506,13.0,2014-12,2015-08
58391.0,['ZP03'],[ 2.],['2015-01'],1,1,2.0,2.0,2.0,2.0,2015-01,2015-01
123929.0,['ZP03'],[ 2.],['2015-06'],1,1,2.0,2.0,2.0,2.0,2015-06,2015-06
418844.0,['ZP03' 'ZP02'],[ 1.  6.],['2015-01' '2015-08'],2,2,3.5,7.0,6.0,1.0,2015-01,2015-08
222238.0,['ZP01'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
222239.0,['ZP03' 'ZP02'],[   2.  102.],['2015-04' '2015-08'],2,2,52.0,104.0,102.0,2.0,2015-04,2015-08
320545.0,['ZP01' 'ZP03'],[  1.  64.],['2015-02' '2015-08'],2,2,32.5,65.0,64.0,1.0,2015-02,2015-08
287777.0,['ZP01'],[ 4.],['2015-04'],1,1,4.0,4.0,4.0,4.0,2015-04,2015-04
156707.0,['ZP01' 'ZP02'],[ 25.65832396  14.        ],['2014-10' '2015-08'],2,2,19.82916197975253,39.65832395950506,25.65832395950506,14.0,2014-10,2015-08
484387.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
287780.0,['ZP03'],[ 2.],['2015-03'],1,1,2.0,2.0,2.0,2.0,2015-03,2015-03
484390.0,['ZP03'],[ 2.],['2015-04'],1,1,2.0,2.0,2.0,2.0,2015-04,2015-04
25634.0,['ZP03' 'ZP02' 'ZP01'],[ 56.  71.  49.],['2015-08' '2015-08' '2015-08'],3,3,58.666666666666664,176.0,71.0,49.0,2015-08,2015-08
353318.0,['ZP02'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
255019.0,['ZP03' 'ZP02' 'ZP01'],[  27.  128.   21.],['2015-06' '2015-08' '2015-08'],3,3,58.666666666666664,176.0,128.0,21.0,2015-06,2015-08
484396.0,['ZP03'],[ 11.],['2015-01'],1,1,11.0,11.0,11.0,11.0,2015-01,2015-01
255021.0,['ZP03' 'ZP02'],[  1.  33.],['2015-06' '2015-08'],2,2,17.0,34.0,33.0,1.0,2015-06,2015-08
517166.0,['ZP01' 'ZP03' 'ZP02'],[  24.  122.  163.],['2015-08' '2015-08' '2015-08'],3,3,103.0,309.0,163.0,24.0,2015-08,2015-08
320562.0,['ZP03' 'ZP02' 'ZP01'],[ 25.65832396  49.          18.        ],['2014-12' '2015-08' '2015-08'],3,3,30.886107986501685,92.65832395950505,49.0,18.0,2014-12,2015-08
484404.0,['ZP03' 'ZP02'],[  1.  12.],['2015-04' '2015-05'],2,2,6.5,13.0,12.0,1.0,2015-04,2015-05
386101.0,['ZP02' 'ZP03'],[ 25.65832396  36.        ],['2014-12' '2015-08'],2,2,30.82916197975253,61.65832395950506,36.0,25.65832395950506,2014-12,2015-08
25652.0,['ZP02'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
25654.0,['ZP03' 'ZP02' 'ZP01'],[ 18.  31.  17.],['2015-08' '2015-08' '2015-08'],3,3,22.0,66.0,31.0,17.0,2015-08,2015-08
451641.0,['ZP03'],[ 2.],['2015-03'],1,1,2.0,2.0,2.0,2.0,2015-03,2015-03
58427.0,['ZP02'],[ 9.],['2015-08'],1,1,9.0,9.0,9.0,9.0,2015-08,2015-08
517183.0,['ZP01' 'ZP02'],[ 25.65832396  12.        ],['2014-11' '2015-08'],2,2,18.82916197975253,37.65832395950506,25.65832395950506,12.0,2014-11,2015-08
386111.0,['ZP02' 'ZP03'],[ 4.  1.],['2015-05' '2015-05'],2,2,2.5,5.0,4.0,1.0,2015-05,2015-05
353345.0,['ZP01' 'ZP02' 'ZP03'],[  11.  134.   10.],['2015-01' '2015-08' '2015-08'],3,3,51.666666666666664,155.0,134.0,10.0,2015-01,2015-08
353346.0,['ZP01' 'ZP02'],[  25.65832396  129.        ],['2014-10' '2015-08'],2,2,77.32916197975253,154.65832395950505,129.0,25.65832395950506,2014-10,2015-08
484416.0,['ZP02'],[ 1.],['2015-06'],1,1,1.0,1.0,1.0,1.0,2015-06,2015-06
287809.0,['ZP03'],[ 19.],['2015-08'],1,1,19.0,19.0,19.0,19.0,2015-08,2015-08
517189.0,['ZP03' 'ZP02' 'ZP01'],[ 25.65832396   1.          34.        ],['2014-10' '2015-02' '2015-06'],3,3,20.21944131983502,60.65832395950506,34.0,1.0,2014-10,2015-06
58436.0,['ZP02'],[ 47.],['2015-08'],1,1,47.0,47.0,47.0,47.0,2015-08,2015-08
484422.0,['ZP01'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
418880.0,['ZP03' 'ZP02'],[ 38.  23.],['2015-08' '2015-08'],2,2,30.5,61.0,38.0,23.0,2015-08,2015-08
386118.0,['ZP03' 'ZP02'],[ 31.  43.],['2015-08' '2015-08'],2,2,37.0,74.0,43.0,31.0,2015-08,2015-08
517190.0,['ZP02' 'ZP01'],[ 34.  26.],['2015-08' '2015-08'],2,2,30.0,60.0,34.0,26.0,2015-08,2015-08
123981.0,['ZP02'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
484429.0,['ZP02'],[ 5.],['2015-05'],1,1,5.0,5.0,5.0,5.0,2015-05,2015-05
287827.0,['ZP02' 'ZP03'],[ 17.  16.],['2015-07' '2015-07'],2,2,16.5,33.0,17.0,16.0,2015-07,2015-07
320596.0,['ZP03'],[ 14.],['2015-08'],1,1,14.0,14.0,14.0,14.0,2015-08,2015-08
353370.0,['ZP02'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
25693.0,['ZP01' 'ZP02'],[ 25.65832396  17.        ],['2014-11' '2015-08'],2,2,21.32916197975253,42.65832395950506,25.65832395950506,17.0,2014-11,2015-08
484445.0,['ZP01'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
517215.0,['ZP03' 'ZP02'],[ 2.  9.],['2015-03' '2015-04'],2,2,5.5,11.0,9.0,2.0,2015-03,2015-04
418909.0,['ZP02'],[ 10.],['2015-05'],1,1,10.0,10.0,10.0,10.0,2015-05,2015-05
386145.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
58463.0,['ZP03'],[ 14.],['2015-06'],1,1,14.0,14.0,14.0,14.0,2015-06,2015-06
386143.0,['ZP02'],[ 9.],['2015-08'],1,1,9.0,9.0,9.0,9.0,2015-08,2015-08
189540.0,['ZP03'],[ 27.],['2015-08'],1,1,27.0,27.0,27.0,27.0,2015-08,2015-08
353378.0,['ZP02'],[ 18.],['2015-08'],1,1,18.0,18.0,18.0,18.0,2015-08,2015-08
484454.0,['ZP01' 'ZP03'],[ 25.65832396  26.        ],['2014-10' '2015-06'],2,2,25.82916197975253,51.65832395950506,26.0,25.65832395950506,2014-10,2015-06
418919.0,['ZP03' 'ZP02'],[ 11.  19.],['2015-01' '2015-08'],2,2,15.0,30.0,19.0,11.0,2015-01,2015-08
222312.0,['ZP02'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
189544.0,['ZP03'],[ 3.],['2015-04'],1,1,3.0,3.0,3.0,3.0,2015-04,2015-04
287847.0,['ZP02'],[ 7.],['2015-05'],1,1,7.0,7.0,7.0,7.0,2015-05,2015-05
353387.0,['ZP02' 'ZP03'],[ 4.  6.],['2015-02' '2015-05'],2,2,5.0,10.0,6.0,4.0,2015-02,2015-05
91242.0,['ZP03'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
58477.0,['ZP01'],[ 1.],['2015-03'],1,1,1.0,1.0,1.0,1.0,2015-03,2015-03
386158.0,['ZP02'],[ 12.],['2015-08'],1,1,12.0,12.0,12.0,12.0,2015-08,2015-08
517231.0,['ZP02'],[ 2.],['2015-04'],1,1,2.0,2.0,2.0,2.0,2015-04,2015-04
451695.0,['ZP02' 'ZP01'],[ 33.  38.],['2015-08' '2015-08'],2,2,35.5,71.0,38.0,33.0,2015-08,2015-08
222321.0,['ZP03' 'ZP01' 'ZP02'],[ 25.65832396  25.65832396  33.        ],['2014-11' '2014-11' '2015-08'],3,3,28.10554930633671,84.31664791901012,33.0,25.65832395950506,2014-11,2015-08
255090.0,['ZP01' 'ZP03' 'ZP02'],[ 25.65832396   4.          18.        ],['2014-12' '2015-01' '2015-08'],3,3,15.886107986501687,47.65832395950506,25.65832395950506,4.0,2014-12,2015-08
124019.0,['ZP03'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
320625.0,['ZP03'],[ 3.],['2015-06'],1,1,3.0,3.0,3.0,3.0,2015-06,2015-06
156789.0,['ZP01'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
91249.0,['ZP03'],[ 19.],['2015-08'],1,1,19.0,19.0,19.0,19.0,2015-08,2015-08
222327.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
287864.0,['ZP02' 'ZP03' 'ZP01'],[ 19.  24.  25.],['2015-05' '2015-08' '2015-08'],3,3,22.666666666666668,68.0,25.0,19.0,2015-05,2015-08
91252.0,['ZP01'],[ 10.],['2015-08'],1,1,10.0,10.0,10.0,10.0,2015-08,2015-08
255099.0,['ZP01'],[ 158.],['2015-08'],1,1,158.0,158.0,158.0,158.0,2015-08,2015-08
287870.0,['ZP03'],[ 5.],['2015-05'],1,1,5.0,5.0,5.0,5.0,2015-05,2015-05
418942.0,['ZP02' 'ZP01'],[ 65.   4.],['2015-08' '2015-08'],2,2,34.5,69.0,65.0,4.0,2015-08,2015-08
287872.0,['ZP03' 'ZP02'],[ 25.65832396  17.        ],['2014-10' '2015-07'],2,2,21.32916197975253,42.65832395950506,25.65832395950506,17.0,2014-10,2015-07
58497.0,['ZP03'],[ 5.],['2015-07'],1,1,5.0,5.0,5.0,5.0,2015-07,2015-07
255106.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
222339.0,['ZP01'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
353410.0,['ZP02'],[ 6.],['2015-08'],1,1,6.0,6.0,6.0,6.0,2015-08,2015-08
