"EID","TYPECODE","DJDATE","IFHOME"
"505967","5504978","2015-07","1"
"505967","5382665","2015-06","1"
"505967","5540067","2015-07","1"
"506358","4655564","2014-10","0"
"506595","4636488","2014-10","1"
"506595","4983423","2015-02","1"
"506595","4170959","2014-05","1"
"506595","4446273","2014-08","1"
"510404","5407458","2015-06","0"
"513856","3229842","2013-12","1"
"513856","4895002","2014-12","1"
"514737","2972022","2013-09","1"
"515378","3093381","2013-10","1"
"515378","4661741","2014-10","1"
"515378","4420634","2014-08","1"
"515378","4250197","2014-06","1"
"518405","3203168","2013-12","0"
"518405","3186295","2013-12","1"
"518405","2982272","2013-09","0"
"518405","2995862","2013-09","1"
"518405","3193033","2013-12","0"
"518405","3203120","2013-12","0"
"518405","2978236","2013-09","1"
"518405","4163057","2014-05","0"
"518405","4691663","2014-11","0"
"518405","4386497","2014-07","0"
"518405","4249581","2014-06","1"
"518405","4481193","2014-08","0"
"518405","4183538","2014-05","0"
"518405","4501339","2014-09","0"
"518405","4699026","2014-11","1"
"518405","4228864","2014-06","0"
"518405","4399962","2014-07","1"
"518405","4930157","2015-01","0"
"518405","4644546","2014-10","1"
"518405","4981890","2015-02","0"
"518405","4644540","2014-10","1"
"518405","5107658","2015-03","0"
"518405","5363288","2015-06","0"
"518405","5499260","2015-07","1"
"518405","5755924","2015-08","1"
"518405","5323551","2015-05","0"
"518405","5271802","2015-05","0"
"518405","5362392","2015-06","0"
"518405","5455285","2015-06","0"
"519283","4264523","2014-06","1"
"519860","4767111","2014-11","0"
"521394","5624028","2015-07","1"
"521394","4791423","2014-12","1"
"526122","5316365","2015-05","0"
"526122","5744446","2015-08","0"
"526122","4443105","2014-08","0"
"252","4917365","2015-01","1"
"252","4012989","2014-02","1"
"541","5556135","2015-07","0"
"541","3973096","2014-01","1"
"4308","4826920","2014-12","1"
"12089","5489700","2015-06","1"
"12089","4509027","2014-09","1"
"12089","4463956","2014-08","1"
"12089","5384964","2015-06","1"
"12089","4463958","2014-08","1"
"12089","5225101","2015-04","1"
"12089","4298503","2014-06","1"
"12089","4142089","2014-05","1"
"12089","5360008","2015-06","1"
"12089","5468207","2015-06","1"
"12089","4224101","2014-06","1"
"13478","4828586","2014-12","1"
"14134","5686468","2015-08","1"
"16876","4237171","2014-06","0"
"16876","4972567","2015-01","0"
"16876","4160528","2014-05","0"
"16876","4221236","2014-06","0"
"16876","4973133","2015-01","0"
"16876","5075853","2015-03","0"
"18534","5707714","2015-08","0"
"18534","5535718","2015-07","0"
"18534","5707714","2015-08","0"
"23582","5216182","2015-04","1"
"23582","5289718","2015-05","1"
"23582","5585062","2015-07","1"
"45594","5468705","2015-06","0"
"45992","4909867","2015-01","1"
"51399","4145405","2014-05","1"
"51588","3096017","2013-11","1"
"51588","3023703","2013-09","1"
"51588","4388973","2014-07","1"
"51588","5790240","2015-08","0"
"51588","4576927","2014-09","1"
"51588","4308198","2014-07","0"
"51588","5775540","2015-08","1"
"51588","4240015","2014-06","0"
"51588","4145339","2014-05","1"
"51588","4839432","2014-12","1"
"51588","5331793","2015-05","0"
"51588","4959763","2015-01","1"
"51588","5396635","2015-06","0"
"51588","4376109","2014-07","1"
"51588","4245380","2014-06","1"
"51588","4870469","2014-12","1"
"51588","4371090","2014-07","0"
"51588","4970902","2015-01","0"
"51588","4538750","2014-09","0"
"51588","5734203","2015-08","1"
"51588","5689800","2015-08","0"
"56232","5625794","2015-07","0"
"56877","4751498","2014-11","1"
"57930","3116683","2013-11","0"
"57968","5273461","2015-05","0"
"57968","4895002","2014-12","1"
"71904","5453457","2015-06","0"
"71904","5134165","2015-03","0"
"72517","5284475","2015-05","1"
"72517","4641982","2014-10","1"
"72517","5499752","2015-07","1"
"78996","5521518","2015-07","1"
"78996","5321060","2015-05","1"
"80031","4631473","2014-10","0"
"80031","4407367","2014-07","1"
"80031","5538639","2015-07","0"
"88217","4151231","2014-05","1"
"89820","3064556","2013-10","1"
"89820","5609213","2015-07","1"
"89820","4301895","2014-07","1"
"89820","5535162","2015-07","1"
"90762","5756912","2015-08","0"
"90762","4419269","2014-08","0"
"90762","5481753","2015-06","0"
"90762","5671900","2015-08","1"
"90762","4974168","2015-01","1"
"90762","5516737","2015-07","1"
"90817","4274434","2014-06","1"
"90817","4262825","2014-06","1"
"90817","4791423","2014-12","1"
"93761","4944623","2015-01","1"
"93761","5762020","2015-08","1"
"93761","5112565","2015-03","1"
"94262","4878962","2014-12","1"
"94262","5382657","2015-06","1"
"94262","5644480","2015-07","1"
"96812","5293861","2015-05","1"
"105893","3035287","2013-10","1"
"105893","3219833","2013-12","1"
"105893","3183185","2013-12","1"
"105893","3173499","2013-12","1"
"105893","3073812","2013-10","1"
"105893","3029530","2013-09","1"
"105893","3165305","2013-11","1"
"105893","4551670","2014-09","1"
"105893","5378189","2015-06","1"
"105893","4607219","2014-10","1"
"105893","5479452","2015-06","1"
"105893","4889524","2014-12","1"
"105893","4779699","2014-11","1"
"105893","5616083","2015-07","1"
"105893","4308021","2014-07","1"
"105893","4316810","2014-07","1"
"105893","4742127","2014-11","1"
"105893","4517703","2014-09","1"
"105893","4779856","2014-11","1"
"105893","4309020","2014-07","1"
"105893","3970213","2014-01","1"
"105893","5674674","2015-08","1"
"105893","4791770","2014-12","1"
"105893","3014044","2013-09","1"
"105893","3012436","2013-09","1"
"107193","5330890","2015-05","1"
"107193","5354847","2015-05","1"
"107193","5492855","2015-07","1"
"110425","5720542","2015-08","0"
"116552","4712383","2014-11","0"
"117374","3166169","2013-11","1"
"117374","5335788","2015-05","0"
"117374","4203709","2014-05","1"
"118315","4308362","2014-07","0"
"121100","4822958","2014-12","0"
"126236","4532307","2014-09","1"
"126236","4430915","2014-08","1"
"126236","4594030","2014-09","1"
"126236","4297652","2014-06","1"
"126236","4272007","2014-06","1"
"127085","3020816","2013-09","1"
"127085","3229842","2013-12","1"
"127085","4114173","2014-04","1"
"127085","4895002","2014-12","1"
"127085","5136203","2015-03","1"
"127085","4538452","2014-09","1"
"127085","4396649","2014-07","1"
"127085","5112565","2015-03","1"
"128363","3200322","2013-12","0"
"128363","4539391","2014-09","0"
"128363","4984346","2015-02","0"
"128363","5494814","2015-07","0"
"128363","5283146","2015-05","0"
"128363","5154199","2015-04","0"
"128363","5498304","2015-07","0"
"130889","4856349","2014-12","1"
"130889","5225864","2015-04","1"
"139458","4684211","2014-10","0"
"139458","5564323","2015-07","1"
"139458","4451128","2014-08","0"
"139458","4035283","2014-03","0"
"140980","4701634","2014-11","1"
"140980","4796901","2014-12","1"
"143572","5665932","2015-08","1"
"143572","4591481","2014-09","1"
"143572","4961564","2015-01","1"
"146453","3168933","2013-12","1"
"146453","3138213","2013-11","1"
"146453","5757274","2015-08","0"
"146453","3110740","2013-11","1"
"146453","4811838","2014-12","0"
"146453","5685231","2015-08","0"
"146453","3171766","2013-12","0"
"146453","3050751","2013-10","0"
"146453","3147589","2013-11","0"
"146453","4859471","2014-12","0"
"146453","4558230","2014-09","0"
"146453","4838440","2014-12","0"
"146453","4342757","2014-07","0"
"146453","4771518","2014-11","0"
"146453","4302645","2014-07","0"
"146453","4289345","2014-06","0"
"146453","4451563","2014-08","1"
"146453","4284869","2014-06","1"
"146453","3971285","2014-01","1"
"146453","4197000","2014-05","1"
"146453","4894725","2014-12","0"
"146453","4755434","2014-11","0"
"146453","4838420","2014-12","0"
"146453","4076277","2014-03","1"
"147274","4558724","2014-09","0"
"153989","3225216","2013-12","1"
"153989","4625036","2014-10","0"
"153989","4919971","2015-01","0"
"153989","5786685","2015-08","1"
"153989","5122727","2015-03","1"
"153989","4045400","2014-03","1"
"153989","5498105","2015-07","0"
"153989","3071415","2013-10","0"
"153989","5750101","2015-08","1"
"154793","3229842","2013-12","1"
"154793","4895002","2014-12","1"
"158360","3107325","2013-11","1"
"159475","4826549","2014-12","1"
"159475","4983423","2015-02","1"
"159475","4048876","2014-03","1"
"165400","5143544","2015-03","1"
"165400","5663348","2015-08","1"
"165400","5228948","2015-04","1"
"167524","5618052","2015-07","1"
"169988","4892690","2014-12","1"
"172951","4874977","2014-12","0"
"177971","5040819","2015-03","0"
"177971","5042864","2015-03","0"
"179875","4930222","2015-01","1"
"179875","5119883","2015-03","1"
"179875","4592973","2014-09","1"
"179875","4523669","2014-09","1"
"179875","5431003","2015-06","1"
"179875","5430999","2015-06","1"
"179875","5113464","2015-03","1"
"191738","3054762","2013-10","1"
"191738","4509075","2014-09","1"
"191738","5314637","2015-05","1"
"195277","4439111","2014-08","1"
"200805","4462190","2014-08","0"
"200805","4448990","2014-08","0"
"200845","3008588","2013-09","0"
"200845","3178007","2013-12","0"
"200845","3197077","2013-12","1"
"200845","3094010","2013-10","0"
"200845","4620643","2014-10","0"
"200845","4738490","2014-11","0"
"201801","4813674","2014-12","1"
"208320","3175212","2013-12","1"
"208320","3010226","2013-09","1"
"208320","3135723","2013-11","1"
"208320","5788039","2015-08","1"
"208567","3229842","2013-12","1"
"208567","4895002","2014-12","1"
"212428","4490909","2014-08","1"
"212428","4791423","2014-12","1"
"213248","5738216","2015-08","1"
"217295","3156419","2013-11","0"
"217295","4339614","2014-07","0"
"217339","3084363","2013-10","1"
"217339","3242257","2013-12","1"
"217339","4642495","2014-10","1"
"217339","4760873","2014-11","1"
"217339","4944142","2015-01","1"
"218903","3021528","2013-09","0"
"218903","5727076","2015-08","0"
"218903","4177677","2014-05","0"
"218903","5340296","2015-05","0"
"218903","4878191","2014-12","0"
"218903","4345147","2014-07","0"
"218903","4003122","2014-01","0"
"219167","5704617","2015-08","0"
"219444","4456025","2014-08","1"
"219444","4227912","2014-06","0"
"227362","3122452","2013-11","1"
"227362","3210305","2013-12","1"
"227362","4239964","2014-06","1"
"227362","4131097","2014-04","1"
"227362","4434290","2014-08","1"
"227975","5282021","2015-05","0"
"227975","5166827","2015-04","0"
"228018","4078229","2014-04","1"
"228018","4753254","2014-11","1"
"229917","5543122","2015-07","0"
"229917","4731081","2014-11","1"
"231270","3238493","2013-12","1"
"231270","5698124","2015-08","1"
"231270","4478390","2014-08","1"
"237695","4110465","2014-04","0"
"237839","4705164","2014-11","1"
"243034","3027021","2013-09","1"
"243034","4926309","2015-01","1"
"243034","4840775","2014-12","1"
"243034","4439284","2014-08","1"
"243034","4157826","2014-05","1"
"243489","4108157","2014-04","0"
"243489","5720451","2015-08","0"
"243489","5149266","2015-04","1"
"243489","5355798","2015-05","1"
"252316","4179155","2014-05","0"
"252712","4329769","2014-07","1"
"252712","4329839","2014-07","1"
"253029","5569305","2015-07","1"
"253029","5171289","2015-04","1"
"253029","5454402","2015-06","1"
"258227","5253565","2015-05","1"
"260405","4346830","2014-07","1"
"260405","4964537","2015-01","0"
"260405","5349559","2015-05","0"
"261032","3972758","2014-01","0"
"264882","4791423","2014-12","1"
"264882","4509080","2014-09","1"
"265277","3197466","2013-12","1"
"265277","3110542","2013-11","1"
"265277","3110543","2013-11","1"
"265277","5063616","2015-03","1"
"266232","3043830","2013-10","1"
"266232","3979816","2014-01","1"
"266232","4170665","2014-05","1"
"266232","4331894","2014-07","1"
"266232","5325973","2015-05","1"
"268772","5639883","2015-07","1"
"268772","5654149","2015-08","1"
"279374","4064910","2014-03","0"
"284495","5169401","2015-04","1"
"284495","5702803","2015-08","1"
"284495","4466888","2014-08","1"
"284495","4245154","2014-06","1"
"288748","2978869","2013-09","0"
"288748","4496955","2014-08","1"
"288748","5375958","2015-06","1"
"295933","3181361","2013-12","1"
"295933","4570846","2014-09","1"
"295933","5563123","2015-07","1"
"295933","5459549","2015-06","1"
"295933","4232752","2014-06","1"
"295933","4695026","2014-11","1"
"295933","4107576","2014-04","1"
"295933","4126279","2014-04","1"
"295933","5319573","2015-05","1"
"299089","4154760","2014-05","1"
"305326","4240629","2014-06","1"
"310789","4001300","2014-01","0"
"318258","3247216","2013-12","1"
"318258","5505803","2015-07","1"
"318258","4397929","2014-07","1"
"318258","4456681","2014-08","1"
"318258","5395402","2015-06","1"
"318394","4847964","2014-12","1"
"318394","4236562","2014-06","1"
"318394","4369499","2014-07","1"
"318394","5791054","2015-08","1"
"318394","5642863","2015-07","1"
"318394","4695395","2014-11","1"
"318394","4643902","2014-10","1"
"318394","4648976","2014-10","1"
"318394","4376755","2014-07","1"
"318394","3965891","2014-01","1"
"318394","4450976","2014-08","1"
"318394","3091509","2013-10","1"
"327039","4197131","2014-05","1"
"327039","4197131","2014-05","1"
"327084","5414498","2015-06","1"
"327084","5311267","2015-05","1"
"327084","5407912","2015-06","1"
"327084","4189092","2014-05","1"
"332172","3068994","2013-10","0"
"332172","3220008","2013-12","0"
"332172","4713327","2014-11","0"
"332172","4418394","2014-08","0"
"332172","4401200","2014-07","0"
"338981","3226066","2013-12","0"
"338981","3056642","2013-10","0"
"338981","3245218","2013-12","0"
"338981","3225836","2013-12","0"
"338981","3226062","2013-12","0"
"338981","3235526","2013-12","0"
"338981","3047384","2013-10","0"
"342099","2974155","2013-09","1"
"342099","3046245","2013-10","1"
"342099","3164229","2013-11","0"
"342099","3219710","2013-12","1"
"342099","3087972","2013-10","1"
"342099","3164514","2013-11","1"
"342099","3091232","2013-10","1"
"342099","3163180","2013-11","1"
"342099","3040313","2013-10","1"
"342099","3004299","2013-09","1"
"342099","3166921","2013-11","1"
"342099","3122895","2013-11","1"
"342099","3128868","2013-11","1"
"342099","3040336","2013-10","1"
"342099","3091574","2013-10","1"
"342099","3197030","2013-12","0"
"342099","3164324","2013-11","1"
"342099","3001116","2013-09","0"
"342099","3043289","2013-10","0"
"342099","2982431","2013-09","0"
"342099","3001109","2013-09","1"
"342099","3007024","2013-09","1"
"342099","2977244","2013-09","1"
"342099","3068291","2013-10","1"
"342099","2990145","2013-09","0"
"342099","3107452","2013-11","1"
"342099","3168060","2013-11","1"
"342099","3109914","2013-11","0"
"342099","2983533","2013-09","1"
"342099","3005902","2013-09","1"
"342099","2983668","2013-09","1"
"342099","3164210","2013-11","1"
"342099","2982389","2013-09","1"
"342099","3164272","2013-11","1"
"342099","2973880","2013-09","1"
"342099","2990119","2013-09","1"
"342099","3167423","2013-11","1"
"342099","3117025","2013-11","1"
"342099","3017964","2013-09","1"
"342099","2982363","2013-09","1"
"342099","3102479","2013-11","1"
"342099","3043663","2013-10","1"
"342099","3163176","2013-11","1"
"342099","4633818","2014-10","1"
"342099","4151430","2014-05","1"
"342099","4279897","2014-06","0"
"342099","4661489","2014-10","1"
"342099","5490009","2015-06","1"
"342099","4261412","2014-06","0"
"342099","4326808","2014-07","1"
"342099","4683190","2014-10","1"
"342099","4261392","2014-06","1"
"342099","4858796","2014-12","1"
"342099","5166402","2015-04","1"
"342099","4446764","2014-08","0"
"342099","4775775","2014-11","0"
"342099","4515553","2014-09","1"
"342099","5336448","2015-05","1"
"342099","5183649","2015-04","1"
"342099","4936740","2015-01","1"
"342099","4240941","2014-06","1"
"342099","4821945","2014-12","1"
"342099","4461920","2014-08","1"
"342099","4357190","2014-07","1"
"342099","4486660","2014-08","1"
"342099","4958645","2015-01","1"
"342099","4327488","2014-07","1"
"342099","5215734","2015-04","1"
"342099","5511421","2015-07","1"
"342099","5489965","2015-06","1"
"342099","4197674","2014-05","1"
"342099","4869752","2014-12","1"
"342099","5157054","2015-04","1"
"342099","4516789","2014-09","1"
"342099","4847487","2014-12","1"
"342099","5535862","2015-07","1"
"342099","4308993","2014-07","1"
"342099","4331407","2014-07","1"
"342099","4125806","2014-04","1"
"342099","4847492","2014-12","1"
"342099","4197883","2014-05","1"
"342099","4199569","2014-05","1"
"342099","4785076","2014-11","1"
"342099","5309341","2015-05","0"
"342099","4197495","2014-05","1"
"342099","4312142","2014-07","1"
"342099","4859228","2014-12","1"
"342099","4580281","2014-09","1"
"342099","4530640","2014-09","1"
"342099","4497398","2014-08","0"
"342099","4752954","2014-11","1"
"342099","4261804","2014-06","1"
"342099","5336450","2015-05","1"
"342099","4434292","2014-08","1"
"342099","4198801","2014-05","1"
"342099","4364004","2014-07","1"
"342099","4380298","2014-07","1"
"342099","4516251","2014-09","0"
"342099","4584498","2014-09","1"
"342099","4747384","2014-11","1"
"342099","4443380","2014-08","1"
"342099","4106904","2014-04","1"
"342099","4637892","2014-10","1"
"342099","4651690","2014-10","1"
"342099","4764379","2014-11","1"
"342456","3054784","2013-10","1"
"342456","4791423","2014-12","1"
"344422","3133437","2013-11","1"
"344422","3220106","2013-12","1"
"344422","4894480","2014-12","1"
"344422","5403410","2015-06","1"
"344422","4543061","2014-09","1"
"344422","4654506","2014-10","1"
"344422","4194403","2014-05","1"
"344422","4324500","2014-07","0"
"345359","5493838","2015-07","1"
"345359","4444413","2014-08","1"
"345359","4830798","2014-12","1"
"345359","4588257","2014-09","1"
"345359","4340774","2014-07","1"
"345359","5495307","2015-07","1"
"351465","3222408","2013-12","1"
"352441","5468296","2015-06","0"
"360754","5229680","2015-04","1"
"362847","3110104","2013-11","0"
"362847","3037439","2013-10","1"
"362847","3176827","2013-12","1"
"362847","4630806","2014-10","1"
"362847","4229871","2014-06","1"
"362847","4633264","2014-10","0"
"362847","5343841","2015-05","1"
"362847","4670842","2014-10","0"
"362847","5492987","2015-07","0"
"362847","5743493","2015-08","0"
"362847","5483408","2015-06","0"
"362847","4403397","2014-07","1"
"362847","4701028","2014-11","1"
"362847","4199549","2014-05","1"
"362847","5016272","2015-02","1"
"362847","4770682","2014-11","1"
"362847","4548662","2014-09","1"
"362847","5483819","2015-06","0"
"362847","4267544","2014-06","1"
"362847","4631942","2014-10","0"
"362847","4066857","2014-03","1"
"362847","4887207","2014-12","0"
"362847","4631891","2014-10","0"
"362847","4739735","2014-11","0"
"362847","4111416","2014-04","1"
"362847","4883860","2014-12","1"
"363470","4947973","2015-01","0"
"368296","4700226","2014-11","0"
"369574","4638776","2014-10","1"
"372926","3229842","2013-12","1"
"372926","4538452","2014-09","1"
"372926","4396649","2014-07","1"
"377304","4748689","2014-11","0"
"377304","5788713","2015-08","0"
"385432","4274368","2014-06","1"
"385432","4262697","2014-06","1"
"387575","5151388","2015-04","1"
"387820","3235184","2013-12","1"
"396325","5684780","2015-08","1"
"400248","4307395","2014-07","1"
"400703","4823555","2014-12","0"
"401446","4929398","2015-01","1"
"405119","4978730","2015-02","0"
"407628","4280959","2014-06","0"
"407628","5511402","2015-07","0"
"409873","4141753","2014-05","1"
"409873","5390950","2015-06","1"
"411364","4895002","2014-12","1"
"426544","3025435","2013-09","0"
"426544","4286957","2014-06","0"
"426544","4102310","2014-04","1"
"426544","4208461","2014-05","1"
"426544","4326281","2014-07","1"
"426544","4103522","2014-04","1"
"426544","4599268","2014-09","0"
"426544","4764962","2014-11","1"
"426544","4157755","2014-05","1"
"426544","4810979","2014-12","1"
"426544","5366485","2015-06","1"
"426544","5619110","2015-07","1"
"426544","5038938","2015-03","0"
"426544","4154445","2014-05","1"
"426675","3081241","2013-10","0"
"426675","3214860","2013-12","0"
"429306","4275939","2014-06","1"
"429306","5339065","2015-05","1"
"429310","5780595","2015-08","0"
"429310","5222118","2015-04","0"
"429310","5435385","2015-06","0"
"429310","4220364","2014-06","0"
"429310","5323886","2015-05","0"
"429310","5482386","2015-06","0"
"438539","5549151","2015-07","1"
"438539","4263373","2014-06","1"
"439882","3217608","2013-12","1"
"439882","4640158","2014-10","0"
"439882","4203244","2014-05","1"
"439882","5521358","2015-07","1"
"448469","4466908","2014-08","1"
"448469","4194403","2014-05","1"
"450716","5465196","2015-06","0"
"450716","5745612","2015-08","0"
"450716","5527967","2015-07","0"
"450716","5498135","2015-07","0"
"452028","4022761","2014-02","1"
"453663","3190885","2013-12","1"
"453663","4752378","2014-11","1"
"453663","4502121","2014-09","1"
"454881","3004264","2013-09","1"
"454881","5368321","2015-06","0"
"454881","5391504","2015-06","0"
"454881","5061803","2015-03","0"
"454881","5147853","2015-03","0"
"454881","4857002","2014-12","0"
"454881","5609264","2015-07","0"
"454881","4281584","2014-06","0"
"454881","4328115","2014-07","0"
"454881","4981756","2015-02","1"
"454881","4642853","2014-10","0"
"454881","5468235","2015-06","0"
"454881","4878194","2014-12","1"
"456706","4040324","2014-03","0"
"457256","5408985","2015-06","1"
"458469","5677485","2015-08","0"
"458469","4755628","2014-11","0"
"458551","3163621","2013-11","1"
"458551","3210085","2013-12","1"
"458551","3210076","2013-12","1"
"458551","2986603","2013-09","1"
"458551","3082206","2013-10","1"
"458551","3210344","2013-12","1"
"458551","3101740","2013-11","1"
"458551","3128820","2013-11","1"
"458551","3217666","2013-12","1"
"458551","2986587","2013-09","1"
"458551","3104762","2013-11","1"
"458551","3233499","2013-12","1"
"458551","3125232","2013-11","1"
"458551","3136571","2013-11","1"
"458551","2980591","2013-09","1"
"458551","3243466","2013-12","1"
"458551","3192500","2013-12","1"
"458551","3209385","2013-12","1"
"458551","4639972","2014-10","1"
"458551","4308634","2014-07","1"
"458551","4429086","2014-08","1"
"458551","4576364","2014-09","1"
"458551","4742150","2014-11","1"
"458551","4508549","2014-09","0"
"458551","4648753","2014-10","1"
"458551","4615568","2014-10","1"
"458551","4811047","2014-12","1"
"458551","4474602","2014-08","1"
"458551","5244446","2015-04","1"
"458551","4104464","2014-04","1"
"458551","4399507","2014-07","1"
"458551","4970922","2015-01","1"
"458551","4474597","2014-08","1"
"458551","4869379","2014-12","1"
"458551","4592722","2014-09","1"
"458551","4593986","2014-09","1"
"458551","4019784","2014-02","1"
"458551","4197366","2014-05","1"
"458551","4644247","2014-10","1"
"458551","5326316","2015-05","1"
"458551","4311992","2014-07","1"
"458551","4125789","2014-04","1"
"458551","4474601","2014-08","1"
"458551","4670102","2014-10","1"
"458551","4197004","2014-05","1"
"458551","4630890","2014-10","1"
"458551","4399505","2014-07","1"
"458551","4030273","2014-02","1"
"458551","4593038","2014-09","1"
"458551","5309368","2015-05","1"
"458551","4595895","2014-09","1"
"458551","4205004","2014-05","1"
"458551","4392058","2014-07","1"
"458551","4438161","2014-08","1"
"458551","5027930","2015-02","1"
"458551","4850750","2014-12","1"
"458551","4778391","2014-11","1"
"458551","4579235","2014-09","1"
"458551","4601328","2014-10","1"
"458551","4601462","2014-10","1"
"458551","4584485","2014-09","1"
"458551","4725866","2014-11","1"
"458551","4761619","2014-11","1"
"458551","4144227","2014-05","1"
"458551","4396277","2014-07","1"
"458551","4856902","2014-12","1"
"458551","5238535","2015-04","1"
"458551","4570824","2014-09","1"
"458551","4856116","2014-12","1"
"458551","4936280","2015-01","1"
"458551","4197489","2014-05","1"
"458551","4761617","2014-11","1"
"458551","4700074","2014-11","1"
"458551","4630905","2014-10","1"
"458551","4502120","2014-09","1"
"458551","4761630","2014-11","1"
"458551","4543028","2014-09","1"
"458551","3167539","2013-11","1"
"458551","4125990","2014-04","1"
"458551","4800302","2014-12","1"
"458551","4411967","2014-08","1"
"458551","4671830","2014-10","1"
"458551","5025855","2015-02","1"
"462434","4034473","2014-02","1"
"462434","4917365","2015-01","1"
"462434","4006751","2014-01","1"
"462434","4700998","2014-11","1"
"462434","5468259","2015-06","1"
"472977","4070770","2014-03","0"
"472977","5515570","2015-07","0"
"476656","4984661","2015-02","1"
"481298","5789353","2015-08","1"
"483219","4110871","2014-04","1"
"484429","3194469","2013-12","1"
"499054","5305785","2015-05","1"
"499054","5352091","2015-05","1"
"499622","5698249","2015-08","1"
"499622","4257090","2014-06","1"
"499622","5602043","2015-07","1"
"499622","4610174","2014-10","1"
"499622","4095524","2014-04","1"
"499622","5112073","2015-03","1"
"500993","3122577","2013-11","1"
"502928","4705624","2014-11","1"
"506434","3149878","2013-11","0"
"506434","3044813","2013-10","0"
"506434","2996543","2013-09","0"
"508360","5306129","2015-05","1"
"508780","3124002","2013-11","1"
"508780","4110842","2014-04","1"
"508780","4148668","2014-05","1"
"508780","5354535","2015-05","1"
"508780","4383940","2014-07","1"
"508780","4655139","2014-10","1"
"508780","4015395","2014-02","1"
"508780","4631090","2014-10","1"
"508780","3992889","2014-01","1"
"508780","4270581","2014-06","1"
"508780","4763328","2014-11","1"
"508780","4335862","2014-07","1"
"512604","5260115","2015-05","1"
"512749","5225632","2015-04","1"
"517459","5220785","2015-04","1"
"2065","4141753","2014-05","1"
"2065","5390950","2015-06","1"
"2452","5000945","2015-02","1"
"2452","4536587","2014-09","1"
"11848","5593126","2015-07","0"
"13505","3239152","2013-12","1"
"18021","3088687","2013-10","0"
"18021","3040551","2013-10","1"
"18021","3044624","2013-10","0"
"18021","4997447","2015-02","0"
"18021","3076953","2013-10","0"
"18021","5495400","2015-07","0"
"18021","3136607","2013-11","1"
"18021","3210225","2013-12","0"
"18021","4005353","2014-01","0"
"18021","4229116","2014-06","1"
"18021","5438651","2015-06","0"
"18021","5449576","2015-06","0"
"18021","4394715","2014-07","0"
"18021","4407480","2014-07","1"
"18021","4248777","2014-06","0"
"18021","4904752","2015-01","0"
"18021","5207738","2015-04","0"
"18021","4421178","2014-08","0"
"18021","4368576","2014-07","0"
"18021","4853171","2014-12","1"
"18021","4109602","2014-04","0"
"18021","4617315","2014-10","0"
"18021","4393085","2014-07","0"
"18021","4385556","2014-07","0"
"18021","4393497","2014-07","0"
"18021","5501846","2015-07","0"
"18021","4645046","2014-10","0"
"18021","4063556","2014-03","0"
"18021","4883033","2014-12","0"
"18021","5298355","2015-05","1"
"18021","5457281","2015-06","1"
"18021","4454217","2014-08","0"
"18021","4727788","2014-11","0"
"18021","4320939","2014-07","0"
"18021","4152425","2014-05","0"
"18021","4042746","2014-03","0"
"18021","4670833","2014-10","1"
"18021","5317368","2015-05","1"
"18021","5312258","2015-05","1"
"18021","4592135","2014-09","0"
"18834","4786595","2014-11","0"
"18834","5444826","2015-06","0"
"18834","4486555","2014-08","0"
"18834","4368487","2014-07","0"
"18834","4089735","2014-04","1"
"19235","3229842","2013-12","1"
"20211","4741394","2014-11","0"
"20211","4871390","2014-12","0"
"20211","5573620","2015-07","0"
"20211","4229187","2014-06","0"
"20211","5086644","2015-03","0"
"22048","4498019","2014-08","1"
"26771","5492855","2015-07","1"
"29895","4034473","2014-02","1"
"29895","4917365","2015-01","1"
"34664","2999546","2013-09","0"
"37246","4383319","2014-07","1"
"40381","4160021","2014-05","1"
"46317","4003956","2014-01","1"
"46317","5675550","2015-08","0"
"46317","4926737","2015-01","0"
"50267","5629212","2015-07","1"
"50267","5629183","2015-07","1"
"50267","4440024","2014-08","1"
"57942","3147278","2013-11","0"
"57942","3165130","2013-11","0"
"57942","4044498","2014-03","1"
"57942","4486254","2014-08","0"
"58324","5764038","2015-08","1"
"60070","3221319","2013-12","1"
"60070","4026576","2014-02","0"
"60070","4748985","2014-11","1"
"60070","5659906","2015-08","1"
"60070","4470810","2014-08","1"
"60070","4050949","2014-03","1"
"60070","4343625","2014-07","1"
"60466","4982257","2015-02","0"
"65679","5247144","2015-04","0"
"73202","5473869","2015-06","0"
"73529","4857838","2014-12","1"
"73529","5438125","2015-06","0"
"73529","4791787","2014-12","0"
"73529","4868664","2014-12","0"
"73529","5541457","2015-07","0"
"74420","3224965","2013-12","0"
"74420","3224921","2013-12","0"
"74420","3224908","2013-12","0"
"74420","5292887","2015-05","0"
"74420","5113161","2015-03","0"
"74420","4154906","2014-05","0"
"74420","4683916","2014-10","0"
"74420","5235217","2015-04","0"
"74420","5180080","2015-04","0"
"74420","4791663","2014-12","0"
"76022","4701635","2014-11","1"
"76227","5606576","2015-07","0"
"76227","5648679","2015-08","0"
"76227","5758439","2015-08","0"
"76227","5606668","2015-07","0"
"76227","5763465","2015-08","0"
"76227","3155162","2013-11","1"
"76227","3213490","2013-12","1"
"76227","3161013","2013-11","1"
"76227","5631343","2015-07","0"
"76227","3134491","2013-11","1"
"76227","3206873","2013-12","1"
"76227","3134556","2013-11","1"
"76227","3099780","2013-11","1"
"76227","3213443","2013-12","1"
