"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"472692","108750787","2014-08-01","12800"
"472692","108750784","2014-08-01","12100"
"472692","91668412","2014-08-01","12100"
"472692","91704507","2013-12-01","3400"
"472692","80303748","2013-11-01","9800"
"472692","85061366","2014-08-01","41400"
"472692","75021052","2013-12-01","0"
"473947","44498632","2012-11-01","0"
"473947","85068537","2014-08-01","68400"
"473947","93762237","2014-06-01","208000"
"473947","91875835","2014-08-01","68400"
"473947","81442087","2014-06-01","208000"
"474651","88403150","2014-10-01","700000"
"474796","97771676","2014-12-01","13800"
"475495","98096347","2015-02-01","10000"
"475495","96998936","2015-02-01","10000"
"475495","98096440","2015-02-01","10000"
"478055","76445512","2014-02-01","8736000"
"478055","101688226","2014-12-01","4500000"
"478055","97940056","2014-12-01","4500000"
"478055","79623068","2014-02-01","8736000"
"478055","91796228","2014-02-01","8736000"
"482409","61110694","2013-03-01","12500"
"482938","98522845","2015-03-01","3600000"
"484681","101482727","2015-05-01","4100"
"484681","110670291","2015-05-01","4100"
"486211","93815081","2014-12-01","14300"
"486211","96506209","2015-01-01","62900"
"486211","103050697","2015-02-01","19900"
"486211","96506199","2015-01-01","20300"
"486211","96506150","2015-01-01","48000"
"486211","96506211","2015-01-01","30000"
"486211","96506203","2015-01-01","54800"
"486211","96506201","2015-01-01","29900"
"486211","103050701","2015-02-01","53200"
"486211","96506207","2015-01-01","35000"
"491343","89116775","2014-10-01","100"
"495554","81303858","2013-08-01","11400"
"495554","68735874","2013-08-01","11400"
"497704","62217597","2013-03-01","700500"
"507254","75014308","2013-12-01","29900"
"507254","75014297","2013-12-01","27500"
"507254","72850352","2013-12-01","29900"
"507254","72850358","2013-12-01","27500"
"525044","100546422","2015-04-01","12900"
"525044","103048275","2015-06-01","500"
"1479","76438486","2014-02-01","2200"
"6591","73384639","2013-08-01","45000"
"12073","75023054","2013-12-01","1800"
"12073","91757695","2014-07-01","33000"
"12073","94422686","2014-09-01","67500"
"12073","85061194","2014-07-01","33000"
"12073","80300966","2013-12-01","1800"
"12845","97810860","2014-04-01","2111800"
"12845","91708281","2014-04-01","2111800"
"12845","87435039","2014-04-01","2111800"
"14523","99273293","2015-03-01","228700"
"14523","108979341","2015-03-01","74400"
"14523","108979332","2015-03-01","228700"
"14523","99273329","2015-03-01","74400"
"14523","81322259","2014-04-01","0"
"14523","99912952","2015-04-01","64600"
"16192","67921362","2013-07-01","556300"
"22541","101094367","2015-05-01","108000"
"22541","100644688","2015-04-01","42200"
"22541","96503527","2015-01-01","30900"
"22541","103065156","2015-05-01","63600"
"22541","96503525","2015-01-01","15600"
"22541","101094369","2015-05-01","63600"
"22541","100644690","2015-04-01","31400"
"22541","103065152","2015-05-01","108000"
"22541","96503529","2015-01-01","200000"
"23689","81463227","2014-06-01","74200"
"25752","97801444","2014-09-01","5200"
"25752","88349880","2014-09-01","5200"
"26459","97812080","2014-04-01","27900"
"26459","79310685","2014-04-01","27900"
"26459","91919079","2014-04-01","27900"
"28754","91909829","2014-02-01","4010100"
"28754","97803666","2014-02-01","4010100"
"28754","79623625","2014-02-01","4010100"
"28754","76446133","2014-02-01","4010100"
"29041","101047096","2015-01-01","32000"
"29041","108757106","2015-08-01","443100"
"29041","110669635","2015-06-01","136300"
"29041","105729064","2015-08-01","443100"
"29041","99028778","2015-01-01","0"
"29041","61049247","2013-02-01","29600"
"29041","99028625","2015-01-01","32000"
"29041","97766761","2014-11-01","1246000"
"33606","82042364","2014-07-01","398500"
"33606","60474813","2013-02-01","475700"
"33606","101884630","2015-05-01","0"
"34150","91690808","2014-07-01","1900"
"34150","86798186","2014-07-01","1900"
"34150","85553060","2014-07-01","1900"
"34150","91677902","2014-07-01","1900"
"42051","102352493","2014-12-01","55500"
"42051","102352487","2014-12-01","105300"
"42051","102352482","2014-12-01","8900"
"42051","102352475","2014-12-01","28300"
"42051","102352507","2014-12-01","8800"
"42051","102352536","2014-12-01","45700"
"42051","102352655","2015-01-01","6200"
"42051","102352648","2015-01-01","5400"
"42051","102352581","2014-12-01","91500"
"42051","102352574","2014-12-01","23900"
"42051","102352553","2014-12-01","18100"
"42051","102352548","2014-12-01","14200"
"42051","102352540","2014-12-01","42600"
"42051","102352521","2014-12-01","152700"
"42051","102352516","2014-12-01","60800"
"42051","102352502","2014-12-01","44700"
"42051","102352497","2014-12-01","77500"
"42051","93537702","2014-12-01","28300"
"42051","93537730","2014-12-01","77500"
"42051","97934169","2014-12-01","55500"
"42051","93537970","2014-12-01","55500"
"42051","93537967","2014-12-01","13200"
"42051","93537961","2014-12-01","25000"
"42051","103033528","2014-12-01","60800"
"42051","97934200","2014-12-01","91500"
"42051","103033512","2014-12-01","8800"
"42051","103033744","2014-12-01","76100"
"42051","103033739","2014-12-01","8600"
"42051","103033728","2014-12-01","37300"
"42051","93537984","2014-12-01","76100"
"42051","93537980","2014-12-01","8600"
"42051","93537734","2014-12-01","44700"
"42051","103033724","2014-12-01","55500"
"42051","103033609","2014-12-01","18100"
"42051","102300160","2014-12-01","23400"
"42051","103033583","2014-12-01","42600"
"42051","93537990","2014-12-01","4300"
"42051","93537751","2014-12-01","45700"
"42051","102300172","2014-12-01","3600"
"42051","93537758","2014-12-01","14200"
"42051","93537754","2014-12-01","42600"
"42051","93537706","2014-12-01","8900"
"42051","103033649","2014-12-01","91500"
"42051","93537747","2014-12-01","20700"
"42051","103033595","2014-12-01","14200"
"42051","103033467","2014-12-01","105300"
"42051","103033733","2014-12-01","37800"
"42051","103033569","2014-12-01","45700"
"42051","93537987","2014-12-01","5100"
"42051","103033995","2015-01-01","6200"
"42051","85047926","2014-03-01","1179200"
"42051","81327922","2014-04-01","1300"
"42051","103033987","2015-01-01","5400"
"42051","103033481","2014-12-01","55500"
"42051","103033490","2014-12-01","77500"
"42051","103033454","2014-12-01","8900"
"42051","103033623","2014-12-01","23900"
"42051","102699740","2014-12-01","152700"
"42051","103033753","2014-12-01","5100"
"42051","103033501","2014-12-01","44700"
"42051","102352529","2014-12-01","20700"
"42051","93537710","2014-12-01","105300"
"42051","93537741","2014-12-01","60800"
"42051","93537964","2014-12-01","3600"
"42051","93537973","2014-12-01","37300"
"42051","93537744","2014-12-01","152700"
"42051","93537880","2014-12-01","23400"
"42051","93537977","2014-12-01","37800"
"42051","93537737","2014-12-01","8800"
"42051","97941708","2014-12-01","18100"
"42051","97934189","2014-12-01","23900"
"42051","103033761","2014-12-01","4300"
"42051","85047833","2014-03-01","45700"
"42051","76435659","2014-03-01","45700"
"42051","103033441","2014-12-01","28300"
"43746","85052517","2014-07-01","4500"
"43746","91750510","2014-10-01","479400"
"43746","99059603","2015-02-01","129600"
"43746","75006724","2013-12-01","1097200"
"48718","62109645","2013-03-01","1900"
"48718","74999333","2014-01-01","600"
"49489","99915458","2015-04-01","3300800"
"56010","110581104","2014-11-01","10621100"
"60605","62108755","2013-04-01","3853500"
"60605","79625663","2014-02-01","50291800"
"60605","76458313","2014-02-01","50291800"
"64265","75071564","2014-01-01","18500"
"64265","80347368","2014-01-01","18500"
"64265","97939128","2014-01-01","18500"
"64265","67903571","2013-06-01","5600"
"64265","61433821","2013-04-01","4700"
"64265","60039817","2012-12-01","2400"
"64265","61604624","2013-05-01","1800"
"64265","79310768","2014-04-01","30100"
"64265","83569518","2014-04-01","1800"
"65950","97939143","2014-03-01","14600"
"65950","101686719","2014-03-01","14600"
"65950","79285467","2014-03-01","14600"
"67929","91875833","2014-08-01","156800"
"67929","85068490","2014-08-01","156800"
"71376","91782974","2014-06-01","2544200"
"71376","85042738","2013-12-01","1312600"
"71376","97803148","2013-12-01","1312600"
"71376","72818052","2013-12-01","1312600"
"71510","105604872","2015-08-01","191000"
"72738","103028148","2015-03-01","25000"
"72738","98626631","2015-03-01","25000"
"72738","73382254","2013-08-01","0"
"73162","87434612","2014-04-01","52300"
"73162","91707114","2014-04-01","52300"
"75845","73392619","2013-10-01","12900"
"77205","9306101","2015-05-01","89000"
"77205","101821128","2015-05-01","89000"
"80622","91767014","2014-10-01","2498600"
"80628","80108554","2014-04-01","20900"
"80697","61296045","2013-04-01","116800"
"84383","81329943","2014-04-01","37500"
"84383","81329939","2014-04-01","31300"
"86457","73333727","2013-10-01","70800"
"87524","61050054","2013-02-01","24400"
"88034","80107578","2014-03-01","50500"
"88034","96489313","2015-01-01","26400"
"88034","99032098","2015-01-01","46500"
"95439","103422670","2015-06-01","20000"
"95439","103422681","2015-06-01","20000"
"95439","103422672","2015-06-01","20000"
"98721","76428563","2014-02-01","6500"
"98721","80105898","2014-02-01","5000"
"98721","80105813","2014-02-01","6500"
"98721","76428824","2014-02-01","5000"
"101429","91904095","2014-10-01","6500"
"106128","108827942","2015-06-01","35600"
"106128","98625846","2015-03-01","130000"
"106994","101092630","2015-05-01","60000"
"110800","108910022","2015-07-01","0"
"110800","108910012","2015-07-01","0"
"110800","91752852","2014-09-01","0"
"110800","91752870","2014-09-01","0"
"110800","96487763","2015-01-01","0"
"110943","101686692","2015-02-01","200000"
"110943","110977023","2015-02-01","200000"
"111869","99268388","2015-03-01","1224400"
"116925","73340439","2013-10-01","26900"
"116925","67786396","2013-08-01","13700"
"116925","75010567","2013-12-01","3100"
"116925","76455720","2014-01-01","15400"
"116925","73340442","2013-10-01","22700"
"116925","79945094","2013-12-01","3100"
"116925","73340433","2013-10-01","7400"
"116925","73340444","2013-10-01","8600"
"116925","67786580","2013-08-01","4000"
"116925","67786390","2013-08-01","27400"
"116925","67786397","2013-08-01","12300"
"116925","61660896","2013-04-01","2000"
"116925","61661390","2013-04-01","2000"
"116925","61661143","2013-04-01","2000"
"116925","61659761","2013-04-01","2000"
"116925","67786393","2013-08-01","26000"
"116925","67786401","2013-08-01","13300"
"116925","73340437","2013-10-01","29300"
"123356","99031743","2015-01-01","7000"
"123762","75004765","2014-01-01","7500"
"125586","42511140","2012-10-01","20200"
"125586","42511171","2012-10-01","17900"
"126050","61338780","2013-04-01","17500"
"129447","87813628","2014-09-01","1815000"
"129447","92715367","2014-09-01","1815000"
"130286","105252837","2015-08-01","750000"
"130286","103883683","2015-07-01","1277400"
"130286","60102598","2013-01-01","285000"
"130286","74117324","2014-02-01","3000000"
"130286","74117188","2014-02-01","3000000"
"143842","100468329","2015-04-01","114000"
"145853","97820861","2014-01-01","2317200"
"145853","79526357","2014-01-01","2317200"
"145853","97820880","2014-01-01","1331700"
"145853","97820872","2014-01-01","2423000"
"145853","80141536","2014-04-01","3030500"
"145853","80141531","2014-04-01","2800300"
"145853","79526461","2014-01-01","2423000"
"145853","79526468","2014-01-01","1331700"
"149051","93537287","2014-12-01","7200"
"152535","99974271","2015-04-01","63200"
"157778","110341208","2015-08-01","20000"
"157778","106712070","2015-08-01","20000"
"157843","79559656","2014-01-01","927100"
"157843","68726828","2013-06-01","5500000"
"157843","75001570","2014-01-01","927100"
"157843","91729989","2013-06-01","5500000"
"157843","91876813","2014-01-01","927100"
"157843","62233561","2012-12-01","2200000"
"159063","87134200","2014-09-01","20300"
"159536","76455734","2014-01-01","200000"
"159536","75012417","2014-01-01","3000000"
"160009","97816524","2014-10-01","1200"
"173896","93874152","2014-10-01","214300"
"173896","101577849","2014-10-01","214300"
"174503","81341454","2014-01-01","314600"
"174503","75076246","2014-01-01","314600"
"179269","108832826","2015-01-01","35600"
"179491","75077234","2014-02-01","126100"
"179491","85058910","2014-02-01","126100"
"182734","61395978","2013-04-01","0"
"183850","62187545","2013-04-01","0"
"183850","105608937","2015-08-01","80000"
"183850","108766715","2015-06-01","0"
"183850","108766719","2015-06-01","0"
"183850","80118554","2014-04-01","0"
"183922","100542120","2015-04-01","7805700"
"183922","106298225","2015-08-01","766300"
"183922","104468819","2015-04-01","0"
"183922","109157249","2015-08-01","370200"
"183922","108981668","2015-08-01","1842000"
"183922","108981678","2015-08-01","1510700"
"183922","108981675","2015-08-01","1495900"
"183922","108981670","2015-08-01","766300"
"183922","106925008","2015-08-01","427300"
"183922","106298227","2015-08-01","1495900"
"183922","106298234","2015-08-01","427300"
"183922","102932945","2015-06-01","900000"
"183922","106298232","2015-08-01","370200"
"183922","106298229","2015-08-01","1510700"
"183922","109157178","2015-08-01","210000"
"183922","104599591","2015-07-01","850000"
"183922","112248274","2015-04-01","7805700"
"183922","106298221","2015-08-01","210000"
"183922","99914357","2015-04-01","0"
"183922","109157747","2015-08-01","427300"
"183922","106298223","2015-08-01","1842000"
"186871","91739067","2014-09-01","0"
"186871","87811757","2014-09-01","0"
"187630","67766595","2013-08-01","280000"
"189920","91748079","2014-07-01","64100"
"189920","91748086","2014-07-01","60200"
"191546","43908433","2012-11-01","20000"
"191546","103243863","2015-02-01","60100"
"193803","91877991","2014-08-01","21400"
"193803","85276077","2014-08-01","21400"
"193815","96486280","2015-01-01","4339100"
"194875","83478511","2014-07-01","30000"
"194875","91784461","2014-07-01","30000"
"200016","103941064","2015-06-01","0"
"203369","76430905","2014-02-01","42500"
"204213","93877250","2014-12-01","418400"
"204213","101688932","2014-12-01","418400"
"214760","101682254","2015-02-01","11800"
"216957","94968717","2014-12-01","2959800"
"216957","104527718","2015-06-01","50500"
"216957","109155260","2015-07-01","60700"
"216957","104599487","2015-07-01","60700"
"216957","107674572","2015-07-01","117700"
"216957","102701735","2015-06-01","80900"
"216957","105628699","2015-06-01","202200"
"216957","105628703","2015-06-01","151700"
"216957","104524558","2015-07-01","117700"
"217754","44376952","2012-11-01","5300"
"220079","104638698","2015-07-01","20200"
"220079","110614682","2015-07-01","20200"
"225507","110617831","2015-07-01","453700"
"225507","110636384","2015-07-01","46100"
"225507","103887592","2015-06-01","4000000"
"225507","83573032","2014-03-01","93100"
"225507","104247903","2015-07-01","46100"
"225507","87491403","2014-09-01","70200"
"225507","80058551","2013-09-01","93100"
"225507","76459093","2014-03-01","93100"
"225507","104247901","2015-07-01","453700"
"225507","105249078","2015-01-01","474200"
"225507","98082249","2015-01-01","474200"
"225507","97983993","2014-12-01","12100"
"225507","75013143","2013-09-01","93100"
"226286","72819096","2013-12-01","74300"
"227198","62047194","2013-05-01","100"
"229510","97935281","2014-12-01","6000"
"229510","101684286","2014-12-01","6000"
"233529","10041429","2015-08-01","554700"
"233529","106296216","2015-08-01","554700"
"233622","61978081","2013-05-01","81000"
"233622","61551880","2013-05-01","309100"
"233622","42237485","2012-09-01","50000"
"233622","85049665","2014-05-01","45200"
"233622","85049669","2014-05-01","33200"
"246342","61798851","2013-05-01","1000"
"247471","112368533","2015-01-01","7870000"
"248729","87439587","2013-11-01","121900"
"248729","91724064","2013-11-01","121900"
"248729","73329092","2013-11-01","121900"
"256960","97933117","2014-09-01","29000"
"256960","87370322","2014-09-01","29000"
"262821","97777128","2014-07-01","8000"
"262821","91877079","2014-07-01","8000"
"266589","42521429","2012-10-01","53800"
"267080","61114049","2013-01-01","37100"
"267080","62078437","2013-06-01","25100"
"267922","61082878","2012-12-01","6600"
"270935","73365526","2013-11-01","45400"
"271479","107682608","2014-07-01","15200"
"271479","85059936","2014-07-01","15200"
"271479","60599518","2013-02-01","46500"
"271531","75014198","2013-12-01","602800"
"274463","73327953","2013-11-01","2000"
"274463","74996371","2014-01-01","2000"
"274463","74997619","2014-01-01","6000"
"278268","104599840","2015-07-01","196800"
"286377","80068299","2014-02-01","58800"
"286377","75059976","2014-02-01","58800"
"286865","92543012","2014-01-01","10400"
"286865","96513495","2014-12-01","11700"
"286865","75003157","2014-01-01","10400"
"286865","79523625","2014-01-01","10400"
"288496","81967747","2014-07-01","1280000"
"288496","72366043","2013-11-01","0"
"288496","14065428","2013-11-01","0"
"295898","97999189","2015-01-01","41300"
"298363","97525277","2015-02-01","46600"
"298363","109050830","2015-02-01","19800"
"298363","97525273","2015-02-01","19800"
"298363","109050845","2015-02-01","46600"
"298363","97525271","2015-02-01","37900"
"298363","97525269","2015-02-01","33900"
"298363","99695685","2015-03-01","16800"
"299678","60662825","2013-01-01","100000"
"304351","42495907","2012-10-01","24200"
"304351","75013540","2013-11-01","48900"
"304773","81390000","2014-05-01","100100"
"304773","91876998","2014-05-01","100100"
"304773","93817626","2014-12-01","100100"
"308887","97938892","2014-11-01","0"
"310996","61169250","2012-12-01","0"
"310996","85273723","2014-08-01","7800"
"310996","93758354","2014-08-01","3700"
"310996","93758348","2014-08-01","10500"
"310996","93758358","2014-08-01","7500"
"310996","93758351","2014-08-01","7800"
"310996","61320876","2013-04-01","0"
"310996","85273721","2014-08-01","10500"
"310996","85273726","2014-08-01","3700"
"310996","85273728","2014-08-01","7500"
"312975","80058691","2013-10-01","5675300"
"314888","75013130","2013-08-01","19000"
"314888","79936641","2013-08-01","19000"
"315213","91871668","2014-06-01","65500"
"318633","101482627","2015-05-01","10900"
"319149","73342600","2013-09-01","1826200"
"320350","76443403","2013-12-01","1000"
"320350","67908959","2013-06-01","5000"
"320350","99273229","2015-03-01","53900"
"320350","92422565","2014-11-01","313000"
"320350","99415317","2015-03-01","53900"
"327707","106054300","2015-08-01","22000"
"327707","108895409","2015-08-01","25000"
"329203","75018137","2014-01-01","2501900"
"329203","80289237","2014-01-01","2501900"
"335369","61403873","2013-03-01","715000"
"335369","110063007","2014-10-01","86700"
"335369","104262239","2014-06-01","0"
"335369","101720583","2014-07-01","705400"
"335703","101686821","2015-01-01","18800"
"338009","99080454","2015-03-01","0"
"338009","76445045","2014-03-01","174800"
"338009","76445051","2014-03-01","200000"
"338009","101075599","2015-03-01","0"
"338494","42660438","2012-09-01","252500"
"339126","97094699","2014-12-01","18140800"
"345398","67780744","2013-09-01","913800"
"345398","102503886","2015-04-01","19900"
"345398","102503879","2015-04-01","27700"
"345398","102503867","2015-04-01","17500"
"345398","102426696","2015-04-01","26200"
"345398","102426684","2015-04-01","20800"
"345398","102426686","2015-04-01","24500"
"345398","62146741","2013-01-01","1081300"
"345398","67905570","2013-07-01","50800"
"345398","67780071","2013-08-01","55600"
"345398","101090597","2015-04-01","24500"
"345398","102424857","2015-06-01","500000"
"345398","101090582","2015-04-01","17500"
"345398","101090580","2015-04-01","20800"
"345398","101090619","2015-04-01","27700"
"345398","101090633","2015-04-01","19900"
"345398","101090653","2015-04-01","71600"
"345398","101090617","2015-04-01","42800"
"345398","101090611","2015-04-01","26200"
"345398","99973260","2015-04-01","27500"
"345398","67904720","2013-07-01","61500"
"345398","106055152","2015-06-01","500000"
"346901","68235574","2013-11-01","200000"
"347278","104196268","2015-07-01","35300"
"347278","100690541","2015-03-01","3226100"
"347278","97799193","2014-10-01","73700"
"347278","99694017","2015-01-01","110000"
"354386","80303129","2013-09-01","34400"
"354386","75507281","2014-03-01","266300"
"354386","64477328","2013-08-01","419100"
"354386","76433457","2013-09-01","34400"
"355009","61029390","2013-02-01","900"
"355009","61029395","2013-02-01","900"
"356079","106711809","2015-08-01","800"
"356079","85054539","2014-07-01","18100"
"356874","81390551","2014-05-01","60000"
"369523","76449332","2013-12-01","28600"
"374801","105454658","2015-06-01","7700"
"374801","109028606","2015-06-01","7700"
"376375","85075549","2014-08-01","28800"
"376375","61150570","2013-01-01","551100"
"376375","91765840","2014-10-01","261000"
"376375","97769597","2014-10-01","261000"
"377302","111973612","2015-07-01","16200"
"377302","111973528","2015-07-01","7800"
"377302","112199808","2015-07-01","16200"
"377302","108905520","2015-07-01","16200"
"377302","112199742","2015-07-01","7800"
"377302","108912050","2015-07-01","7800"
"377302","104195802","2015-07-01","16200"
"378143","76547729","2014-03-01","169500"
"378571","106711410","2015-08-01","238300"
"378571","108839502","2015-08-01","238300"
"378571","108888331","2015-02-01","161000"
"378571","99058320","2015-02-01","161000"
"378571","97981462","2014-12-01","343600"
"378571","85058423","2014-07-01","0"
"380141","80109962","2014-04-01","20687900"
"380141","79311171","2014-04-01","4812500"
"380141","110581405","2015-06-01","35000"
"380141","91721110","2014-07-01","0"
"380141","91898904","2014-06-01","1785000"
"380141","62080822","2013-03-01","7155000"
"380141","87438485","2014-07-01","0"
"380141","73333292","2013-10-01","6700000"
"380141","9419359","2014-04-01","4812500"
"389313","80121875","2014-04-01","302100"
"392734","67786207","2013-09-01","0"
"392734","109181536","2015-06-01","0"
"392734","73335769","2013-10-01","50800"
"395592","96513039","2014-12-01","24100"
"395592","81335729","2014-01-01","23300"
"395592","97939150","2014-03-01","32800"
"395592","75071171","2014-01-01","23300"
"395592","108895558","2015-07-01","30700"
"395592","79643579","2014-03-01","32800"
"395592","76452832","2014-03-01","32800"
"399486","107814644","2015-01-01","435500"
"399486","105863001","2015-01-01","435500"
"399486","44381391","2012-12-01","4800"
"399486","101820487","2015-05-01","435500"
"399486","112627093","2015-01-01","435500"
"399486","96229605","2015-01-01","435500"
"401053","81330698","2013-12-01","26100"
"401053","72991451","2013-12-01","26100"
"402333","98540177","2015-03-01","2027800"
"404128","71991732","2013-10-01","1822500"
"407061","66079278","2012-09-01","40000"
"409211","76427190","2013-12-01","5600"
"409211","76427184","2013-12-01","5600"
"409211","76427198","2013-12-01","5600"
"409211","76427196","2013-12-01","5600"
"409211","76427194","2013-12-01","5600"
"409211","76427192","2013-12-01","5600"
"409211","76427188","2013-12-01","5600"
"409211","85061102","2014-07-01","6300"
"409211","85061138","2014-07-01","6300"
"409211","80300222","2013-12-01","5600"
"409211","92401160","2014-07-01","6300"
"409211","80300217","2013-12-01","5600"
"409211","85061143","2014-07-01","6300"
"409211","80300243","2013-12-01","5600"
"409211","85061141","2014-07-01","6300"
"409211","85061134","2014-07-01","6300"
"409211","97788630","2014-07-01","6300"
"409211","97788612","2014-07-01","6300"
"409211","97788644","2014-07-01","6300"
"409211","85061136","2014-07-01","6300"
"409211","92401166","2014-07-01","6300"
"409211","97788622","2014-07-01","6300"
"409211","97788663","2014-07-01","6300"
"409211","80300196","2013-12-01","5600"
"409211","80300227","2013-12-01","5600"
"409211","85061145","2014-07-01","6300"
"409211","80300235","2013-12-01","5600"
"409211","80300239","2013-12-01","5600"
"412753","76448098","2014-01-01","15400"
"413652","108828890","2015-03-01","10000000"
"413652","98906019","2015-03-01","10000000"
"413818","93537912","2014-12-01","538700"
"416963","62279850","2013-01-01","23400"
"421270","102987424","2015-04-01","247300"
"421270","99619110","2015-04-01","247300"
"421270","61269367","2013-04-01","204500"
"421270","102354263","2015-04-01","247300"
"421857","91739646","2014-09-01","3600"
"428692","67909920","2013-06-01","1300000"
"430319","41893770","2012-09-01","274100"
"430319","109014275","2015-01-01","1254500"
"439472","89887816","2014-10-01","68300"
"440241","93701766","2014-12-01","4400000"
"440241","106065080","2014-12-01","4400000"
"450065","73370150","2013-10-01","13500"
"452441","67682952","2013-08-01","40000"
"452441","67682940","2013-08-01","40000"
"452441","85053641","2014-07-01","8100"
"452441","85053424","2014-04-01","34600"
"455110","91738686","2014-09-01","33700"
"455110","91738687","2014-09-01","44100"
"459167","79623302","2014-02-01","6556100"
"459167","76442143","2014-02-01","6556100"
"459167","97767425","2014-02-01","6556100"
"472666","105793303","2015-07-01","16500"
"472666","104806284","2015-07-01","16500"
"473331","85048198","2014-05-01","16200"
"475535","91920541","2014-06-01","12300"
"475535","97813105","2014-06-01","18400"
"475535","91920391","2014-06-01","18400"
"477592","99057110","2015-02-01","27000"
"479268","101304437","2015-04-01","11800"
"479268","101304430","2015-04-01","3900"
"479268","99973084","2015-04-01","3900"
"479268","99973199","2015-04-01","11800"
"479268","99973236","2015-04-01","10400"
"479268","99973206","2015-04-01","6800"
"479268","99973214","2015-04-01","10500"
"479268","97925621","2015-03-01","7000"
"479268","99973221","2015-04-01","8300"
"481581","111919493","2015-01-01","300000"
"481581","73324509","2013-08-01","113600"
"481581","61305131","2013-04-01","438600"
"481581","112493791","2015-01-01","300000"
"482329","61718386","2013-05-01","20000"
"484987","67905095","2013-07-01","8300"
"484987","67905086","2013-07-01","15000"
"485897","111184262","2015-08-01","1827300"
"485897","106927541","2015-08-01","1827300"
"486997","97940601","2014-09-01","155400"
"491250","81323588","2014-05-01","6100"
"491250","97786912","2014-05-01","6100"
"493512","42736984","2012-10-01","129100"
"498653","97983059","2014-12-01","42000"
"500939","76437790","2014-01-01","31300"
"501771","76434723","2014-02-01","0"
"501771","73357792","2013-08-01","15900"
"507493","42175009","2012-09-01","4400"
"507493","42046130","2012-09-01","8300"
"513015","61937242","2013-05-01","18800"
"519885","67904713","2013-07-01","19900"
"520968","75019226","2013-09-01","49200"
"520968","79917528","2013-09-01","49200"
"521138","79282362","2014-03-01","23775400"
"521138","83569715","2014-05-01","17800"
"521138","92775534","2014-11-01","948600"
"521138","42015442","2012-09-01","265600"
"521138","96506233","2015-01-01","818100"
"521138","96487334","2015-01-01","111500"
"521138","97190200","2015-02-01","900"
"521138","97190202","2015-02-01","900"
"521138","75001837","2014-01-01","205800"
"521138","96519329","2015-01-01","20650900"
"521138","75002076","2014-01-01","61900"
"521138","61077681","2013-03-01","8900"
"521138","61077657","2013-03-01","8900"
"521138","42295471","2012-09-01","686900"
"523669","112775734","2015-08-01","37151700"
"523669","110567712","2014-10-01","42502200"
"523669","67683389","2013-08-01","0"
"523669","93393894","2014-10-01","42502200"
"523669","86244396","2014-08-01","36015000"
"523669","101407989","2015-05-01","41652500"
"523669","76441046","2014-02-01","42688800"
"523669","82437129","2014-07-01","5525700"
"523669","85052162","2014-02-01","42688800"
"523669","75187512","2014-03-01","2038900"
"523669","112399584","2014-10-01","105399500"
"523669","103882382","2015-07-01","3000000"
"523669","105930331","2015-08-01","37083400"
"523669","104549245","2015-05-01","41652500"
"523669","112348349","2015-08-01","37151700"
"523669","105083762","2015-07-01","7335100"
"143","101170159","2015-05-01","1000000"
"143","109161818","2015-05-01","1000000"
"143","104248014","2015-07-01","61600"
"143","106924263","2015-08-01","1525600"
"143","104195493","2015-07-01","13500"
"439","91685876","2014-09-01","85500"
"439","95386647","2014-12-01","8300"
"439","100734789","2015-04-01","10200"
"439","104414852","2015-07-01","151600"
"439","93356609","2014-11-01","9400"
"439","96516807","2015-01-01","97800"
"439","87367335","2014-09-01","85500"
"439","106013230","2015-04-01","10200"
"3628","73323680","2013-07-01","59186600"
"3628","108951591","2015-06-01","11600"
"13976","67667954","2013-08-01","31800"
"13976","75018394","2014-01-01","4000"
"13976","97786175","2014-10-01","72200"
"13976","61733102","2013-05-01","101300"
"29438","105311440","2015-07-01","20000"
"29438","110592669","2015-07-01","20000"
"29438","104981202","2015-07-01","20000"
"31427","91763760","2014-10-01","296700"
"31427","91750241","2014-09-01","0"
"31427","81332681","2014-05-01","801400"
"31427","87812964","2014-09-01","0"
"36540","44382230","2012-11-01","68600"
"39822","62287431","2013-06-01","6000"
"39822","60019638","2012-12-01","15000"
"41595","62179779","2013-04-01","37500"
"41595","62185188","2013-05-01","13100"
"41595","62185585","2013-05-01","1700"
"41595","62185342","2013-05-01","19900"
"41595","67929576","2013-07-01","25200"
"41595","62181194","2013-04-01","2800"
"41595","62185083","2013-05-01","33600"
"41595","62185456","2013-05-01","1500"
"41595","61142320","2013-03-01","65000"
"41595","75068101","2014-01-01","25000"
"41595","86797120","2014-04-01","4200"
"41595","86797220","2014-04-01","3300"
"41595","86797118","2014-04-01","4600"
"41595","99096120","2015-03-01","4300"
"41595","91740108","2014-09-01","6800"
"41595","87768195","2014-09-01","6800"
"41595","86803370","2014-04-01","2600"
"41595","104981409","2015-07-01","3600"
"41595","105313976","2015-07-01","3600"
"41595","97803963","2014-04-01","3000"
"41595","67782254","2013-09-01","5300"
"41595","79310361","2014-04-01","3000"
"41595","91833237","2014-04-01","3000"
"41595","75068104","2014-01-01","25000"
"41595","75068099","2014-01-01","25000"
"41595","75068097","2014-01-01","3900"
"43594","80300489","2013-12-01","202200"
"43594","75022500","2013-12-01","202200"
"46412","91745508","2014-09-01","1085100"
"47243","85044752","2014-05-01","50500"
"51470","108959048","2015-08-01","75000"
