EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TZ_CNT,TZ_INHOME_CNT,TZ_OUTHOME_CNT,TZ_INHOME_RATE,TZ_OUTHOME_RATE,TZ_CLOSE_CNT,TZ_OPEN_CNT,TZ_CLOSE_RATE,TZ_OPEN_RATE,TZ_BTBL_AVG,TZ_QY_FIRST_TIME,TZ_QY_END_TIME,TZ_FIRST_CLOSE_TIME
415582.0,[716951 502887 232891 189870],[1 1 1 1],[ 0.5    0.002  0.021  0.01 ],[2010 2013 2014 2010],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,0.13325,2010-01,2010-01,2018-01
251743.0,[18555],[1],[ 0.333],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,2014-01,2014-01,2018-01
120673.0,[670760],[0],[ 1.],[2011],[ 2012.],1,0,1,0.0,1.0,1,0,1.0,0.0,1.0,2011-01,2011-01,2012-01
120685.0,[684044],[0],[ 0.2],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.2,2012-01,2012-01,2018-01
382830.0,[656427],[0],[ 1.],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2012-01,2012-01,2018-01
218991.0,[724523],[0],[ 0.49],[2010],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.49,2010-01,2010-01,2018-01
284528.0,[222812],[1],[ 0.1],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,2012-01,2012-01,2018-01
22387.0,[726592  38784],[1 1],[ 0.4   0.49],[2014 2013],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.445,2014-01,2013-01,2018-01
448371.0,[657826],[0],[ 0.327],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.327,2015-01,2015-01,2018-01
120691.0,[402889],[1],[ 0.067],[2001],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.067,2001-01,2001-01,2018-01
317302.0,[675583],[1],[ 0.8],[2001],[ 2008.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.8,2001-01,2001-01,2008-01
218999.0,[721299],[0],[ 1.],[2009],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2009-01,2009-01,2018-01
481139.0,[730379],[0],[ 0.2],[2002],[ 2008.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.2,2002-01,2002-01,2008-01
120697.0,[469516],[1],[ 0.75],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.75,2007-01,2007-01,2018-01
317306.0,[673572],[1],[ 1.],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2012-01,2012-01,2018-01
382836.0,"[740334 738115 732901 726990 723985 714347 712017 707659 691987 691531
 688052 686137 682394 673013 668640 661987 661969 646941 645740 632533
 626609 626546 518534 433903 385809]",[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1],"[ 0.669  0.669  0.669  0.669  0.5    0.669  0.65   0.669  0.98   0.669
  0.667  0.8    0.669  0.331  0.669  0.669  0.669  0.669  0.331  0.669
  0.669  1.     0.5    1.     1.   ]","[2005 2005 2005 2007 2003 2006 2001 2006 2006 2006 2001 2002 2006 2006 2006
 2006 2005 2005 2005 2006 2005 2008 1992 1999 2005]","[ 2007.  2010.  2009.  2009.  2018.  2009.  2018.  2007.  2007.  2009.
  2004.  2006.  2009.  2009.  2011.  2011.  2009.  2009.  2009.  2009.
  2009.  2013.  2018.  2018.  2018.]",25,5,20,0.2,0.8,20,5,0.8,0.2,0.685,2005-01,2005-01,2007-01
120700.0,[687369 658549],[1 0],[ 1.    0.49],[2011 2011],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.745,2011-01,2011-01,2018-01
350077.0,[633001 624866  43616],[1 0 1],[ 0.4  0.7  0.2],[2012 2005 2012],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.43333333333333335,2012-01,2012-01,2018-01
22397.0,[725232 674726 238612],[1 1 1],[ 0.6   0.81  0.5 ],[2015 2014 2015],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.6366666666666667,2015-01,2015-01,2018-01
350071.0,[725734],[1],[ 0.2],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.2,2008-01,2008-01,2018-01
513922.0,"[736570 709577 694209 691134 679692 674944 668751 647283 643212 638701
 634778 623898 239815]",[0 0 0 0 0 0 0 1 0 1 0 0 1],"[ 0.45   1.     0.19   0.5    1.     0.385  0.214  0.052  1.     1.     0.51
  0.789  0.17 ]",[1994 2001 1992 1997 1996 1994 1994 2002 1995 1998 2014 1999 1992],"[ 2018.  2018.  2006.  2006.  2018.  2015.  2018.  2018.  2009.  2018.
  2018.  2018.  2018.]",13,3,10,0.23076923076923078,0.7692307692307693,4,9,0.3076923076923077,0.6923076923076923,0.5584615384615383,1994-01,1992-01,2018-01
120708.0,[396460],[1],[ 1.],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
87941.0,[725365 723542 137346  44157],[0 1 1 1],[ 0.5   0.9   0.97  1.  ],[2014 2012 2013 2013],[ 2018.  2014.  2018.  2018.],4,3,1,0.75,0.25,1,3,0.25,0.75,0.8425,2014-01,2013-01,2018-01
317319.0,[716941],[0],[ 0.5],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.5,2015-01,2015-01,2018-01
55176.0,[140224],[1],[ 1.],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
350089.0,[722505 627651],[0 0],[ 1.  1.],[2010 2008],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,1.0,2010-01,2008-01,2018-01
251783.0,[723741 713400 682603 104695],[0 1 0 1],[ 0.333  0.6    0.167  0.6  ],[2002 2014 2009 2014],[ 2018.  2018.  2018.  2018.],4,2,2,0.5,0.5,0,4,0.0,1.0,0.42499999999999993,2002-01,2014-01,2018-01
350091.0,[728406 698376 670162 664805 650711 284876 123902  18821],[1 0 1 0 0 1 1 1],[ 0.15   1.     0.213  1.     1.     0.333  0.1    0.255],[2009 2011 2006 2011 2011 2000 2009 2011],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],8,5,3,0.625,0.375,0,8,0.0,1.0,0.506375,2009-01,2011-01,2018-01
382859.0,[738145],[1],[ 0.49],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.49,2014-01,2014-01,2018-01
382855.0,[736609 701335],[1 0],[ 0.476  0.091],[2001 2001],[ 2018.  2011.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.28350000000000003,2001-01,2001-01,2018-01
317326.0,[194203 149903],[1 1],[ 0.077  0.139],[2014 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.10800000000000001,2014-01,2014-01,2018-01
350094.0,[718864 698718],[1 0],[ 0.5  0.2],[2015 2014],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.35,2015-01,2014-01,2018-01
251792.0,[718088 717132 692841 642163 626790 451473 229024 172976 149942  93543],[1 1 1 1 1 1 1 1 1 1],[ 0.1    0.015  0.013  0.2    0.217  0.1    0.24   0.2    0.017  0.056],[2002 2002 2002 2001 2001 2002 2002 1997 2002 1985],[ 2009.  2015.  2018.  2011.  2018.  2018.  2018.  2018.  2018.  2018.],10,10,0,1.0,0.0,3,7,0.3,0.7,0.11579999999999999,2002-01,1985-01,2009-01
120720.0,[715521],[0],[ 0.092],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.092,2014-01,2014-01,2018-01
186256.0,[635866 628824],[1 1],[ 1.    0.95],[2013 2002],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.975,2013-01,2002-01,2018-01
382858.0,[707074 696503 649662],[0 0 1],[ 0.6  1.   0.6],[2015 2015 2012],[ 2018.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0.7333333333333334,2015-01,2012-01,2018-01
513940.0,[682782],[1],[ 0.65],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.65,2013-01,2013-01,2018-01
219029.0,[675467],[1],[ 1.],[1998],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1998-01,1998-01,2018-01
55190.0,"[723027 706051 692690 679949 663657 634497 477862 346607 325872 313578
 133679]",[0 1 1 1 1 1 1 1 1 1 1],[ 0.3    0.045  0.333  0.958  0.5    1.     0.231  0.9    0.5    0.177  1.   ],[2004 1995 1985 1987 1956 1964 1956 2004 1956 1993 1988],"[ 2018.  2012.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.]",11,10,1,0.9090909090909091,0.09090909090909091,1,10,0.09090909090909091,0.9090909090909091,0.5403636363636364,2004-01,1988-01,2018-01
153496.0,[718951],[0],[ 0.1],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.1,2014-01,2014-01,2018-01
87960.0,[662099],[1],[ 0.04],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.04,2013-01,2013-01,2018-01
317340.0,[703589],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2015-01,2015-01,2018-01
350115.0,[705188 185531],[1 1],[ 0.21  1.  ],[2003 2002],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.605,2003-01,2002-01,2018-01
22435.0,[636994 624327 118729],[1 1 1],[ 0.97  0.5   0.7 ],[2004 2012 2011],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.7233333333333333,2004-01,2011-01,2018-01
87973.0,[696392],[0],[ 0.267],[2009],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.267,2009-01,2009-01,2018-01
317350.0,[432039],[1],[ 0.333],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,2009-01,2009-01,2018-01
55207.0,[722943 712693 709341 665245 632544],[0 0 0 1 0],[ 0.51   1.     0.237  0.333  0.696],[1998 1998 2001 2003 2004],[ 2018.  2018.  2018.  2018.  2009.],5,1,4,0.2,0.8,1,4,0.2,0.8,0.5551999999999999,1998-01,2004-01,2018-01
284584.0,[385427],[1],[ 1.],[1993],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1993-01,1993-01,2018-01
317351.0,[719082],[1],[ 0.1],[2008],[ 2014.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.1,2008-01,2008-01,2014-01
22440.0,[648677],[0],[ 0.08],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.08,2012-01,2012-01,2018-01
481195.0,[722565],[0],[ 0.2],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.2,2015-01,2015-01,2018-01
55212.0,[732392 686539 651655 173314 147087],[1 1 1 1 1],[ 0.184  1.     0.333  0.25   0.255],[2013 2004 2007 1994 1999],[ 2018.  2012.  2018.  2018.  2018.],5,5,0,1.0,0.0,1,4,0.2,0.8,0.4044,2013-01,1999-01,2018-01
415661.0,[289544 193723],[1 1],[ 0.25  0.99],[2001 2013],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.62,2001-01,2013-01,2018-01
22444.0,[110411],[1],[ 1.],[1993],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1993-01,1993-01,2018-01
186287.0,[215071],[1],[ 1.],[1993],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1993-01,1993-01,2018-01
120743.0,[510975],[1],[ 0.5],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2013-01,2013-01,2018-01
153512.0,[698395 689409 650247 638096 390034],[1 1 1 1 1],[ 0.059  0.01   0.427  1.     0.9  ],[2014 2014 2014 2013 2014],[ 2018.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,0,5,0.0,1.0,0.47919999999999996,2014-01,2014-01,2018-01
153523.0,[626225 110442],[1 1],[ 1.  1.],[2012 2010],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,1.0,2012-01,2010-01,2018-01
481205.0,[670881],[1],[ 0.333],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,2003-01,2003-01,2018-01
219064.0,[679507],[0],[ 1.],[2011],[ 2012.],1,0,1,0.0,1.0,1,0,1.0,0.0,1.0,2011-01,2011-01,2012-01
251833.0,[690962],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
513980.0,[638593],[0],[ 0.8],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.8,2014-01,2014-01,2018-01
448445.0,[648724 645177],[1 1],[ 0.4   0.05],[2013 2004],[ 2014.  2011.],2,2,0,1.0,0.0,2,0,1.0,0.0,0.225,2013-01,2004-01,2014-01
448446.0,"[733099 712407 702197 698224 680139 678705 670492 666875 662882 645504
 645115 644068 634814 479173 319377 285043 265118 148030  92550  62998]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[ 1.    1.    1.    1.    1.    1.    1.    0.51  1.    1.    1.    1.    1.
  1.    1.    1.    1.    0.5   1.    1.  ]","[2003 1992 1993 1992 2010 1991 2014 2014 1992 1993 2001 1998 1994 1992 1992
 1984 1993 1998 1990 1987]","[ 2018.  2008.  2011.  2010.  2018.  2012.  2018.  2018.  2009.  2008.
  2006.  2007.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.]",20,20,0,1.0,0.0,8,12,0.4,0.6,0.9504999999999999,2003-01,1987-01,2018-01
513983.0,[682396 675405],[1 1],[ 0.3    0.001],[2013 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.1505,2013-01,2015-01,2018-01
87999.0,[710045],[0],[ 0.65],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.65,2011-01,2011-01,2018-01
120765.0,[54298],[1],[ 0.1],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,2014-01,2014-01,2018-01
219072.0,[660117],[1],[ 0.27],[1997],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.27,1997-01,1997-01,2018-01
350147.0,[739809 658365 630983 242273],[1 1 1 1],[ 1.  1.  1.  1.],[2008 2006 2003 2002],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,1.0,2008-01,2002-01,2018-01
350140.0,[714958 231902],[1 1],[ 1.  1.],[1991 1992],[ 2007.  2018.],2,2,0,1.0,0.0,1,1,0.5,0.5,1.0,1991-01,1992-01,2007-01
382926.0,[733226],[1],[ 0.5],[2006],[ 2010.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.5,2006-01,2006-01,2010-01
448463.0,[669746],[0],[ 1.],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2011-01,2011-01,2018-01
350161.0,[694994 687543 658620],[1 0 0],[ 1.    0.49  0.99],[2011 2014 2007],[ 2015.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,1,2,0.3333333333333333,0.6666666666666666,0.8266666666666667,2011-01,2007-01,2015-01
22481.0,[631268],[1],[ 0.7],[2006],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.7,2006-01,2006-01,2018-01
120787.0,[649312],[1],[ 0.85],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.85,2010-01,2010-01,2018-01
350164.0,[283184],[1],[ 0.07],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.07,2009-01,2009-01,2018-01
186321.0,[728958 724524 633618 433542 374537 263551 222791 138227 126788  71843],[1 1 1 1 1 1 1 1 1 1],[ 0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0.1],[2015 2015 2015 2015 2015 2015 2015 2015 2015 2015],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],10,10,0,1.0,0.0,0,10,0.0,1.0,0.1,2015-01,2015-01,2018-01
120786.0,[733070],[1],[ 0.249],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.249,2014-01,2014-01,2018-01
415698.0,[726276 720141 709624 677045 648822],[0 0 0 0 0],[ 1.    1.    0.51  1.    1.  ],[2010 2008 2001 2004 2011],[ 2018.  2018.  2018.  2018.  2018.],5,0,5,0.0,1.0,0,5,0.0,1.0,0.9019999999999999,2010-01,2011-01,2018-01
481240.0,[677151],[1],[ 0.8],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,2002-01,2002-01,2018-01
120794.0,[120794],[1],[ 0.432],[1958],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.43200000000000005,1958-01,1958-01,2018-01
382940.0,[477750 284855],[1 1],[ 0.1   0.01],[2013 2013],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.055,2013-01,2013-01,2018-01
22493.0,[633542],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2015-01,2015-01,2018-01
251870.0,[711440 642866 636014],[0 0 0],[ 0.495  1.     1.   ],[2008 2008 2011],[ 2011.  2018.  2018.],3,0,3,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0.8316666666666667,2008-01,2011-01,2011-01
284640.0,[629987],[0],[ 0.7],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.7,2015-01,2015-01,2018-01
284645.0,[733898 715728 665429  22597],[0 0 0 1],[ 0.2    0.012  0.02   0.99 ],[2001 1998 2003 2013],[ 2018.  2018.  2018.  2018.],4,1,3,0.25,0.75,0,4,0.0,1.0,0.3055,2001-01,2013-01,2018-01
514023.0,[727771 655332 643745 627861 625473 175546],[0 0 0 0 0 1],[ 1.     1.     0.55   0.333  1.     0.166],[2015 2010 2012 2011 2003 2011],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,1,5,0.16666666666666666,0.8333333333333334,0,6,0.0,1.0,0.6748333333333334,2015-01,2011-01,2018-01
120808.0,[631273],[0],[ 0.74],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.74,2012-01,2012-01,2018-01
448488.0,[343682],[1],[ 1.],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
22504.0,[690808],[1],[ 0.25],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,2007-01,2007-01,2018-01
514027.0,[727698],[1],[ 0.111],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.111,2008-01,2008-01,2018-01
55275.0,[669589],[1],[ 0.9],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.9,2015-01,2015-01,2018-01
120811.0,[715925 713732 709161 495910],[0 1 1 1],[ 0.5   0.45  0.55  0.5 ],[2004 1999 2005 1999],[ 2010.  2007.  2006.  2018.],4,3,1,0.75,0.25,3,1,0.75,0.25,0.5,2004-01,1999-01,2010-01
22510.0,[305292],[1],[ 0.52],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.52,2013-01,2013-01,2018-01
88043.0,[695156 462581],[1 1],[ 0.215  0.5  ],[2014 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.3575,2014-01,2015-01,2018-01
514032.0,[631237],[1],[ 0.69],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.69,2012-01,2012-01,2018-01
382956.0,[720249 623843],[0 1],[ 0.967  1.   ],[2004 2008],[ 2018.  2015.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.9835,2004-01,2008-01,2018-01
219122.0,[672503],[1],[ 0.8],[2003],[ 2006.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.8,2003-01,2003-01,2006-01
317428.0,[440870],[1],[ 0.4],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.4,2014-01,2014-01,2018-01
481269.0,[670613],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
153591.0,[648994 450804],[0 1],[ 1.  1.],[2014 2015],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,1.0,2014-01,2015-01,2018-01
448505.0,[116295],[1],[ 1.],[1992],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1992-01,1992-01,2018-01
514041.0,[728102 679703 379779],[1 0 1],[ 0.2    0.019  0.5  ],[2014 2006 2014],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.23966666666666667,2014-01,2014-01,2018-01
153593.0,[653439 635900],[0 0],[ 0.951  0.99 ],[2013 2015],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.9704999999999999,2013-01,2015-01,2018-01
186366.0,[712804],[0],[ 1.],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2011-01,2011-01,2018-01
350207.0,[708325],[1],[ 1.],[1987],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1987-01,1987-01,2018-01
466893.0,[507547],[1],[ 0.167],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.16699999999999998,2002-01,2002-01,2018-01
186367.0,[627650],[1],[ 0.5],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2007-01,2007-01,2018-01
186371.0,[730285],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
219139.0,[637417 376043],[1 1],[ 0.45  0.6 ],[2015 1998],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.525,2015-01,1998-01,2018-01
88069.0,[689447],[0],[ 0.2],[2013],[ 2013.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.2,2013-01,2013-01,2013-01
251907.0,[308416],[1],[ 0.8],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,2003-01,2003-01,2018-01
317447.0,[733467 707575 429048   5134],[1 1 1 1],[ 0.51  0.51  0.51  0.5 ],[1998 2015 2009 2010],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,0.5075000000000001,1998-01,2010-01,2018-01
219145.0,[643685  83064],[0 1],[ 1.  1.],[2010 2007],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,1.0,2010-01,2007-01,2018-01
219146.0,[453454],[1],[ 0.02],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.02,2011-01,2011-01,2018-01
415757.0,[654710],[1],[ 0.5],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2011-01,2011-01,2018-01
153617.0,[685919 217817  50183],[1 1 1],[ 0.9  0.9  0.9],[2011 2009 2010],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.9,2011-01,2010-01,2018-01
481298.0,[686835],[1],[ 0.4],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.4,2015-01,2015-01,2018-01
22548.0,[673426],[0],[ 0.48],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.48,2012-01,2012-01,2018-01
514068.0,[684277],[1],[ 0.2],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.2,2002-01,2002-01,2018-01
514070.0,[702734 687983 678771],[0 0 1],[ 0.5   0.51  0.51],[2013 1994 1993],[ 2018.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0.5066666666666667,2013-01,1993-01,2018-01
514072.0,[721839 717890 686843 674975],[0 1 0 0],[ 0.396  1.     0.048  1.   ],[2013 2015 2011 2013],[ 2018.  2018.  2018.  2018.],4,1,3,0.25,0.75,0,4,0.0,1.0,0.611,2013-01,2013-01,2018-01
120857.0,[643938],[0],[ 0.3],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.3,2013-01,2013-01,2018-01
448537.0,[683980 650640 639241 632580 280556],[1 1 1 1 1],[ 1.  1.  1.  1.  1.],[2000 1996 1989 1993 1998],[ 2006.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,1,4,0.2,0.8,1.0,2000-01,1998-01,2006-01
120859.0,[9968],[1],[ 1.],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2010-01,2010-01,2018-01
284696.0,[710963 666099],[0 1],[ 0.588  0.2  ],[2014 2015],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.394,2014-01,2015-01,2018-01
219160.0,[704034],[0],[ 1.],[2007],[ 2011.],1,0,1,0.0,1.0,1,0,1.0,0.0,1.0,2007-01,2007-01,2011-01
153630.0,[692920],[0],[ 0.4],[2003],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.4,2003-01,2003-01,2018-01
120863.0,[715740  68559  55673],[0 1 1],[ 0.055  0.138  0.03 ],[2006 2007 2000],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.07433333333333333,2006-01,2000-01,2018-01
284704.0,[639550],[0],[ 0.8],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.8,2014-01,2014-01,2018-01
514080.0,[734883 641923],[1 1],[ 0.148  0.85 ],[2008 2011],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.499,2008-01,2011-01,2018-01
219169.0,[657603 632671],[1 1],[ 0.99  0.85],[2010 2010],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.9199999999999999,2010-01,2010-01,2018-01
350235.0,"[731590 712736 696929 695174 675071 668105 661444 654686 650090 431826
 416254 380336]",[0 0 0 1 1 1 1 0 0 1 1 1],"[ 0.35   0.5    0.29   1.     0.19   0.667  0.8    0.5    0.48   0.1    0.51
  0.2  ]",[2011 2001 2005 2010 2007 2006 2011 2009 2012 2006 2015 2008],"[ 2018.  2018.  2018.  2018.  2011.  2018.  2015.  2018.  2018.  2018.
  2018.  2018.]",12,7,5,0.5833333333333334,0.4166666666666667,2,10,0.16666666666666666,0.8333333333333334,0.4655833333333334,2011-01,2008-01,2018-01
251940.0,[706343 684263 670161 656018 630443],[0 0 0 0 0],[ 1.   1.   1.   0.2  1. ],[2009 2013 2013 2011 2013],[ 2018.  2018.  2018.  2018.  2018.],5,0,5,0.0,1.0,0,5,0.0,1.0,0.8400000000000001,2009-01,2013-01,2018-01
514085.0,[736102 728267 725127 721732 709457 694686 690395 668264 109915],[0 1 1 0 0 0 0 0 1],[ 0.85  0.6   0.57  0.6   0.9   0.8   0.8   1.    0.99],[2003 2003 2004 2003 2002 1999 2006 2004 2003],[ 2008.  2008.  2008.  2018.  2009.  2018.  2008.  2018.  2018.],9,3,6,0.3333333333333333,0.6666666666666666,5,4,0.5555555555555556,0.4444444444444444,0.79,2003-01,2003-01,2008-01
