"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"35201","664208","0","0.55","2002","2005"
"35201","659617","0","0.5","2002","2006"
"35755","674738","0","1","2001","2001"
"35941","640068","1","1","2005","2013"
"36268","721228","1","0.6","2011",""
"36395","207777","1","1","2007",""
"36531","718379","0","0.063","2010","2013"
"36531","703388","0","0.056","2010",""
"36531","688149","0","0.04","2010",""
"37028","652826","1","0.667","2010","2013"
"37710","730191","1","1","2001","2007"
"37710","712728","1","1","2004","2006"
"37710","708803","1","1","2007","2012"
"37710","676379","1","1","1969","2007"
"37710","637743","1","1","1994","2007"
"37710","636653","1","1","2002","2009"
"37710","623860","1","1","2001","2006"
"37710","496443","1","1","1996",""
"37710","473600","1","0.51","2007",""
"37710","424774","1","0.9","1975",""
"37710","334046","1","1","1993",""
"37710","49828","1","0.373","2012",""
"37710","387","1","0.51","2008",""
"38439","734600","0","0.3","2015",""
"38439","652562","0","0.3","2011",""
"40525","639422","0","0.6","2014",""
"40525","623509","1","0.5","2015",""
"40605","79758","1","0.49","2010",""
"41009","719983","0","0.49","2011","2014"
"41009","704322","0","1","2014","2015"
"41009","655927","0","0.49","2010","2013"
"41009","644851","0","0.49","2010","2013"
"41865","57669","1","0.15","2012",""
"42762","704210","0","0.1","1998","2003"
"42762","645147","1","0.3","2011",""
"42865","725648","0","0.35","2012",""
"42865","714674","0","0.1","2012",""
"42865","689224","0","0.16","1999",""
"42865","644380","1","0.5","2009",""
"43756","667776","1","1","2015",""
"45611","374871","1","1","1998",""
"45611","349256","1","0.7","2012",""
"47549","645713","1","0.524","2015",""
"47549","505466","1","0.524","2015",""
"51227","737394","0","1","2014",""
"52500","708123","1","0.5","2012",""
"52500","510914","1","1","1997",""
"52500","350072","1","1","2009",""
"52575","713184","1","0.08","2001",""
"52811","691841","1","0.2","1999","2013"
"52811","688109","1","0.2","1999",""
"52811","660633","1","0.6","2005","2013"
"52811","641238","1","1","1995","2006"
"52811","62662","1","0.063","1997",""
"53037","739958","0","0.3","2010",""
"53037","730550","0","0.5","2014",""
"53037","721154","0","0.75","2011",""
"53037","706965","1","1","2009",""
"53037","704875","1","1","1988",""
"53037","693584","1","1","2015",""
"53037","675084","1","0.5","1995",""
"53037","656067","0","1","2010","2013"
"53037","640252","0","0.6","2015",""
"53037","337747","1","1","2008",""
"53037","153072","1","1","1993",""
"54015","683823","0","0.784","2006",""
"54015","97497","1","1","2015",""
"56809","739790","0","0.3","2010",""
"56809","716231","0","1","2011",""
"56809","711641","0","0.45","2010",""
"56809","704939","0","0.45","2007",""
"56809","684585","0","0.2","2005",""
"56809","676942","0","1","2008",""
"56809","665441","0","0.65","2004",""
"56809","657899","0","1","2011",""
"56809","653356","0","0.333","2010",""
"56809","651469","0","0.45","2006",""
"56809","641828","0","0.55","2007",""
"56809","520075","1","0.067","1992",""
"57622","502615","1","0.657","2010",""
"58745","645223","0","0.5","2009",""
"58745","632511","0","1","2009",""
"58745","399937","1","0.8","2014",""
"58745","92236","1","0.8","2014",""
"58926","505987","1","0.333","2014",""
"58926","445510","1","0.167","2006",""
"58926","352125","1","0.5","2011",""
"58926","136852","1","0.5","2012",""
"62536","504247","1","1","2008",""
"65190","731349","1","0.69","2011",""
"65190","674264","0","0.79","2008",""
"65190","624105","0","0.659","2011",""
"65745","684667","0","0.025","2007",""
"65745","644753","0","0.029","2003",""
"65824","715995","1","0.6","2004",""
"65824","709603","1","0.8","2001",""
"65824","653166","1","0.8","2002",""
"65824","460199","1","0.6","2005",""
"65824","77597","1","0.6","2003",""
"67383","715080","0","0.3","2011",""
"67442","731932","0","0","2014",""
"67442","725171","0","0.029","2015",""
"69349","715326","1","1","2007","2013"
"69349","643591","1","1","2003","2013"
"69743","113037","1","0","2001",""
"71053","701017","1","1","1999","2010"
"71053","700858","0","0.7","1994","2005"
"71053","676809","1","0.8","1999","2009"
"71053","652108","1","0.452","1998","2009"
"71053","651048","1","0.35","1994","2010"
"71904","645440","1","1","2014",""
"71991","691465","1","1","2012",""
"71991","627801","1","1","2005",""
"71991","290871","1","1","2012",""
"73981","726403","0","0.8","2015",""
"74024","449178","1","1","1991",""
"74982","672341","1","1","2011",""
"80430","663863","1","0.1","2015",""
"80430","374312","1","0.2","2004",""
"80430","336528","1","0.1","2015",""
"80430","39232","1","0.1","2015",""
"81092","713029","0","0.4","2013","2013"
"81092","655278","0","0.65","2009","2014"
"81092","651503","0","0.51","2011","2014"
"81378","725080","1","0.071","2014",""
"81378","675811","1","0.068","2007",""
"81378","654137","0","0.083","2015",""
"81378","640499","0","0.08","2014",""
"81378","636155","1","0.078","2012",""
"81378","628832","0","0.1","2015",""
"81378","215800","1","0.083","2013",""
"81378","131672","1","0.23","2007",""
"81378","118001","1","0.2","2014",""
"81378","63312","1","0.12","2012",""
"81378","16290","1","0.083","2013",""
"81407","628511","0","0.55","1996",""
"81530","677604","1","1","2006",""
"85865","695036","1","0.75","2002",""
"85911","642697","1","1","2000","2008"
"85911","468138","1","0.733","2004",""
"87636","46223","1","0.3","2005",""
"87960","662099","1","0.04","2013",""
"89612","708633","1","0.5","2001",""
"89612","426578","1","0.333","2013",""
"89750","658207","0","0.056","2014",""
"89750","409352","1","0.056","2013",""
"90715","628994","0","1","2000",""
"90762","639555","0","1","2014",""
"90762","71115","1","0.25","2014",""
"90890","689997","0","0","2013",""
"92050","726816","0","1","2013",""
"92703","169882","1","0.333","2013",""
"93040","717892","1","0.575","2012",""
"93040","252494","1","0.1","2009",""
"93040","191135","1","0.2","2004",""
"93929","650903","1","1","2011",""
"93929","650185","1","1","2008","2009"
"94220","672615","1","0.25","2015",""
"94220","648034","1","0","2015",""
"94262","681738","1","0.5","2012",""
"94958","725955","1","0.085","2015",""
"95540","696780","0","0.51","2015",""
"96873","630427","0","0.15","2014",""
"99259","695247","0","0.51","2010",""
"100808","732922","0","0.75","2010",""
"100808","724964","1","0.33","2006","2008"
"100808","661877","0","0.4","2012",""
"100808","659744","0","0.65","2010",""
"103984","723467","1","0.1","2015",""
"104379","629583","0","1","2014",""
"104379","295321","1","1","2001",""
"106928","663683","1","0.2","2007","2009"
"106928","453875","1","0.2","2014",""
"110469","49828","1","0.333","2012",""
"113702","740181","1","0.75","2003","2007"
"113702","720717","1","0.4","2002",""
"113702","650695","1","0.4","2005",""
"113702","373708","1","0.138","2004",""
"113702","370630","1","0.6","1998",""
"115473","49035","1","0.143","2009",""
"116365","663048","1","0.5","2015",""
"116881","706288","1","0.3","2008",""
"117091","702108","1","0.47","2010",""
"117348","677470","0","1","2009",""
"119143","660984","1","1","2008",""
"120148","680461","1","0.5","2013",""
"120987","19523","1","0.5","2011",""
"122754","737249","0","0.25","1998",""
"123103","677254","0","0.401","2008",""
"123103","635549","1","0.333","2013",""
"123851","676514","0","0.51","2012",""
"125096","658194","0","0.005","2010",""
"125096","391053","1","0.2","2006",""
"127202","651707","1","0.02","2004","2007"
"127373","684995","0","0.6","2011",""
"130889","716397","1","0.8","2013",""
"130889","697840","1","0.3","2013",""
"130889","684965","0","0.65","2013",""
"133093","687722","0","0.161","2008",""
"135278","734317","1","1","1985","2011"
"135278","723510","1","1","1995","2009"
"135278","707169","1","1","1985",""
"135278","630064","1","1","1994","2008"
"135278","393934","1","1","1992",""
"135368","683612","0","0.2","2011",""
"135497","728089","1","0.6","2015",""
"138958","675119","1","0.51","2007",""
"138972","730531","1","0.99","2014",""
"139205","689091","1","0.3","2014",""
"140021","733184","1","1","2003","2013"
"140021","727343","1","1","1996","2013"
"140021","701869","1","1","2010",""
"140021","664151","1","0.99","2005","2013"
"140021","624777","1","1","1987",""
"140021","486647","1","1","2013",""
"140021","293501","1","1","1983",""
"140021","122577","1","1","2010",""
"140021","92948","1","1","2009",""
"140021","11862","1","0.15","1998",""
"140166","693834","0","0.65","2015",""
"140244","714773","1","0.5","2012",""
"140462","660760","0","1","2011","2013"
"141482","732588","1","0.5","2015",""
"141482","650886","1","0.25","2012",""
"141482","647880","0","0.103","2013",""
"141482","643010","1","0.167","2007",""
"141933","126707","1","0.117","1991",""
"142203","731415","0","0.51","2013",""
"142203","642656","0","0.51","2013",""
"142203","462849","1","0.51","2006",""
"143182","696556","0","0.16","2015",""
"143714","723533","1","1","2014",""
"143714","689749","1","0.1","2005","2011"
"143714","651053","1","1","2012",""
"143714","648469","1","1","2013",""
"143714","426778","1","1","2013",""
"143714","248015","1","1","2013",""
"143714","105605","1","1","2015",""
"144627","670295","0","0.75","2015",""
"145006","715126","1","0.2","2006","2008"
"145006","690484","0","1","2006","2010"
"145006","633325","1","1","2009","2011"
"145059","704301","0","1","2012",""
"145446","654762","1","0.8","2000","2008"
"145984","221213","1","1","2001",""
"147037","714774","0","0.6","1994","2001"
"147037","707249","0","0.2","1994","2008"
"147037","666576","0","0.9","2000","2004"
"147087","663641","1","0.85","2001",""
"147087","651655","1","0.333","2007",""
"147087","638431","1","0.65","2000","2014"
"148173","19096","1","1","2000",""
"149185","729467","1","1","1997","2010"
"149185","691776","1","1","1985","2010"
"149655","642915","1","0.5","2015",""
"151121","674608","1","1","1996",""
"151121","674608","1","1","1996",""
"151121","661601","1","1","1985",""
"151121","661601","1","1","1985",""
"151121","644497","1","1","2005",""
"151121","644497","1","1","2005",""
"151121","627864","1","0.1","1992","2006"
"151121","627864","1","0.1","1992","2006"
"151121","463664","1","0.245","2011",""
"151121","463664","1","0.245","2011",""
"151174","735770","0","0.01","2015",""
"151174","689220","0","0.5","2014",""
"151174","672642","0","0.002","2015",""
"151174","665553","0","0.01","2015",""
"151174","658073","0","0.01","2015",""
"151174","30261","1","0.003","2014",""
"152193","687462","0","0.99","2014",""
"152193","659571","0","0.078","2014",""
"152193","644868","0","0.5","2003",""
"153074","724158","1","1","1983",""
"153074","693614","1","1","1980","2008"
"153074","686770","1","1","1994","2009"
"153074","656430","1","1","1992",""
"153790","676866","1","0.5","2008",""
"153790","404618","1","1","2010",""
"153790","328287","1","1","2007",""
"153790","221517","1","0.9","2008",""
"153790","165328","1","1","2008",""
"153989","735032","0","1","2011",""
"153989","696471","0","1","2012",""
"153989","268097","1","0.071","2012",""
"154741","739827","1","0.5","2013",""
"154741","700701","1","0.5","2003",""
"154741","670032","1","0.5","2011",""
"154741","660709","1","0.5","2004","2009"
"154741","645575","1","1","2013",""
"154741","346181","1","0.5","2009",""
"154741","282595","1","0.5","2003",""
"154741","91212","1","0.5","2003",""
"155881","164318","1","0.989","2008",""
"156516","692888","0","0.4","2007",""
"156516","657197","0","0.18","2008",""
"156516","627673","0","0.18","2007","2011"
"156516","623947","0","0.15","2010",""
"157428","697505","1","1","1995",""
"157428","676636","1","0.52","1998",""
"157428","262332","1","0.1","2000",""
"157428","137695","1","0.2","2004",""
"157428","60106","1","0.488","2000",""
"157428","54005","1","0.2","2009",""
"158285","247682","1","1","2012",""
"158597","730513","1","1","2006","2008"
"158597","679869","0","0.9","2004","2006"
"158597","638564","0","1","2006","2010"
"159475","652540","1","0.1","2012",""
"159959","645688","0","0.333","2014",""
"160022","730490","1","0.49","2007","2014"
"160022","707344","0","0.5","1994",""
"160022","643868","1","0.33","2008","2014"
"160022","89950","1","0.5","2013",""
"160310","717040","0","0.675","1997",""
"160310","692842","1","1","2015",""
"160580","663889","0","0.8","2008","2008"
"160961","675761","0","0.35","2005","2010"
"160961","659759","0","0.3","2005",""
"160961","627698","0","0.3","2005",""
"160961","454010","1","0.444","2009",""
"162108","736099","0","0.333","2014",""
"163375","707331","0","0.7","2007",""
"163431","655644","0","0.4","2013",""
"163431","29177","1","1","2001",""
"163606","677351","1","0.8","2007","2011"
"163873","636136","0","0.2","2011",""
"164501","721261","1","0.5","2015",""
"164501","717525","0","0.67","2015",""
"164501","96634","1","0.33","2015",""
"165799","739732","0","0.8","2012",""
"167524","99035","1","0.49","2015",""
"168011","654067","1","0.3","2015",""
"169221","699998","1","0.143","2013",""
"169420","649681","1","0.063","2012",""
"169970","500730","1","0.023","2011",""
"170263","452853","1","1","2009",""
"170263","383743","1","0.4","2010",""
"171383","664342","1","1","1993",""
"171383","288656","1","1","2007",""
"171468","638574","0","0.2","2000",""
"171746","712020","1","0.5","2015",""
"171746","407631","1","0.4","2008",""
"172951","633924","0","1","2010",""
"173130","739885","0","0.51","2012",""
"173130","722340","0","0.019","2013",""
"173130","706332","0","0.9","2012",""
"173130","679632","1","0.001","2011",""
"173130","675086","0","0.02","2012",""
"173130","674641","0","0.01","2012","2015"
"173130","665064","0","0.249","2009",""
"173130","647923","0","0.9","2012",""
"173130","647787","0","0.004","2013",""
"173130","636896","0","0.45","2012",""
"173134","648821","0","0.132","2015",""
"174757","685454","1","1","1996",""
"174757","14083","1","0.21","1997",""
"175801","679512","1","0.017","2011",""
"175855","738724","0","0.1","2008",""
"176378","701337","0","1","2001",""
"176378","649680","0","0.2","2008",""
"176425","731483","0","0.8","2009",""
"178663","725986","0","0.1","2008",""
"178840","697982","0","1","2015",""
"178840","662657","1","1","2004",""
"178840","347519","1","1","2008",""
"179875","664980","1","1","2015",""
"180956","20303","1","0.927","1999",""
"181136","432139","1","0.98","2012",""
"181343","177438","1","0.25","1996",""
"183160","266595","1","0.487","2006",""
"185539","674573","1","0.167","2005","2013"
"186367","627650","1","0.5","2007",""
"188336","738523","0","0.97","2010",""
"188336","681347","0","1","2010","2010"
"188336","652112","0","0.2","2010","2010"
"191620","253005","1","0.2","2008",""
"193250","735214","0","0.6","2013",""
"193250","729153","1","0.6","2013",""
"193250","709318","1","0.6","2012",""
"193250","705487","1","0.6","2013",""
"193250","639054","0","0.55","2014",""
"193250","628399","0","0.6","2013",""
"193387","4057","1","0.8","2005",""
"194585","623481","1","0.477","2002",""
"194955","335580","1","0.3","2014",""
"195294","720239","1","0.1","2004",""
"195294","718030","1","1","1983",""
"195294","650221","1","0.25","2004",""
"196034","676860","1","1","1994",""
"196034","673750","1","1","1994",""
"196034","468209","1","1","1995",""
"199580","724612","1","0.1","2006","2012"
"200845","676533","0","0.7","2001","2011"
"200845","631999","1","0.7","2002","2007"
"200845","412333","1","0.5","2004",""
"201461","298123","1","0.51","2002",""
"203699","41484","1","0.98","2012",""
"203736","703384","0","1","2006",""
"203736","643537","0","1","2008",""
"204743","180036","1","0.5","2005",""
"208013","735176","1","0.28","2008",""
"210663","220424","1","1","2007",""
"212135","714252","1","0.2","2014",""
"212135","654464","1","1","2013",""
"213377","625424","0","0.028","2010",""
"215467","704448","0","0.333","2013",""
"215888","716845","1","1","1993","2007"
"215888","689473","1","1","1992","2007"
"215888","666527","0","0.7","1992","2008"
"215888","650229","1","0.1","2000","2006"
"215888","635585","1","0.3","2004","2006"
"216081","719546","0","0.95","2009","2010"
"216081","696862","1","0.6","2002","2007"
"216081","459736","1","0.132","2015",""
"216927","355167","1","0.667","2009",""
"217812","698540","1","1","2009",""
"217812","265991","1","0.01","2009",""
"218304","643359","1","0.333","2014",""
"218304","455078","1","0.25","2015",""
"220797","666027","1","0.7","1999","2007"
"221132","628941","1","0.333","2001",""
"222298","630932","0","0.9","2004","2008"
"222657","670997","0","0.1","2015",""
"222657","641580","1","0.106","2014",""
"223248","714836","0","0.8","1995","2003"
"224287","628405","1","0.7","2015",""
"225663","719662","1","0.65","2012",""
"225663","691599","1","0.65","2012",""
"226942","624933","0","1","2011",""
"228833","630103","1","1","2009",""
"228978","185712","1","1","2008",""
"229884","639515","1","0.35","2007","2010"
"230104","627098","1","0.47","2015",""
"230976","683406","0","0.086","2010",""
"233219","705467","1","0.01","1996","2008"
"233219","438019","1","0.322","2000",""
"233348","136595","1","1","2014",""
"234820","716190","1","0.49","2009","2010"
"235156","629009","1","0.05","2005","2007"
"235156","414162","1","0.5","2001",""
"235156","11757","1","0.4","2003",""
"235276","667743","1","0.076","1995",""
"235500","399887","1","0.25","2013",""
"236195","325385","1","0.5","2012",""
"237624","728199","1","0.091","2011",""
"237624","624265","0","0.1","2007",""
"237827","736096","0","0.325","2012",""
"237839","681732","1","0.9","2004","2011"
"242014","704816","1","0.65","2012",""
"242014","333086","1","0.1","2011",""
"242448","720287","1","1","2005","2007"
"242448","631915","1","1","1992",""
"242448","625598","1","1","1991","2008"
"242448","624772","1","0.5","2005","2010"
"242535","635999","0","0.49","2015",""
"242554","627120","0","0.457","2015",""
"243034","722866","0","0.5","2002",""
"243034","721403","1","0.353","2010",""
"243034","719729","1","0.333","2013",""
"243034","705306","0","0.4","2011",""
"243034","675233","0","1","2012",""
"243034","673791","1","0.333","2008",""
"243034","645455","0","0.255","2012",""
"243034","637413","0","0.75","1997",""
"243034","636317","0","0.01","2002",""
"243034","623689","1","0.645","2014",""
"243086","665010","1","0.6","2014",""
"243236","701067","1","0.24","2005",""
"243489","734677","1","0.045","2004",""
"243489","701991","1","0.4","2015",""
"243489","681836","1","0.8","2000",""
"243489","675680","1","1","2009",""
"243489","634481","0","0.5","2012",""
"243489","483113","1","0.7","2013",""
"243489","426888","1","0.5","2004",""
"243489","354550","1","0.8","2005",""
"243489","303421","1","0.9","2000",""
"243489","235901","1","0.167","2012",""
"243489","149354","1","0.8","2001",""
"243489","138181","1","0.5","2004",""
"246693","671120","0","0.6","1995","2007"
"248202","724877","0","0.1","2011",""
"248202","696595","1","0.75","2011",""
"248202","682150","0","1","2012","2014"
"248202","675070","0","0.7","2013",""
"248202","667190","0","0.7","2001",""
"248202","644527","1","0.016","2015",""
"248202","212051","1","0.098","2015",""
"248202","151554","1","0.16","2015",""
"248202","146990","1","0.19","2011",""
"248202","14706","1","0.15","2009",""
"251345","689890","0","0.5","2009",""
"251345","632293","1","1","2009","2013"
"252407","457579","1","0.5","1999",""
"253765","739455","1","0.5","2010",""
"253765","675915","1","1","2008",""
"253765","671696","1","1","2007",""
"253765","633870","1","0.5","2012",""
"253765","300342","1","0.49","2007",""
"253780","645782","1","0.75","2014",""
"255742","737872","1","0.1","2006",""
"255742","679146","0","0.99","2009","2010"
"256137","60765","1","1","1997",""
"256425","703373","1","1","2004","2007"
"256425","655693","1","1","1994","2007"
"256425","222892","1","1","2013",""
"256425","61826","1","1","1995",""
"257753","643167","1","0.667","2014",""
"257753","328555","1","0.667","2014",""
"258227","682711","1","0.6","1997","2010"
"258580","682866","1","0.9","2008",""
"258580","199502","1","1","2002",""
"259745","77649","1","0.6","2014",""
"260070","632870","1","1","2011",""
"260070","402763","1","0.95","2011",""
"260407","728199","1","0.091","2011",""
"260407","668903","0","0.85","1999","2012"
"260407","632567","0","0.091","2013",""
"260962","706531","1","0.05","2004",""
"261388","652156","1","0.228","1999",""
"261968","646584","0","0.51","2015",""
"264025","238481","1","0.7","2010",""
"264068","727960","0","0.59","2011","2013"
"264113","716354","1","1","2015",""
"264882","722671","1","0.083","2001","2009"
"265013","733212","0","0.473","2000","2003"
"265013","648898","0","0.14","2000","2004"
"265013","230496","1","0","2004",""
"266232","738883","1","1","1998","2015"
"266232","708529","1","1","2000","2007"
"266232","681837","1","1","1998","2011"
"266232","678321","1","1","1991","2015"
"266232","656498","1","1","1997",""
"266232","653318","1","1","2000","2012"
"266232","636566","0","1","1999","2011"
"266232","634677","1","1","1988",""
"266232","629992","1","1","2001","2014"
"266232","628637","1","0.103","1994","2010"
"266232","418625","1","0.8","1998",""
"266232","344551","1","1","1987",""
"266232","20820","1","0.5","2010",""
"267251","626259","0","0.12","2014",""
"269831","636349","1","0.3","2014",""
"270401","104126","1","0.026","2010",""
"270841","663777","0","0.155","2006",""
"272177","729952","0","0.5","2014",""
"272177","718541","0","1","2015",""
"272177","698741","0","1","2015",""
"272177","649114","0","0.99","2015",""
"272177","632225","0","1","2015",""
"272177","25611","1","1","2014",""
"272542","686151","1","1","2004",""
"273762","648128","1","0.49","2013",""
"274262","667604","1","1","2009",""
"275160","738846","1","0.1","2003","2010"
"276197","399867","1","0.24","2009",""
"276459","306291","1","0.5","2008",""
"276514","626978","1","0.5","2008",""
"277243","693980","1","0.3","2010",""
"277243","659811","1","0.5","2006",""
"277605","697067","1","0.01","2015",""
"277605","316104","1","0.098","2009",""
"279242","734391","1","0.9","2015",""
"279885","392046","1","0.51","2012",""
"279970","686927","0","0.4","2013",""
"281257","722199","1","0.5","2000",""
"281767","701771","0","0.44","2014",""
"281767","625461","0","0.333","2014",""
"281891","729685","1","0.8","2004","2011"
"281891","674877","1","0.3","1995","2010"
"281891","629555","1","0.28","2004","2013"
"281891","124160","1","0.6","2003",""
"282285","681372","1","0.337","2002",""
"282957","400639","1","0.8","2009",""
"288283","314419","1","0.9","2014",""
"289444","654882","0","1","2015",""
"291426","412097","1","0.8","2015",""
"291580","721899","1","0.028","2010",""
"291580","652215","1","0.025","2002",""
"292534","734314","0","0.4","2008",""
"292534","730224","0","0.7","2003","2012"
"292534","707220","0","0.95","2008","2011"
"292534","692259","0","0.4","2009","2012"
"293043","628927","1","1","1995","2006"
"295003","647439","0","0.155","2014",""
"299182","645200","0","0.045","2004",""
"299590","718975","1","1","2014",""
"299619","704831","0","0.5","2015",""
"299910","681569","0","0.8","2008",""
"299926","722119","0","0.49","2014",""
"299926","706417","1","0.3","2015",""
"299926","640549","1","0.25","2014",""
"299926","79965","1","1","2007",""
"302022","681071","1","0.25","2014",""
"303602","42644","1","0.15","2006",""
"307682","460782","1","0.1","2015",""
"307682","333980","1","0.1","2015",""
"308003","266724","1","1","2011",""
"308096","697357","0","1","2010",""
"308096","403291","1","1","2003",""
"309017","714685","0","0.18","2015",""
"309017","646185","1","0.333","2009",""
"309017","66707","1","0.1","2014",""
"310177","716942","1","1","2000",""
"311445","723917","1","0.9","2006",""
"311445","722779","1","0.934","2005","2008"
"311445","690188","1","0.9","2006",""
"311445","641398","1","0.5","2008",""
"311445","633379","1","0.99","2005","2008"
"311445","438949","1","0.5","2009",""
"311445","312115","1","0.5","2008",""
"311445","257399","1","0.7","2009",""
"311445","40527","1","0.5","2006",""
"313217","687849","1","0.333","2015",""
"313217","636478","1","1","2014",""
"313217","497713","1","1","2008",""
"313217","379568","1","1","2015",""
"314110","714338","0","1","2013",""
"314110","707991","0","1","2012",""
"314110","701645","0","1","2004",""
"314110","660220","0","1","2013",""
"314110","636457","0","1","2012",""
"314110","634882","0","1","2013",""
"314595","706779","0","0.105","1995",""
"314784","736816","1","0.016","2005",""
"314977","729435","0","0.18","2015",""
"314977","677098","1","0.129","2013",""
"314977","665831","0","0.05","2014",""
"314977","624500","0","0.3","2013",""
"316977","729332","0","0.036","2015",""
"317971","718651","0","0.99","2015",""
"318439","739459","0","0.2","2009",""
"318439","727134","0","0.75","2012",""
"318439","718461","0","0.75","2009",""
"318439","702230","1","0.45","2015",""
"318439","696495","1","0.2","2015",""
"318439","671239","0","0.073","2012",""
"318439","662049","0","0.4","1998",""
"318439","656018","0","0.2","2011",""
"318439","653052","0","1","2015",""
"318439","171097","1","0.05","2014",""
"319379","416059","1","0.5","2015",""
"319672","734981","0","1","2014",""
"319672","730753","0","1","2014",""
"319672","726698","0","1","2013",""
"319672","724930","0","1","2012",""
"319672","722274","1","0.388","2011",""
"319672","720438","1","1","2013",""
"319672","712483","0","0.5","2014",""
"319672","702162","0","0.5","2014",""
"319672","688625","0","0.309","2011",""
"319672","686349","0","1","2012",""
"319672","678616","0","1","2014",""
"319672","677209","1","0.2","2011",""
"319672","676384","0","1","2014",""
"319672","666167","0","0.15","2011",""
"319672","666065","0","0.5","2014",""
"319672","640584","0","1","2011",""
"319672","639486","0","1","2013",""
"319672","636989","1","0.5","2015",""
"319672","635458","0","1","2014",""
"319672","631423","1","1","2012",""
"319672","122149","1","1","2012",""
"319672","101240","1","0.51","2013",""
"319672","44710","1","1","2014",""
"320819","626167","1","0.08","2015",""
"321343","88140","1","1","1993",""
"321482","462094","1","0.1","2014",""
"321482","442225","1","0.1","2014",""
"321854","624002","1","0.333","2001","2007"
"323026","710787","1","0.25","2013",""
"323026","635778","1","1","2010",""
"323026","633776","0","0.4","2012",""
"323026","157171","1","1","2012",""
"323223","670502","0","0.6","2012",""
"323258","698868","1","0.125","1993",""
"323716","646247","0","0.5","2008",""
"326116","736248","0","0.6","2010",""
"326220","699761","1","0.333","2011",""
"326578","691346","0","0.154","2009",""
"326673","639055","1","0.51","2013",""
"327039","738420","0","0.011","2003",""
"327039","733641","0","1","2005",""
"327039","727212","0","0.006","1998",""
"327039","708890","1","1","2014",""
"327039","706944","0","1","2012",""
"327039","706168","0","0.025","1984",""
"327039","701712","0","0.006","1998",""
"327039","701133","0","0.013","1999",""
"327039","697283","0","0.008","1989",""
"327039","686560","0","0","2002",""
"327039","682386","0","0.004","1995",""
"327039","656780","0","1","2015",""
"327039","655081","0","1","2004",""
"327039","651188","0","0.011","1992",""
"327039","650141","0","0.019","2000",""
"327039","649587","1","1","2007",""
"327039","641676","0","0.014","1993",""
"327039","639233","0","0.011","2000",""
"327039","638629","0","0.016","1992",""
"327039","332259","1","0.01","2013",""
"327133","315845","1","0.29","2014",""
"327389","730548","0","0.294","2011",""
"327389","717340","0","0.048","2014",""
"327389","682974","0","0.047","2011",""
"327389","681688","0","0.294","2011",""
"327389","664863","1","0.055","2005",""
"327389","659706","1","0.045","2008",""
"327389","654702","1","0.111","2010",""
"327389","636207","0","0.051","2011",""
"327448","723090","0","0.218","2014",""
"327448","689929","1","0.103","2010",""
"327448","650190","1","0.143","2006",""
"327448","637496","0","0.289","2012",""
"327448","623310","1","0.34","2006",""
"327448","438926","1","1","2011",""
"327448","111412","1","0.32","2013",""
"327804","682263","1","0.867","2005","2008"
"328647","670931","0","0.51","2013","2013"
"328647","662468","0","0.55","2014",""
"328967","715567","1","0.49","2015",""
"330657","671375","0","0.25","2015",""
"330819","482666","1","0.09","2012",""
"331291","117849","1","0.315","2015",""
"332579","676294","0","0.6","2014",""
"332579","669110","1","1","2014",""
"332579","642847","1","1","2012",""
"332579","473704","1","1","2014",""
"332579","252935","1","0.75","2014",""
"332579","218282","1","1","2013",""
"333200","650553","1","0.143","1992",""
"333788","724905","0","0.06","2011",""
"333788","671320","1","0.485","2005",""
"333788","667559","1","0.6","2005",""
"333788","643833","1","0.5","2001",""
"333788","624241","1","0.975","2008",""
"333788","436961","1","0.89","2011",""
"333788","393538","1","0.5","2005",""
"333788","305714","1","0.6","2004",""
"333788","302720","1","0.6","2005",""
"333788","72724","1","0.5","2001",""
"333979","733995","1","1","1999","2015"
"333979","701389","1","0.5","2007",""
"333979","700451","1","0.5","1995","2011"
"333979","678502","1","0.2","2009","2012"
"333979","667158","1","0.225","2000","2011"
"333979","666234","0","1","2010",""
"333979","630611","0","1","2008",""
"333979","330304","1","1","2004",""
"333979","270958","1","0.6","2001",""
"333979","235969","1","0.118","2012",""
"333979","135659","1","1","2007",""
"334814","696344","0","1","2014",""
"335628","177559","1","0.08","2003",""
"336298","666207","0","0.65","2011",""
"336298","630867","0","1","2010",""
"337163","714273","1","0.5","2009",""
"338841","497953","1","1","2010",""
"338841","222418","1","0.01","2011",""
"339601","698297","0","0.5","2014",""
"341371","713266","0","0.2","2011",""
"341371","704513","0","0.25","2003",""
"341371","697030","0","0.49","2012",""
"341371","678915","0","0.45","2008","2015"
"341371","656023","0","0.2","2014",""
"342456","736505","1","0.1","2004",""
"343117","739397","0","0.51","2015",""
"343117","710658","0","0.7","2015",""
"343117","668088","0","1","2015",""
"343117","636415","0","1","2015",""
"343140","430204","1","0.15","2007",""
"344093","651731","1","0.75","2009",""
"344422","670392","1","0.75","2003","2007"
"344422","637546","0","0.95","2012",""
"344422","635876","0","0.05","2010",""
"344422","65330","1","0.375","2003",""
"345359","653920","0","1","2011",""
"345942","708322","0","1","2013","2015"
"345942","692827","0","1","2011",""
"345942","635406","0","0.65","2012",""
"347126","659923","0","0.2","2005","2006"
"347362","677296","1","0.4","2015",""
"347681","705368","0","1","2014",""
