"EID","TYPECODE","IFHOME","B_REYEAR","B_ENDYEAR"
"46071","br177749","0","2014",""
"466698","br147914","0","2014",""
"95351","br208212","0","2010",""
"405460","br208213","0","2001",""
"279513","br117760","0","2002",""
"130187","br177750","0","2011",""
"225977","br57844","0","2002",""
"279513","br238037","0","1999",""
"514697","br147918","0","2014",""
"279513","br117763","0","2012",""
"365561","br87791","0","2015",""
"245563","br27916","0","2014",""
"117898","br177752","0","2006",""
"138964","br87792","0","2012",""
"405460","br238041","0","2007",""
"279513","br147920","0","2012",""
"321553","br87793","0","2008","2013"
"279513","br147921","0","2002",""
"405460","br27919","0","2003",""
"191546","br208220","0","2008",""
"279513","br238044","0","2005",""
"277210","br208221","0","2005",""
"329569","br27922","0","2013",""
"279513","br27923","0","2004",""
"309337","br208222","0","2013",""
"279513","br117768","0","2014",""
"405460","br27924","0","2003","2009"
"272177","br87794","0","2013",""
"279513","br87795","0","2000",""
"279513","br208225","0","1993",""
"158967","br238045","0","2011",""
"50566","br87798","1","2011",""
"279513","br57852","0","2000",""
"405460","br87799","0","1997",""
"440806","br117770","1","2011",""
"279513","br208229","0","2014",""
"504261","br177763","1","2012",""
"279513","br57853","0","2000",""
"298949","br87800","0","2013",""
"279513","br27927","0","2014",""
"244403","br117771","0","2008",""
"405460","br208231","0","2007",""
"279513","br238050","0","2000",""
"40797","br57854","0","2014",""
"405460","br57855","0","2002","2010"
"405460","br27928","0","1997",""
"395468","br208233","0","2009","2012"
"329569","br208235","0","2004",""
"447094","br177765","0","2014",""
"279513","br87802","0","2001",""
"329569","br27931","0","2011",""
"279513","br177766","0","2006",""
"516822","br238054","0","2009",""
"279513","br27932","0","2013",""
"95351","br147924","0","2010",""
"462133","br57859","0","2011",""
"31637","br177768","0","2014",""
"137637","br27933","0","2011",""
"50566","br208236","1","2010",""
"159045","br147925","0","2007","2011"
"191546","br87806","0","2011",""
"329569","br117773","0","2008",""
"65679","br177769","0","2013",""
"353345","br27936","0","2011",""
"243034","br238057","0","2014",""
"63824","br177770","0","2007",""
"519122","br57862","0","2014","2015"
"184638","br238059","0","2007","2011"
"279513","br27938","0","2002",""
"91315","br27939","0","2013",""
"236196","br177772","0","2010",""
"480664","br57864","0","2010",""
"302652","br87808","0","2012",""
"329569","br117775","0","2015",""
"279513","br208239","0","2012",""
"405460","br117776","0","2002",""
"279513","br27941","0","1992",""
"279513","br27942","0","2002",""
"405460","br27943","0","2006",""
"405460","br238061","0","2002","2013"
"405460","br177776","0","2008","2012"
"329569","br177778","0","2001",""
"329569","br238062","0","2002",""
"329569","br177779","0","2014",""
"225977","br117777","0","2001",""
"277210","br57865","0","2008",""
"405460","br27946","0","2007",""
"279513","br87811","0","2008",""
"279513","br57866","0","2001",""
"433317","br27951","0","2012",""
"279513","br147934","0","2000",""
"279513","br238065","0","2002",""
"439","br27952","0","2011",""
"405460","br177784","0","2002",""
"405460","br27953","0","2003","2005"
"279513","br208245","0","2003",""
"279513","br238066","0","2005",""
"405460","br117779","0","2010",""
"439","br208246","0","2012",""
"440072","br117781","1","2015",""
"279513","br27958","0","2001",""
"279513","br177785","0","2001",""
"405460","br238068","0","1997",""
"459477","br87822","0","2014",""
"458248","br177788","0","1998","2001"
"507180","br177789","0","2015",""
"405460","br57870","0","2009",""
"405460","br87824","0","2006",""
"279513","br208250","0","2014",""
"279513","br208251","0","2007",""
"405460","br238071","0","2000",""
"239261","br87826","0","2013","2014"
"405460","br177791","0","2009","2013"
"277210","br177792","0","2004",""
"362390","br57873","0","2014",""
"439","br147943","0","2011",""
"279513","br57874","0","2000",""
"4439","br117787","0","2012",""
"233751","br57875","0","2005","2010"
"279513","br87828","0","2004",""
"18379","br87830","0","2013",""
"226518","br117789","0","2011",""
"405460","br208253","0","1997",""
"279513","br27965","0","2003",""
"279513","br57877","0","2012",""
"228493","br87831","0","2007",""
"425821","br57878","0","1999","2013"
"279513","br208254","0","2014",""
"405460","br147947","0","2002","2013"
"279513","br27967","0","2002",""
"310091","br177794","0","2010",""
"279513","br117790","0","2012",""
"329569","br238074","0","2015",""
"279513","br238076","0","2010",""
"405460","br57882","0","2003",""
"405460","br177796","0","2010","2013"
"279513","br208256","0","2000",""
"191546","br57885","0","2013",""
"216002","br87835","0","2014","2015"
"279513","br208257","0","2009",""
"31501","br177797","0","2015",""
"405460","br208259","0","2002","2007"
"279513","br27971","0","2004",""
"279513","br27972","0","2010",""
"379626","br57886","1","2012",""
"279513","br87840","0","2000",""
"279513","br177799","0","2012",""
"405460","br117801","0","2014",""
"279513","br117803","0","2010",""
"279513","br57889","0","2004",""
"476044","br117804","0","2008","2012"
"401056","br57890","0","2004","2011"
"405460","br147955","0","2009",""
"279513","br87841","0","2001",""
"279513","br208263","0","2000",""
"279513","br238083","0","2000",""
"279513","br27976","0","2014",""
"483557","br177801","0","2013",""
"277210","br87844","0","2004",""
"24342","br147959","0","2008","2014"
"405460","br117807","0","2009",""
"362323","br87845","0","2014",""
"279513","br57894","0","2000",""
"405460","br87846","0","2003",""
"64452","br238087","0","2011",""
"440806","br27978","1","2013",""
"405460","br117811","0","2003","2011"
"279513","br87848","0","2010",""
"279513","br117812","0","2014",""
"279513","br177802","0","2000",""
"279513","br147960","0","2004",""
"279513","br177803","0","2010",""
"494491","br57898","0","2008",""
"279513","br87849","0","2006",""
"279513","br238089","0","2010",""
"54153","br57899","0","2001",""
"6473","br87850","0","2003","2010"
"279513","br208266","0","2001",""
"405460","br147962","0","2002","2013"
"329569","br117813","0","2011",""
"279513","br117815","0","2004",""
"408740","br238091","0","2014",""
"405460","br27982","0","2002","2010"
"279513","br87852","0","2005",""
"150616","br177808","0","2010",""
"279513","br238092","0","2009",""
"405460","br117816","0","2003",""
"279513","br87854","0","2001",""
"405460","br117817","0","2003",""
"279513","br117818","0","2002",""
"63824","br87855","0","2008",""
"312192","br117819","0","2000","2001"
"279513","br208273","0","2007",""
"279513","br208274","0","2002",""
"476088","br117822","1","1997",""
"279513","br208275","0","2014",""
"279513","br147966","0","2004",""
"279513","br27985","0","2000",""
"175245","br208276","0","2011",""
"279513","br57905","0","2004",""
"405460","br147967","0","2003",""
"405460","br208277","0","2004","2004"
"379131","br117824","1","2009",""
"277210","br27986","0","2003",""
"405460","br208279","0","1998","2009"
"191546","br27987","0","2014",""
"279513","br87864","0","2000",""
"329569","br87865","0","2014",""
"279513","br57908","0","2000",""
"435444","br117826","0","2007",""
"279513","br57909","0","2014",""
"279513","br57910","0","2005",""
"431540","br57911","0","2014",""
"458075","br177815","0","2010","2014"
"279513","br177816","0","2013",""
"279513","br27991","0","2001",""
"279513","br147972","0","2000",""
"279513","br27992","0","2011",""
"389351","br208283","0","2002","2006"
"364568","br208284","1","2012",""
"277210","br117829","0","2010",""
"279513","br147973","0","2004",""
"505470","br27993","0","2014","2015"
"279513","br208285","0","2010",""
"191546","br208286","0","2008",""
"309337","br208287","0","2011",""
"279513","br117830","0","2000",""
"434803","br87872","0","2011",""
"405460","br238105","0","2002","2006"
"279513","br238106","0","2005",""
"454641","br87874","0","2007",""
"405460","br208289","0","1997",""
"279513","br27995","0","2006",""
"279513","br117831","0","2011",""
"74476","br177823","0","2011",""
"225977","br57917","0","2003","2006"
"369233","br117835","0","2015",""
"235140","br27996","0","2014",""
"290628","br27997","0","2013",""
"504283","br117839","1","2007",""
"279513","br57922","0","2000",""
"230838","br208292","0","1990","2002"
"279513","br208293","0","2001",""
"127308","br117840","0","2002",""
"80235","br117841","0","1999","2010"
"279513","br57924","0","2001",""
"279513","br238116","0","1998",""
"279513","br117843","0","2015",""
"279513","br28003","0","2002",""
"405460","br177829","0","2007",""
"297043","br117844","1","1999",""
"511058","br28004","0","2006",""
"282280","br57927","0","2006",""
"25611","br147979","0","2015",""
"408740","br208295","0","2014",""
"279513","br208297","0","2002",""
"116076","br28009","0","2000","2014"
"279513","br238121","0","2008",""
"225977","br117846","0","2005","2011"
"405460","br117847","0","2008",""
"405460","br177834","0","2003",""
"405460","br28011","0","2002",""
"397147","br208299","0","2010","2010"
"48506","br57929","0","2010","2011"
"405460","br147981","0","2005","2008"
"205166","br57930","0","2011",""
"279513","br147983","0","2001",""
"405460","br28014","0","2003",""
"279513","br208300","0","2011",""
"279513","br57932","0","2000",""
"405460","br147984","0","2005",""
"151849","br177836","0","1999","2001"
"457016","br57933","0","2013",""
"157684","br28016","0","2006",""
"405460","br177838","0","2005",""
"405460","br208302","0","2003",""
"38154","br87893","0","2008",""
"279513","br208303","0","2012",""
"279513","br238124","0","2003",""
"279513","br238125","0","2005",""
"405460","br208304","0","2003",""
"279513","br117853","0","1999",""
"279513","br57935","0","2000",""
"225464","br117854","1","2010",""
"405460","br28017","0","2009","2011"
"279513","br238128","0","2011",""
"279513","br147987","0","2001",""
"405460","br208307","0","1997",""
"279513","br87895","0","2010",""
"243034","br238129","0","2013",""
"405460","br57938","0","2003",""
"405460","br28020","0","2013",""
"279513","br57939","0","2001",""
"217782","br238131","1","2014",""
"279513","br147991","0","2004",""
"279513","br147992","0","2009",""
"253646","br177844","0","2007",""
"279513","br87897","0","2011",""
"405460","br117856","0","2003",""
"405460","br28023","0","2005",""
"265184","br208311","0","2012",""
"405460","br238134","0","2003",""
"405460","br28024","0","2003",""
"279513","br87899","0","2000",""
"404595","br238135","0","2012","2013"
"405460","br177847","0","2004",""
"279513","br208315","0","2002",""
"279513","br177848","0","2003",""
"279513","br28027","0","2010",""
"279513","br177849","0","2005",""
"405460","br147995","0","1997",""
"405460","br177850","0","2004",""
"149322","br87902","0","2008",""
"131970","br117860","0","2010","2012"
"222431","br238139","0","2010","2013"
"441494","br28028","0","2001",""
"397535","br87903","0","2012",""
"405460","br28029","0","2005",""
"170277","br147996","0","2014",""
"279513","br238141","0","2004",""
"279513","br208318","0","2001",""
"405460","br238143","0","1998",""
"279513","br208319","0","2011",""
"50020","br147999","1","2015",""
"279513","br57945","0","2004",""
"279513","br28032","0","2000",""
"523309","br87909","0","2013",""
"207068","br238149","0","2000","2012"
"405460","br238150","0","2014",""
"279513","br238151","0","2012",""
"405460","br208321","0","2002","2012"
"408740","br117869","0","2014",""
"279513","br177854","0","2001",""
"173073","br148004","0","2011",""
"62544","br208322","0","2003",""
"405460","br117870","0","2004",""
"277640","br177855","0","2011","2015"
"405460","br28036","0","2001",""
"279513","br238155","0","2007",""
"279513","br87914","0","2012",""
"69439","br57954","0","2008","2011"
"449681","br87915","0","2010",""
"279513","br238158","0","2004",""
"279513","br57958","0","2006",""
"279513","br117874","0","2010",""
"518405","br87916","0","2002",""
"279513","br117876","0","1999",""
"279513","br177858","0","2005",""
"241732","br57962","0","2013",""
"405460","br177861","0","2002","2013"
"329569","br28038","0","2015",""
"453730","br57963","0","2007",""
"279513","br57964","0","2005",""
"419810","br238159","0","2002",""
"16185","br87919","0","2014","2015"
"336493","br208328","0","2007",""
"279513","br177863","0","2010",""
"55356","br208330","0","2009",""
"52741","br148010","0","2005","2006"
"38154","br28042","0","2009",""
"405460","br238164","0","2003",""
"279513","br87920","0","2011",""
"279513","br177866","0","2001",""
"279513","br177868","0","2003",""
"191546","br57970","0","2008",""
"405460","br28044","0","2002",""
"430092","br117880","0","2010","2011"
"279513","br238165","0","2012",""
"230838","br28047","0","1995",""
"340897","br87921","0","2003","2006"
"279513","br208334","0","2000",""
"279513","br238167","0","2010",""
"470497","br148014","0","2015",""
"127237","br238170","0","2002","2005"
"279513","br238171","0","2010",""
"405460","br57973","0","2003",""
"279513","br148016","0","2000",""
"272553","br148017","0","2006","2009"
"241986","br28051","0","2000","2002"
"405460","br117882","0","2002","2012"
"505096","br208338","0","2013",""
"405460","br177870","0","2003",""
"405460","br117884","0","2003",""
"405460","br208340","0","2005",""
"279513","br28052","0","2004",""
"405460","br57974","0","2003",""
"9988","br238174","0","2013",""
"405460","br208341","0","2006",""
"279513","br148020","0","2005",""
"439","br57975","0","2011",""
"405460","br177871","0","1997",""
"379645","br177872","0","2014",""
"225601","br238178","1","2001",""
"405460","br87925","0","2003",""
"279513","br117887","0","2000",""
"279513","br117888","0","2002",""
"405460","br57977","0","1998",""
"279513","br57978","0","2015",""
"364568","br28058","1","2002",""
"279513","br208344","0","2013",""
"279513","br28059","0","2006",""
"200918","br87928","0","2013",""
"279513","br177874","0","2000",""
"279513","br148023","0","2014",""
"405460","br57980","0","2002",""
"405460","br208346","0","1999",""
"287600","br238179","0","2007","2014"
"185452","br87931","0","2011",""
"279513","br87932","0","2002",""
"230838","br57981","0","2001","2002"
"279513","br208348","0","2005",""
"370552","br177877","0","2013",""
"16185","br177878","0","2006",""
"447510","br148027","0","2012",""
"333636","br148028","0","2004","2005"
"114972","br117893","0","2010","2015"
"515300","br238181","0","2015",""
"279513","br57984","0","2001",""
"191546","br177879","0","2009",""
"265479","br177880","0","2000","2000"
"279513","br117894","0","1996",""
"405460","br87935","0","2003",""
"180692","br148030","1","2012",""
"403506","br148031","0","2009","2013"
"279513","br208350","0","2015",""
"279513","br238183","0","2009",""
"191546","br177882","0","2014",""
"405460","br208351","0","2003",""
"73016","br117897","1","2013",""
"329569","br117898","0","2011",""
"405460","br28067","0","2006",""
"279513","br28068","0","2010",""
"439","br87937","0","2011",""
"279513","br208354","0","2000",""
"10369","br117900","0","2011","2011"
"405460","br28069","0","2002",""
"279513","br238187","0","2006",""
"480339","br238188","0","2015",""
"279513","br177887","0","2012",""
"279513","br87940","0","2011",""
"405460","br57987","0","2002",""
"283506","br238190","0","2010",""
"59874","br148036","0","2009",""
"129311","br238191","0","2012",""
"10587","br208358","1","2013",""
"283365","br208359","1","2006",""
"405460","br28071","0","1997",""
"279513","br238192","0","2000",""
"120291","br148037","0","2006","2013"
"21635","br57990","0","2015",""
"405460","br57991","0","2002",""
"405460","br57992","0","2003",""
"405460","br28073","0","2002",""
"279513","br238195","0","2010",""
"279513","br238196","0","2009",""
"148514","br177895","0","2013",""
"456296","br117908","0","2015",""
"405460","br28076","0","2003",""
"158967","br117909","0","2013",""
"405460","br208364","0","1996",""
"191546","br57993","0","2008",""
"279513","br177899","0","2000",""
"279513","br208365","0","2008",""
"279513","br117911","0","2012",""
"405460","br117912","0","2003",""
"405460","br57994","0","1998",""
"279513","br87943","0","2007",""
"279513","br28077","0","2000",""
"405460","br177901","0","2003",""
"279513","br117913","0","2000",""
"191546","br57995","0","2008",""
"468462","br208368","0","1999","2011"
"405460","br117914","0","2003",""
"279513","br117915","0","2004",""
"279513","br28078","0","2013",""
"279513","br177905","0","2007",""
"405460","br87945","0","2009",""
"143","br208371","0","2011","2013"
"277210","br117918","0","2005",""
"279513","br148045","0","2001",""
"67464","br28079","0","2014",""
"453506","br177908","0","2014",""
"279513","br117919","0","2000",""
"195951","br177909","0","2012",""
"279513","br177910","0","2001",""
"405460","br28080","0","2002","2014"
"364568","br28083","1","2002",""
"405460","br28086","0","1998",""
"405460","br148047","0","2002",""
"279513","br177912","0","2012",""
"96269","br28087","0","2004","2007"
"279513","br148049","0","2000",""
"403176","br58001","0","2015",""
"508574","br177913","0","2007","2009"
"279513","br238206","0","2001",""
"8583","br87950","0","2015",""
"279513","br148051","0","2008",""
"229313","br238207","0","2012",""
"191546","br28088","0","2008",""
"279513","br58004","0","2013",""
"335119","br208374","0","2010",""
"279513","br117922","0","2011",""
"191546","br208375","0","2008",""
"405460","br28089","0","2002",""
"323815","br238208","0","2015",""
"224715","br148053","0","2006",""
"405460","br238209","0","2006",""
"167050","br177915","0","2011",""
"230897","br58007","0","2007",""
"236056","br238210","1","2003",""
"497055","br177917","0","2015",""
"518480","br177918","1","2015",""
"64191","br148055","0","2011",""
"279513","br148057","0","2013",""
"279513","br148058","0","2013",""
"110726","br148059","0","2015",""
"32314","br208378","0","2014",""
"191546","br28093","0","2008",""
"279513","br87954","0","2002",""
"279513","br148061","0","2001",""
"195427","br177920","0","2013",""
"272266","br177921","0","2012","2012"
"191546","br87955","0","2015",""
"30087","br177923","0","2008",""
"405460","br117930","0","2008","2015"
"329569","br208380","0","2010",""
"405460","br58013","0","2002","2012"
"40271","br28098","0","2004","2007"
"299678","br148065","0","2012",""
"279513","br28099","0","2002",""
"494491","br117931","0","2008","2014"
"279513","br58014","0","2011",""
"279513","br117932","0","2010",""
"414905","br208381","0","2008",""
"287920","br238212","0","2003",""
"279513","br117933","0","2014",""
"405460","br177925","0","2003",""
"32314","br148066","0","2015",""
"136248","br177927","0","2013",""
"329569","br177928","0","1997",""
"364568","br87959","1","2004",""
"193015","br87960","0","1998","2004"
"48506","br58022","0","2009","2012"
"173259","br87961","0","2013",""
"38154","br58023","0","2009",""
"385994","br28101","0","2003","2004"
"279513","br87964","0","2002",""
"279513","br28105","0","2002",""
"109720","br87965","1","2007",""
"279513","br28106","0","2005",""
"405460","br177931","0","1998",""
"406589","br58028","0","2002",""
"279513","br87967","0","2001",""
"330984","br208386","0","2015",""
"279513","br58029","0","2009",""
"279513","br238220","0","2002",""
"300497","br58030","0","2014",""
"279513","br148071","0","2000",""
"279513","br58031","0","2013",""
"405460","br238221","0","2002",""
"310509","br208387","0","2002","2014"
"279513","br87969","0","2000",""
"279513","br58033","0","2014",""
"520346","br28107","1","2010",""
"405460","br28108","0","2003",""
"326267","br148075","0","2011",""
"133671","br117936","0","2012","2013"
"405460","br208388","0","2003",""
"279513","br58036","0","2002",""
"446900","br58037","0","2014",""
"405460","br208389","0","1997",""
"358094","br208390","0","2001","2013"
"279513","br58038","0","2000",""
"191546","br208391","0","2014",""
"405460","br208392","0","2002",""
"329569","br208393","0","2014",""
"243034","br238227","0","2015",""
"405460","br177935","0","2015",""
"325536","br58039","0","2006",""
"279513","br87973","0","2004",""
"405460","br177936","0","2009",""
"439","br58040","0","2012",""
"317380","br117940","0","2010","2013"
"279513","br208395","0","2001",""
"279513","br117942","0","2005",""
"302652","br28112","1","2004",""
"278448","br117943","0","2013",""
"279513","br28113","0","2013",""
"279513","br148079","0","2013",""
"405460","br177938","0","2003","2011"
"405460","br177943","0","2010",""
"234676","br177944","0","2009",""
"279513","br58045","0","2014",""
"405460","br117946","0","1998",""
"279513","br87978","0","2004",""
"279513","br58047","0","1989",""
"504491","br28117","0","2003",""
"67758","br148083","0","2002","2005"
"405460","br208398","0","1997","2010"
"279513","br87979","0","2004",""
"345212","br117948","0","2014",""
"65679","br117949","0","2008",""
"193187","br87980","1","2004",""
"221516","br117950","0","2008",""
"405460","br58049","0","2008",""
"279513","br148085","0","2003",""
"279513","br208400","0","2010",""
"405460","br238231","0","2003",""
"525232","br238232","0","2011",""
"185166","br117951","0","2011",""
"279513","br87986","0","2002",""
"429220","br177950","0","2008","2010"
"279513","br117952","0","2002",""
"297043","br148088","1","2003",""
"405460","br148089","0","2003",""
"279513","br87987","0","2009",""
"489669","br148091","1","2015",""
"405460","br117954","0","2003",""
"173259","br238235","0","2005",""
"117898","br208406","0","2011",""
"208168","br238236","0","1997","2005"
"279513","br148092","0","2008",""
"46006","br208407","0","2010","2011"
"279513","br87991","0","1997",""
"279513","br28122","0","2010",""
"299678","br208408","0","2012",""
"279513","br177956","0","2010",""
"243034","br208410","0","2012",""
"4433","br148100","0","2014",""
"153683","br177957","0","2004","2005"
"396240","br208412","0","2009","2011"
"405460","br58061","0","2006",""
"279513","br117961","0","2010",""
"266086","br28127","0","2011","2013"
"14526","br117962","0","2008",""
"191546","br177959","0","2008",""
"279513","br238239","0","2013",""
"405460","br87998","0","2008",""
"279513","br148105","0","2006",""
"405460","br148106","0","2003",""
"227514","br88002","0","2011","2014"
"330510","br28131","0","2010",""
"277210","br88003","0","2004","2015"
"405460","br177962","0","1997",""
"279513","br117967","0","2012",""
"279513","br117968","0","2010",""
"279513","br88007","0","2001",""
"279513","br177964","0","2007",""
"279513","br208416","0","2002",""
"279513","br88008","0","2008",""
"98236","br88009","1","2000",""
"353001","br58065","0","2005","2005"
"189723","br117969","0","2013",""
"62544","br208418","0","2003",""
"299139","br148108","1","2015",""
"330017","br88011","0","2010",""
"279513","br28138","0","2007",""
"368180","br58069","0","2006",""
"336493","br238248","0","2009","2009"
"496511","br238249","0","2008",""
"405460","br177968","0","2004",""
"279513","br88013","0","1995",""
"279513","br148112","0","2009",""
"404128","br88014","0","2011",""
"279513","br177969","0","2000",""
"279513","br177970","0","2004",""
"405460","br177971","0","1997",""
"78180","br28141","0","2014",""
"279513","br117974","0","2013",""
"279513","br177972","0","2000",""
"236196","br148114","0","2006",""
"279513","br117975","0","2000",""
"405460","br117976","0","2006",""
"363614","br88019","0","2013",""
"405460","br238252","0","2003",""
"279513","br238253","0","2013",""
"279513","br117979","0","2013",""
"279513","br238254","0","2008",""
"279513","br177975","0","2000",""
"405460","br238256","0","2005",""
"76084","br58078","0","2014",""
"405460","br208425","0","2010",""
"279513","br28147","0","2012",""
"309337","br117981","0","2012",""
"359170","br148116","0","2014",""
"279513","br88021","0","2008",""
"216002","br117982","0","2012","2014"
"279513","br208427","0","2003",""
"279513","br148117","0","2010",""
"405460","br208428","0","2002","2013"
"389553","br208430","0","2008","2010"
"279513","br177980","0","2000",""
"405460","br58082","0","2003",""
"38154","br177981","0","2009",""
"279513","br238262","0","2004",""
"191546","br58083","0","2013",""
"405460","br177982","0","2009",""
"279513","br238263","0","2004",""
"279513","br238264","0","2009",""
"279513","br177983","0","2004",""
"486956","br208432","0","2010",""
"36972","br208433","0","2014",""
"279513","br208434","0","2001",""
"225601","br117990","1","2001",""
"395894","br238267","0","2012",""
"191546","br117993","0","2009",""
"230838","br88025","0","2008",""
"113324","br177986","0","2010","2015"
"279513","br117994","0","2001",""
"279513","br88026","0","2011",""
"405460","br88027","0","2003","2011"
"380842","br28151","0","2012",""
"191546","br117995","0","2014",""
"405460","br208436","0","2003",""
"279513","br117996","0","2010",""
"243034","br58084","0","2010",""
"405460","br208438","0","2002",""
"405460","br148121","0","1994",""
"279513","br208439","0","2002",""
"279513","br58085","0","2015",""
"404128","br88029","0","2011",""
"38154","br148122","0","2013",""
"63824","br238270","0","2008",""
"439","br28154","0","2012",""
"279513","br238271","0","2001",""
"279513","br148124","0","2004",""
"229313","br148125","0","2012",""
"279513","br177990","0","2002",""
"390945","br208443","1","2015",""
"277210","br148127","0","2004",""
"279513","br58088","0","2006",""
"419810","br177992","0","2006",""
"405460","br28157","0","2003",""
"405460","br88031","0","2002","2014"
"31789","br208444","0","2014",""
"151782","br88032","0","2013",""
"279513","br148130","0","2000",""
"464408","br238273","1","2003",""
"405460","br117998","0","1997","2012"
"279513","br88034","0","2013",""
"279513","br238274","0","2001",""
"105383","br58092","0","2010",""
"279513","br177997","0","2011",""
"279513","br117999","0","2009",""
"243006","br58093","0","2001","2006"
"277210","br177998","0","2005",""
"372529","br118000","0","2005","2009"
"279513","br118001","0","2000",""
"329569","br238276","0","2014",""
"279513","br28165","0","2001",""
"192281","br118004","0","2002","2015"
"186154","br118005","0","2004","2011"
"35176","br88039","0","2012","2014"
"279513","br148136","0","2004",""
"63824","br177999","0","2007",""
"405460","br148138","0","1997",""
"405460","br118007","0","2002",""
"12089","br28167","0","2006","2009"
"63824","br208447","0","2008",""
"189723","br238277","0","2012",""
"54560","br208448","0","2013",""
"279513","br178000","0","2000",""
"279513","br88040","0","2011",""
"81590","br58102","0","2013",""
"405460","br58104","0","1997",""
"63824","br28169","0","2008",""
"405460","br28170","0","1996",""
"279513","br208450","0","2003",""
"279513","br208451","0","2003",""
"272177","br208452","0","2014",""
"424143","br28171","1","2012",""
"279513","br58107","0","2004",""
"310509","br28172","0","2006",""
"111043","br178005","0","2014",""
"291498","br28173","0","2014",""
"106527","br148145","0","2011","2013"
"279513","br58109","0","2013",""
"491118","br58110","0","2009",""
"279513","br58111","0","2005",""
"359170","br28175","0","2009","2010"
"405460","br238285","0","2003",""
"279513","br238286","0","2001",""
"118656","br58112","1","2007",""
"44003","br88042","0","2006",""
"405460","br118014","0","2004",""
"329569","br28179","0","1996",""
"191546","br148146","0","2009",""
"405460","br148147","0","2003",""
"405460","br238288","0","2002",""
"279513","br58114","0","2005",""
"178821","br238291","0","2010",""
"53277","br28182","0","2012",""
"522559","br88043","0","2011",""
"382365","br178011","1","2013",""
"405460","br28183","0","2011",""
"6686","br238294","1","2012",""
"279513","br148148","0","2005",""
"92501","br88044","0","2006","2006"
"405460","br148149","0","2002",""
"135437","br28186","0","1999","2008"
"197100","br208457","0","2014",""
"405460","br88046","0","2005","2010"
"405460","br28187","0","2003",""
"507770","br118019","0","2010",""
"279513","br178014","0","2005",""
"279513","br118020","0","2002",""
"390373","br178017","0","2015",""
"405460","br148151","0","2003",""
"298970","br58119","0","2005","2010"
"405460","br178019","0","2002",""
"219656","br28191","0","2002","2003"
"279513","br28192","0","2004",""
"405460","br148155","0","2003","2011"
"401547","br58122","0","2012",""
"397268","br148156","0","2015",""
"279513","br58123","0","2001",""
"85394","br118022","0","1996","2006"
"279513","br88049","0","2012",""
"405460","br58125","0","2013",""
"405460","br208464","0","2000",""
"279513","br178024","0","1999",""
"353345","br88050","0","2012",""
"405460","br88051","0","1999","2003"
"279513","br178026","0","2002",""
"279513","br58126","0","2009",""
"279513","br208466","0","2015",""
"279513","br118026","0","2015",""
"279513","br58128","0","2005",""
"272177","br238302","0","2015",""
"499216","br148160","0","2006",""
"221375","br28198","0","2012",""
"80349","br58129","0","2008",""
"405460","br208469","0","2009",""
"405460","br88053","0","2005","2010"
"279513","br118028","0","2013",""
"379996","br208470","0","2011",""
"291498","br88057","0","2013",""
"279513","br238305","0","2012",""
"279513","br118032","0","2000",""
"405460","br238307","0","2007",""
"439","br28202","0","2007",""
"114213","br238309","0","2009",""
"279513","br58132","0","2013",""
"223918","br88059","0","2012",""
"191546","br118033","0","2007",""
"405460","br88060","0","2002",""
"279513","br238310","0","2007",""
"189723","br58134","0","2012",""
"229313","br28204","0","2012",""
"279513","br208474","0","2011",""
"132832","br178032","0","2006","2008"
"318104","br178033","0","2015",""
"279513","br88061","0","2014",""
"279513","br208475","0","2004",""
"405460","br148166","0","2009","2015"
"279513","br208477","0","2001",""
"279513","br118037","0","2005",""
"98236","br178034","1","1966",""
"327265","br118038","0","2013",""
"495815","br208478","0","2014",""
"329569","br208479","0","1998","2015"
"229313","br28206","0","2012",""
"279513","br28207","0","2007",""
"279513","br178037","0","2004",""
"275135","br208481","0","2013","2013"
"306846","br208482","0","2011","2011"
"329569","br178038","0","2015",""
"279513","br58135","0","2005",""
"279513","br178039","0","2009",""
"405460","br178040","0","2003","2011"
"405460","br148171","0","1998",""
"329569","br28209","0","2015",""
"191546","br148172","0","2008",""
"169012","br178041","0","2005","2011"
"405460","br28211","0","2007","2009"
"279513","br118042","0","2014",""
"455621","br118044","0","2015",""
"191546","br58140","0","2010",""
"279513","br148176","0","1997",""
"331190","br178046","0","2013","2015"
"132742","br178047","0","2007","2009"
"464287","br238326","0","1994","2004"
"405460","br118047","0","1994",""
"279513","br58143","0","2008",""
"279513","br28214","0","2004",""
"279513","br58144","0","2004",""
"405460","br28215","0","2005",""
"279513","br58145","0","2002",""
"279513","br238330","0","2001",""
"405460","br28219","0","2002",""
"279513","br58147","0","1996",""
"341760","br118051","0","2013",""
"405460","br208489","0","2004",""
"279513","br28221","0","2000",""
"252085","br58148","0","2011",""
"399450","br118054","0","2003",""
"279513","br28222","0","2010",""
"270344","br28223","0","2009",""
"329569","br88068","0","2011",""
"279513","br148180","0","2015",""
"405460","br178055","0","2003",""
"279513","br118057","0","2006",""
"405460","br58151","0","2002",""
"43277","br118058","0","2008","2009"
"279513","br118059","0","1998",""
"445224","br88069","0","2007","2012"
"279513","br88070","0","2005",""
"377679","br178056","0","2007","2015"
"405460","br28224","0","1997",""
"405460","br148181","0","2003",""
"362323","br58152","0","2014",""
"299729","br118063","0","2011","2014"
"105383","br88075","0","2006",""
