EID,TYPECODE,FBDATE,SXENDDATE,BREAKFAITH_CNT,BREAKFAITH_FIRST_FIRST_TIME,BREAKFAITH_FIRST_END_TIME,BREAKFAITH_END_FIRST_TIME
435122,[1261507],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
414643,[   12899 10095090],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
521138,[1828466],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
320433,[227340],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
19383,[ 1531656 27883471],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
256951,[  827006 33243726],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
271288,[  218725 31832243],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
349114,[  178688 18413752],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
433082,[ 1644431 96525225],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
291771,[2187581],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
318390,[  779070 76576838],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
449468,[708979],['2014-11'],['2015-07'],1,2014-11,2014-11,2015-07
164796,[ 1497060 33808754],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
205761,[1182445],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
216002,[1885827],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
144321,[  10207 2070038],['2013-10' '2015-07'],['2015-07' '2018-01'],2,2013-10,2015-07,2015-07
377796,"[   725152    220984    220981    237079    220834    220903  21963359
  80071235  87370643 700661457  81378728  21963211]","['2014-11' '2014-08' '2014-08' '2014-08' '2014-07' '2014-07' '2014-08'
 '2014-07' '2014-11' '2014-08' '2014-07' '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01']",12,2014-11,2014-08,2018-01
412615,[ 1045639 66000486],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
377799,[  194927 38100634],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
320458,[  215028  1612593 62396053 61210815],['2014-07' '2015-05' '2015-05' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-07,2014-07,2018-01
426955,[ 1657039 93700539],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
373708,[605628 185205],['2014-10' '2014-06'],['2018-01' '2018-01'],2,2014-10,2014-06,2018-01
101325,[892500],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
435150,[  2062623 100270418],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
154574,"[  786634   699892   162561   170870  1127730  1908169  2305812 91894404
 96486631 61430866 62078048]","['2014-12' '2014-11' '2014-06' '2014-09' '2015-01' '2015-07' '2015-08'
 '2015-01' '2015-07' '2014-11' '2014-12']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01']",11,2014-12,2014-12,2018-01
482256,[438905],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
496593,[  217845 80331180],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
33746,[ 1186816 85061423],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
402387,[   67867 68725386],['2014-01' '2014-01'],['2018-01' '2018-01'],2,2014-01,2014-01,2018-01
502739,[  1451971   2019885   2220698 103881268  97966794  97964765],['2015-04' '2015-07' '2015-08' '2015-08' '2015-07' '2015-04'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-04,2015-04,2018-01
50133,[  580228  1686624 61280379],['2014-10' '2015-05' '2014-10'],['2018-01' '2018-01' '2018-01'],3,2014-10,2014-10,2018-01
205782,[ 1212509 92772321],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
388055,[1253688],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
455639,[  799152 81380947],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
476115,[ 1176081 93536997],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
136146,[  570438 79556353],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
433116,[  238413 83557721],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
140255,[2333480],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
394211,[1053283],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
463843,[  2152590 100499282],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
39909,[ 1213490 73324882],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
101347,[  530100 81325094],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
300010,[ 1112670  2232161 98911343 92780770],['2015-01' '2015-08' '2015-08' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-01,2015-01,2018-01
185322,[  211804 36184468],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
117738,[  767108 89080529],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
183277,[  242762  1773837 85049396 36541372],['2014-08' '2015-06' '2015-06' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-08,2014-08,2018-01
203758,"[ 1234213  1481082  1772927  1773114  1752256  1773885  1772941  1803413
 27866943 27866871 18604073 15436508 27822891 23684651 27536137 27319750]","['2015-03' '2015-04' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06'
 '2015-06' '2015-06' '2015-06' '2015-03' '2015-04' '2015-06' '2015-06'
 '2015-06' '2015-06']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",16,2015-03,2015-06,2018-01
496623,[ 1176331 65818168],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
412650,[    3969 44294771],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
447473,[   241506    241060   2168700 102424681],['2014-08' '2014-08' '2015-08' '2015-08'],['2015-07' '2015-07' '2018-01' '2018-01'],4,2014-08,2015-08,2015-07
68591,[218611],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
394230,[172450],['2014-06'],['2015-07'],1,2014-06,2014-06,2015-07
459769,[  220410 73331972],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
326650,"[   139854     17062   1623631   2051792 100523100  73349619  60535476
 103705687]","['2014-05' '2013-10' '2015-05' '2015-07' '2015-05' '2014-05' '2013-10'
 '2015-07']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2014-05,2015-07,2018-01
451583,[ 1108086 93535987],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
9216,[ 848046 6610393],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
97281,[   10939 65848647],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
451587,[  759574 81469527],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
244743,[  180783 30785463],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
62475,[249031],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
293901,[ 1287449 97189019],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
160781,[ 335003  225058 9533680],['2014-10' '2014-08' '2014-10'],['2018-01' '2018-01' '2018-01'],3,2014-10,2014-10,2018-01
164881,[  1769210 100112169],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
187410,[  756718   756662   756714 89716079 89716076],['2014-12' '2014-12' '2014-12' '2014-12' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-12,2014-12,2018-01
76819,[  205455   205431 80116265 80116288],['2014-07' '2014-07' '2014-07' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-07,2014-07,2018-01
144404,[1050462],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
273427,[1533371],['2015-05'],['2015-07'],1,2015-05,2015-05,2015-07
281621,[  2274390 105314502],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
35863,[230535 230536],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
322585,[218352],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
35866,[ 2240595 67669901],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
218139,[ 1140038 91872623],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
48156,[299194],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
72738,[ 1822763 98626631],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
56355,[161814],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
111655,[  602950 79558903],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
207911,[ 1678373 97004114],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
11305,[  590813 81377028],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
80938,[  908218 89072934],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
130091,[  2206523 103031563],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
291882,[  1669003 100870695],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
132141,[657060],['2014-11'],['2015-07'],1,2014-11,2014-11,2015-07
406569,[545367],['2014-10'],['2015-07'],1,2014-10,2014-10,2015-07
437288,[ 1261571  2305594 66052905],['2015-03' '2015-08' '2015-03'],['2018-01' '2018-01' '2018-01'],3,2015-03,2015-03,2018-01
87086,[ 1184206 91746892],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
148529,[ 1239457 96563179],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
44082,[1843564],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
345138,[  380269 79522253],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
119860,[ 1734465 91747406],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
169013,[  201672 73325891],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
402485,[  936972 13926009],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
44087,[ 1452023 14872960],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
427064,[208018 204354],['2014-07' '2014-07'],['2015-07' '2015-07'],2,2014-07,2014-07,2015-07
142392,[ 2305598 97805714],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
500794,[1457419],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
244799,[  2262196 105607751],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
214080,[  840350   840246 91728521 91728518],['2014-12' '2014-12' '2014-12' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2014-12,2018-01
220224,[207462 215877],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
367682,[   10087 44139076],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
42051,[  173492  1139052 80624630 93537990],['2014-06' '2015-01' '2014-06' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-06,2015-01,2018-01
474179,[  928469 36567859],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
408645,[2313360],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
441417,[ 1768828  1768808  1804207  1804253 42960243 42960134 43270651 43270861],"['2015-06' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06'
 '2015-06']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2015-06,2015-06,2018-01
70730,[  376538 83569176],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
506955,[1008286],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
222286,[   70595 72945505],['2014-01' '2014-01'],['2018-01' '2018-01'],2,2014-01,2014-01,2018-01
148559,[ 1055873 66008971],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
60502,[234059],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
250967,[  657602 88438423],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
466007,[ 1254431    20087 38065041 23735958],['2015-03' '2013-10' '2015-03' '2013-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2013-10,2018-01
132185,[  606793   181405 73365545 85074168],['2014-10' '2014-06' '2014-06' '2014-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-10,2014-10,2018-01
165079,[  182851   134585  1136938  1294074 75076441 98100968 80322335 22564926],"['2014-06' '2014-05' '2015-01' '2015-05' '2014-05' '2015-05' '2014-06'
 '2015-01']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2014-06,2015-01,2018-01
91227,[2107151],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
484445,[1380288],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
134238,[ 1377444 84948129],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
463969,[ 1190763 96529638],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
298082,[  210776 73366515],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
62561,[  2213834 100499068],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
326755,[  839476 91810214],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
214119,[1818867],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
40040,[ 1287808 95725503],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
255086,"[   61898    61771    61774    61767    62643    62519    62441    62513
    62448    62507    62532    62480    62454    62444    62450    61768
    61686    61789    61808    61899    61886    61624    61765    61733
    61715    61701    61723    61684    61793    61806    61627    61758
    61639    61647    61630    61621    61635    61645    61629    61717
    61623    62510    62486    62505    62439    62437    62435    62642
    62637    62506    62512    62466    62465    61670    62471    61699
    61704    61667    61689    61675    61812    61894    61695    61685
    61690    61761    61799    61810    61727    61730    61737    61776
    61673    61678    61680    61671    61688    61809    61692    61707
    61890    61712    61720    59018    59042    59271    59326    59320
    59124    59020    59168    59158    59127    59047    59149    59024
    59014    59036    59051    59354    59337    59344    59096    59342
    59103    59189    59248    59359    59227    59377    59374    59366
    59253    59233    59398    59386    59329    59091    59066    59106
    59206    59284    59334    59080    59259    59278    59301    59033
    59134    59114    59137    59118    59110    59221    59199    59266
    59130    59087    59062    59143    59073    59241    59216    59313
    56119    56142    56147    56123    56139    56238    56154    56136
    59057   199751    54955    54959    54925    54921    54957    54942
    54980    54939    54950    54947    54962    54974    54936    54945
    54966    54970    62468  1941828 44073666 39584831 98907929 60625658
 60615762 37553151 37551167 37532033]","['2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-07'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01' '2014-01'
 '2014-01' '2014-01' '2014-01' '2015-07' '2014-07' '2014-01' '2015-07'
 '2014-01' '2014-01' '2014-01' '2014-01' '2014-01']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01']",180,2014-01,2014-01,2018-01
244846,[  612220 81303261],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
380017,[   18112 42711788],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
271474,[ 1205910  1714650 96521758 96500749],['2015-02' '2015-06' '2015-02' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-02,2015-06,2018-01
197747,[ 1267823 66068629],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
339060,[ 1005476 42947148],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
183409,[ 1887412 60339059],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
521339,[  225969 79560645],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
138364,[  1488807   2147547  99914225 104525577],['2015-04' '2015-08' '2015-04' '2015-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-04,2015-08,2018-01
154752,[ 2124629 23624071],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
275585,[ 1980392 93811726],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
285826,[ 1243798  1473246 91782669],['2015-03' '2015-04' '2015-04'],['2015-07' '2018-01' '2018-01'],3,2015-03,2015-04,2015-07
1152,[2122405],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
128128,[ 1099964 23857347],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
191620,[  929009 40821993],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
255110,[1099938],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
255111,[   18314 35001277],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
519302,[1249545],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
494729,[  216555   216511   981822 73368330 73368332],['2014-07' '2014-07' '2015-01' '2014-07' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-07,2014-07,2018-01
138378,[  261752   848479  1695219  2202319  6809205 65982831 73845033],['2014-10' '2015-03' '2015-06' '2015-08' '2015-08' '2015-03' '2014-10'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],7,2014-10,2014-10,2018-01
117899,[229184],['2014-07'],['2018-01'],1,2014-07,2014-07,2018-01
441481,[ 1452050 32657781],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
398477,[2086341],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
345230,[167484],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
349326,[ 1276122 13173750],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
228496,[1996588],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
502929,[  650700   527881   230471 80120032 73391473 80137876],['2014-11' '2014-09' '2014-07' '2014-07' '2014-11' '2014-09'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-11,2014-09,2018-01
115857,[1126280],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
320659,[ 1054574 66014600],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
220314,[  119415 77217520],['2014-04' '2014-04'],['2018-01' '2018-01'],2,2014-04,2014-04,2018-01
320666,[  2088342 104414395],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
93340,[ 1355974 22711588],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
193694,[ 1639702 96748217],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
339106,[  933392 66004923],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
109733,[228517],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
148648,[ 2333207 99589033],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
81064,[1284823],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
167082,[  195162 73368709],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
205993,[2333677],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
158892,[  710406 89124243],['2014-11' '2014-11'],['2015-07' '2018-01'],2,2014-11,2014-11,2015-07
138409,"[  183649  1097525  1098213  1099592  1099166  1095041  1099416  1099143
  1094873  1094647 60088534 30888365 33660443 30946186 19411242 60953457
 60287144 60497588 61484219 21191264]","['2014-06' '2015-01' '2015-01' '2015-01' '2015-01' '2015-01' '2015-01'
 '2015-01' '2015-01' '2015-01' '2015-01' '2015-01' '2015-01' '2014-06'
 '2015-01' '2015-01' '2015-01' '2015-01' '2015-01' '2015-01']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01']",20,2014-06,2015-01,2018-01
457902,[ 1096443  1491255  2133498 32658116 36516255 32333665],['2015-01' '2015-04' '2015-07' '2015-04' '2015-07' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-01,2015-01,2018-01
386222,[  2338364 104414880],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
13487,[  911854 65999017],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
259242,[  188880 72838255],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
269490,[  328415 60811633],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
300211,[1167083],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
314549,[ 1094763 60047692],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
101558,[  883243 92706089],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
97461,[ 1525234 96924362],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
240825,[640333],['2014-11'],['2015-07'],1,2014-11,2014-11,2015-07
16523,[  895958 83486736],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
60605,[  781229 79625663],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
173247,[  179171 79915882],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
443583,[  196333 73325925],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
441537,[1439179],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
138434,[ 1445543 99274227],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
